,name,year,quarter,sector,Relative Return,GDP 변화율,이익잉여금 변화율,영업이익 변화율,주택가격 변화율,비유동부채 변화율,매출액 변화율,Label,Code
35,대림산업,2016,Q3,건설,-0.0621523884988036,0.0005873958558748615,0.0052486077034687995,-0.09446807252938172,-0.4045780087066423,0.0019616425353685685,-0.017114811962123166,-0.06761162233621361,000210
35,현대건설,2016,Q3,건설,0.09358700738465002,0.0005873958558748615,0.01839996675062472,0.12382138981552182,-0.4045780087066423,0.03452363188719354,-0.05817396525826446,0.08736708700730311,000720
35,KCC,2016,Q3,건설,-0.056669494296619105,0.0005873958558748615,0.011147628165665724,-0.012458601943076353,-0.4045780087066423,0.12282492517366572,-0.04745699279903215,-0.189085667500238,002380
35,한일시멘트,2016,Q3,건설,-0.11986758933344106,0.0005873958558748615,-0.017737152754482843,-0.1375426012480886,-0.4045780087066423,0.021862803919197704,-0.07447874371358887,0.32234993513518484,003300
35,아이에스동서,2016,Q3,건설,-0.1794232264876304,0.0005873958558748615,0.12136591433031807,-0.17157611380029847,-0.4045780087066423,-0.18830514566758882,-0.11648690993973598,-0.09504103978627466,010780
35,현대산업,2016,Q3,건설,-0.11659211638996006,0.0005873958558748615,0.039674657814171566,-0.10619739652015026,-0.4045780087066423,0.01996669751247171,-0.0354565313666525,-0.13034380325262157,012630
35,삼성엔지니어링,2016,Q3,건설,-0.1792853755117906,0.0005873958558748615,-0.1981112252044418,-0.5456598760431466,-0.4045780087066423,-0.1201692958178211,-0.1995230461949452,0.25365263085299805,028050
35,대우건설,2016,Q3,건설,-0.13722352856395018,0.0005873958558748615,0.06939503859292073,-0.07326684940865236,-0.4045780087066423,-0.032802340953354436,-0.07168121926408677,0.2573537877173294,047040
35,한전기술,2016,Q3,건설,-0.30884043583608173,0.0005873958558748615,-0.011995459769662209,-1.061726340376881,-0.4045780087066423,-0.17682117458457725,-0.20208171486348991,0.06786802803124059,052690
35,LG하우시스,2016,Q3,건설,-0.18240691764678565,0.0005873958558748615,0.019309257189954243,-0.2911096619932616,-0.4045780087066423,0.010396256464763498,-0.059677146330578745,-0.00041183511151736407,108670
