,Feature,Average_Importance
0,M_GDP 변화율,0.12881275041044957
1,F_이익잉여금 변화율,0.08455284465424089
2,F_영업이익 변화율,0.08032930316502884
3,M_주택가격 변화율,0.05970098075877672
4,F_비유동부채 변화율,0.05884900909057643
5,F_자본총계 변화율,0.05474868262406035
