,name,year,quarter,sector,Relative Return,GDP 변화율,이익잉여금 변화율,영업이익 변화율,주택가격 변화율,비유동부채 변화율,매출액 변화율,Label,Code
12,대림산업,2022,Q2,건설,0.15046715784747647,0.05528483951681595,0.004958758453892376,-0.727788584620631,-0.5458595293694988,-0.269711302916408,-0.7062160536563455,-0.06144148313487091,000210
12,현대건설,2022,Q2,건설,0.1780879505241215,0.05528483951681595,0.031121789353141027,0.14891439100121695,-0.5458595293694988,0.026472529418393176,0.2401630513367652,-0.07986915223403078,000720
12,KCC,2022,Q2,건설,-0.05072351475880411,0.05528483951681595,0.02804075131072792,1.4208135677810612,-0.5458595293694988,0.08171780989344146,0.168135728245687,-0.16544101598368463,002380
12,한일시멘트,2022,Q2,건설,-0.0767693986994249,0.05528483951681595,0.03212962944536213,-1.0525353106581694,-0.5458595293694988,-0.838905669970986,-0.8856495078718127,-0.05889279830573177,003300
12,아이에스동서,2022,Q2,건설,-0.08338352870805033,0.05528483951681595,0.06260757180497989,-0.35445190915214586,-0.5458595293694988,-0.4833161479755541,-0.07519644167991779,-0.17891997893335718,010780
12,현대산업,2022,Q2,건설,0.047364277944712,0.05528483951681595,0.001428548479869951,-0.976479530160762,-0.5458595293694988,0.10380901659230513,-0.7263767918558982,-0.14478461117122884,012630
12,삼성엔지니어링,2022,Q2,건설,-0.1105268510769151,0.05528483951681595,0.1606491751843806,0.17039497133420722,-0.5458595293694988,0.38851777843868773,0.10672601590395492,0.24053821165159397,028050
12,대우건설,2022,Q2,건설,-0.04682565404979789,0.05528483951681595,0.06844089449200785,-0.6476620095676797,-0.5458595293694988,-0.06118810239335826,0.08459059924646906,-0.1361040556156733,047040
12,한전기술,2022,Q2,건설,0.028502798656669617,0.05528483951681595,0.024980390790592777,-2.032622992076954,-0.5458595293694988,0.452054251131625,0.183696836617115,-0.078908306689952,052690
12,LG하우시스,2022,Q2,건설,-0.02413203606206226,0.05528483951681595,0.05571159445110463,0.6430010070493455,-0.5458595293694988,0.8134409224007257,0.11350405769476724,-0.24315714014191733,108670
