,name,year,quarter,sector,Relative Return,GDP 변화율,이익잉여금 변화율,영업이익 변화율,비유동부채 변화율,주택가격 변화율,자본총계 변화율,Label,Code
28,대림산업,2018,Q2,건설,-0.018774693966500014,0.050153618109084475,0.023281696970536947,-0.1288337117840348,0.11862621745012314,-0.13431428032446713,0.02398927211314983,0.10832945931949682,000210
28,현대건설,2018,Q2,건설,-0.11637786043398607,0.050153618109084475,0.03445893158719038,0.15000412779658223,0.010461669112256544,-0.13431428032446713,0.02067726289071614,-0.060928753437617986,000720
28,KCC,2018,Q2,건설,-0.035773377730494466,0.050153618109084475,-0.06198452312359948,0.5363071192152258,-0.13663078226765824,-0.13431428032446713,-0.05723720972465318,-0.1296050422332642,002380
28,한일시멘트,2018,Q2,건설,-0.20600830892219196,0.050153618109084475,0.016798610935990554,-1.3039374601962934,-0.2701145523702132,-0.13431428032446713,-0.8132336826567632,-0.2000711357221891,003300
28,아이에스동서,2018,Q2,건설,0.07712530375400571,0.050153618109084475,0.3793381938432665,7.994881247456782,-0.3165001682581978,-0.13431428032446713,0.19709427585565664,-0.0011112333954137188,010780
28,현대산업,2018,Q2,건설,0.0,0.050153618109084475,0.32195097123738603,-1.470205593387627,-0.20843662063285107,-0.13431428032446713,3.223320143742254,-0.24366898524109126,012630
28,삼성엔지니어링,2018,Q2,건설,-0.0625116088235376,0.050153618109084475,1.2690374749547888,2.226890326205693,-0.052461763825567,-0.13431428032446713,-0.08854743045245905,0.17281523017777195,028050
28,대우건설,2018,Q2,건설,-0.14720956152333123,0.050153618109084475,-0.2644914666256174,-0.17599656819839105,0.27218018927337106,-0.13431428032446713,0.035206118622086,-0.040184176886632145,047040
28,한전기술,2018,Q2,건설,-0.39984559357520577,0.050153618109084475,0.0014954703462515262,-0.8217791545752462,0.14100802116706768,-0.13431428032446713,0.0014897304117564847,0.00956350929381184,052690
28,LG하우시스,2018,Q2,건설,-0.022239899240993025,0.050153618109084475,0.016903572800614608,-0.0737015793195569,0.0004084583366694705,-0.13431428032446713,0.013338798514153982,-0.21825607578212913,108670
