,name,year,quarter,sector,Relative Return,GDP 변화율,이익잉여금 변화율,영업이익 변화율,주택가격 변화율,비유동부채 변화율,매출액 변화율,Label,Code
37,대림산업,2016,Q1,건설,-0.09033883222640286,-0.07400871269203668,0.011133375325857564,-0.8613563896633599,-0.0296041003888301,0.1429515082642676,-0.7630111055752188,-0.01656813872615897,000210
37,현대건설,2016,Q1,건설,-0.17604703077784883,-0.07400871269203668,0.022351135263412036,-0.7897866190334117,-0.0296041003888301,-0.031917511890761974,-0.7719534202778431,0.1200118476792768,000720
37,KCC,2016,Q1,건설,0.019549833290506805,-0.07400871269203668,-0.007542504049081855,-0.7239352560716084,-0.0296041003888301,0.025461218875272973,-0.7684539644114332,-0.033104576817109474,002380
37,한일시멘트,2016,Q1,건설,-0.014423703599577498,-0.07400871269203668,-0.001271909939817517,-0.992269853435432,-0.0296041003888301,-0.021687721574391805,-0.785381791703731,-0.14208706446874272,003300
37,아이에스동서,2016,Q1,건설,0.08721235406594544,-0.07400871269203668,0.09218698651830581,-0.518646002673675,-0.0296041003888301,-0.12513504332532288,-0.643851357249769,0.07926734258862639,010780
37,현대산업,2016,Q1,건설,-0.04568200001062922,-0.07400871269203668,0.0005773383777227803,-0.8051514502873612,-0.0296041003888301,-0.06879031553192438,-0.7957605854605524,0.00605471618605373,012630
37,삼성엔지니어링,2016,Q1,건설,-0.12286545101185965,-0.07400871269203668,-0.15359420741788787,-0.9737348015299072,-0.0296041003888301,-0.21339998912334646,-0.77654926478933,0.17766613013315746,028050
37,대우건설,2016,Q1,건설,-0.07239678923885004,-0.07400871269203668,-0.0451116399906627,-0.8129889199077701,-0.0296041003888301,-0.01471629265360086,-0.7418027894936889,0.003004734716216248,047040
37,한전기술,2016,Q1,건설,-0.0663258615690444,-0.07400871269203668,0.04387094552005366,-0.014945703604717364,-0.0296041003888301,0.14892547030380054,-0.8205841226720927,0.14588276566540598,052690
37,LG하우시스,2016,Q1,건설,0.006330479411507599,-0.07400871269203668,0.020179251383001695,-0.7518864794507729,-0.0296041003888301,0.010798772401247048,-0.7584450664576162,-0.245195617662339,108670
