,name,year,quarter,sector,Relative Return,GDP 변화율,이익잉여금 변화율,영업이익 변화율,주택가격 변화율,비유동부채 변화율,자본총계 변화율,Label,Code
23,대림산업,2019,Q3,건설,-0.12059862893574436,0.002350138968609361,0.009539286033366956,-0.422068209161119,-0.1323698472655609,-0.11049403883766096,0.011949057173177069,-0.05005515244129349,000210
23,현대건설,2019,Q3,건설,-0.035704372441128854,0.002350138968609361,0.015687917863351775,0.017616106154198174,-0.1323698472655609,0.005693120036222243,0.020498111120816898,-0.14144298352251533,000720
23,KCC,2019,Q3,건설,-0.0627374078954682,0.002350138968609361,-0.012743550981878626,-0.09091138372183505,-0.1323698472655609,-0.12970045393273688,-0.011667555932228457,-0.1708098024259929,002380
23,한일시멘트,2019,Q3,건설,-0.03312599588747128,0.002350138968609361,-7.013769151176241e-05,0.06820392035921397,-0.1323698472655609,1.5091836366538334,-0.010270228461613184,0.00757393744270056,003300
23,아이에스동서,2019,Q3,건설,0.028257710820506723,0.002350138968609361,0.021470786337603798,0.8812150501226053,-0.1323698472655609,0.1041824679471488,0.013143910178828433,-0.15756493634464555,010780
23,현대산업,2019,Q3,건설,-0.15566204781602946,0.002350138968609361,0.022191991907262176,-0.09409634753847995,-0.1323698472655609,-0.09128941292236259,0.03576256088428775,-0.11851056282218692,012630
23,삼성엔지니어링,2019,Q3,건설,0.125318552108097,0.002350138968609361,1.1928456382467814,0.019843263040230985,-0.1323698472655609,-0.003248039598763852,0.04742354672520577,-0.3268428614846397,028050
23,대우건설,2019,Q3,건설,0.09272467226276866,0.002350138968609361,-22.894710350654474,0.11815840346615825,-0.1323698472655609,-0.1381842844485871,0.024857553505619023,-0.16836465325901215,047040
23,한전기술,2019,Q3,건설,0.026967346164386577,0.002350138968609361,-0.006627303422144237,-1.7025910347047553,-0.1323698472655609,0.07046718104684246,-0.0066612737043458825,-0.09430087427759096,052690
23,LG하우시스,2019,Q3,건설,-0.08063372941421709,0.002350138968609361,0.02540221002238119,-0.27045875041510503,-0.1323698472655609,-0.008845531525886408,0.007918078065558332,0.04979267336590533,108670
