code,name,year,quarter,sector,F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_법인세차감전 순이익 변화율,F_자본금 변화율,M_소비자물가지수 변화율,M_금리 변화율,M_실업률 변화율,M_국제유가 변화율,P_보유 주식 수 변화율,P_1인평균급여 변화율,P_기초 소유 주식 수 변화율,P_기초 소유주식 지분율 변화율,P_기말 소유주식 수 변화율,P_기말 소유주식 지분율 변화율,P_발행할 주식 총수 변화율,P_현재까지 발행한 주식 총수 변화율,P_현재까지 감소한 주식의 총수 변화율,P_주식 수 감소 변화율,P_발행주식의 총수 변화율,P_자기주식수 변화율,P_유통주식수 변화율,P_증자주식수 변화율,P_주식액면가액 변화율,Relative Return,Label,Code
210,대림산업,2024,Q4,건설,0.297751195932638,0.014381294384407717,0.03593172620355167,-0.19858684312773733,0.5945874205614337,-0.11111993407128673,0.032779467854004096,0.06043221046378333,12.977869120519124,31.099667475863654,-269.1309527259878,0.0,-1.0199991679262048,-0.9528715055167148,-0.81019429602803,-0.9500746969168247,-0.6027037367067171,-0.9856278133531987,-0.9259601959709217,-0.9626927844333218,-0.9394838273281854,-0.9772236425210092,-0.887282132174612,-0.9019670705546089,-0.976110974698412,-0.9887630236637549,-0.7680135076212707,-0.9451673498024065,-0.7676665748944368,-0.9451659605184202,-0.9451659605184203,-0.026899026899026957,-0.026899026899026957,000210
210,대림산업,2024,Q3,건설,0.10497049134308356,8.802334861779393e-05,0.007359775714061767,0.04465958223847277,-0.007008765025585895,0.038699609291387826,0.0012573308584566956,0.0023210778545592614,-0.3504048751217217,-0.5112673289453944,-1.3370594443808235,0.0,-0.2377021247854798,-0.11983510689291532,-0.09523809523809512,-0.05674568795778523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13955218472851136,-0.026899026899026957,000210
210,대림산업,2024,Q2,건설,-0.23112035607447023,-0.0016719761976460301,-0.021908791608291622,0.12888785449123508,-0.6988832508962397,-0.14289834552690517,0.0004414926622158255,0.0008048396014757042,-0.03347821246029781,-0.1408770941064056,-0.30508222248635797,0.0,-0.110334699467731,0.02546205269366908,-3.3306690738754696e-16,0.01979840167061564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1396906751773595,-0.13955218472851136,000210
210,대림산업,2024,Q1,건설,0.07339823608257379,-0.00011888274699412005,0.005957771497569819,0.11611205494864141,0.0012731499266074309,0.07560717924008342,-0.0033493111423231747,-0.006124110376318659,-0.4251448768490288,-0.3961926624448424,-0.6822935982833367,0.0,-0.11265192787422551,-0.12136131985833976,-0.011764705882352788,-0.008599753155233536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19593208434489187,-0.1396906751773595,000210
210,대림산업,2023,Q4,건설,0.016488909099485305,0.0032490702063363575,0.00433033654943582,0.7504514511040767,-0.4411415350843658,-0.0009100673253105152,0.002003321317093576,0.005244974556896542,2.1567723075941685,5.289836761273714,54.85147622954678,0.0,0.10965773361610065,0.00757180156657955,0.0625,-0.03388722209400741,-0.13577456054522063,-0.0030211480362537513,-0.08333333333333337,-0.08333333333333337,0.03498931103535585,0.02240740740740743,0.0,0.0,0.0,0.0,0.0,3.677146534286635e-05,-4.42188222704587e-08,0.0,0.0,-0.15609689068941437,0.19593208434489187,000210
210,대림산업,2023,Q3,건설,0.059812504057270566,-0.0005905265150185635,0.0040830494857624355,0.2704789692682614,-0.07098992406158755,0.031427936979379734,-0.0003100934171623715,-0.0005416809406367795,-0.3627070099941013,-0.5264353908541461,-0.7361398951841782,0.0,-0.028955398190522508,0.11207897793263655,0.03896103896103886,0.106533304958502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2218111008433589,-0.15609689068941437,000210
210,대림산업,2023,Q2,건설,-0.2733746944073284,-0.00015471178351411652,-0.028421117497216652,-0.5290678008779899,0.32371504371089044,-0.14218882982646086,-0.0033393569458602945,-0.006128143838783906,-0.8959441108062536,-0.9580835418311151,-0.9879496787647712,0.0,-0.3075171004307199,0.0022310602386272915,-0.04938271604938271,-0.03519218134034163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20777257239510422,0.2218111008433589,000210
210,대림산업,2023,Q1,건설,0.2313142548895062,0.00014259258833293487,0.019953491707574766,0.07306711550432898,-0.06284600227578374,0.0068240155000696134,0.012220418857342707,0.02256646130361628,4.259523079211761,7.732858770467139,-4.630291876861132,0.0,-0.11353477832962133,-0.12061758935426237,-0.05813953488372092,-0.08337411073888668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11473241338712198,-0.20777257239510422,000210
210,대림산업,2022,Q4,건설,0.1424620706888151,-0.03210792841390675,-0.019265448788145068,-0.01190552315439286,0.014317778214707921,0.0007039874681282754,-0.007154929037306301,-0.023144962140460024,1.6847636972290565,44.44713339859533,33.402745819557964,0.0,-0.11456608043309557,0.11445954938682568,0.023809523809523725,-0.12070563315019511,-0.06882836875961051,0.0960264900662251,0.2107708008984004,0.8455228981544769,0.09090909090909083,0.09090909090909083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1569472344230102,-0.11473241338712198,000210
210,대림산업,2022,Q3,건설,-0.05241958919171408,-0.006237330355696069,-0.009787643938270807,-0.10379403716346847,0.0008709658369132622,-0.05634268692457012,-0.0001117024765715513,-0.00020523442456932273,-0.8760892665254296,-0.9951645335051398,-1.0162392210580276,0.0,0.09093510066157107,0.0359464250541639,-0.023255813953488302,-0.11299650647329962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06144148313487091,-0.1569472344230102,000210
