Variable,VIF
const,1.2087452259056195
F_유동자산 변화율,1.8252174064218876
F_비유동자산 변화율,2.282331545733817
F_자산총계 변화율,3.2218721079097783
F_유동부채 변화율,2.3367200966546657
F_비유동부채 변화율,1.9315970233610196
F_부채총계 변화율,3.857244238761218
F_이익잉여금 변화율,1.0132527939416631
F_자본총계 변화율,1.6062736646021185
F_매출액 변화율,1.065843852912712
F_영업이익 변화율,1.0704979919805473
F_법인세차감전 순이익 변화율,1.1113181626032747
F_당기순이익 변화율,inf
F_당기순이익(손실) 변화율,inf
M_소비자물가지수 변화율,1.5001828780354662
M_환율 변화율,37.42097721512562
M_GDP 변화율,111.01816997000573
M_금리 변화율,3.2738726736334027
M_수출액 변화율,18.441908502594398
M_실업률 변화율,6.916229393908961
M_국제유가 변화율,5.05886548700652
M_주택가격 변화율,83.88811822313896
Relative Return,1.0812613237039266
