,name,year,quarter,sector,Relative Return,GDP 변화율,이익잉여금 변화율,영업이익 변화율,주택가격 변화율,비유동부채 변화율,매출액 변화율,Label,Code
5,대림산업,2024,Q1,건설,0.05703296724433272,-0.06637393544250225,-0.0033493111423231747,-0.3961926624448424,-0.35633748055987535,0.0012731499266074309,-0.4251448768490288,-0.16257932273188544,000210
5,현대건설,2024,Q1,건설,0.026433386807854856,-0.06637393544250225,0.01862967103537172,1.860783815094233,-0.35633748055987535,0.03781830696547317,-0.08003744927364786,-0.07875553631097454,000720
5,KCC,2024,Q1,건설,0.020957958790249552,-0.06637393544250225,0.10289363311494215,0.02385887935437636,-0.35633748055987535,0.4106253415194041,-0.04572076735839159,0.05712589386307248,002380
5,한일시멘트,2024,Q1,건설,0.020363687564862287,-0.06637393544250225,0.008692822612573314,-14.33842395489964,-0.35633748055987535,-0.028427565175017322,0.03355842779584495,0.06061801666025786,003300
5,아이에스동서,2024,Q1,건설,-0.09707020858040691,-0.06637393544250225,-0.03136170046350628,-0.17502283454342338,-0.35633748055987535,-0.1505167842696753,-0.21211305871518848,-0.13367443616993083,010780
5,현대산업,2024,Q1,건설,0.009362775572158227,-0.06637393544250225,0.007506318080994889,5.128787072147496,-0.35633748055987535,-0.040098447225830114,2.6238938654847628,0.27792194937223785,012630
5,삼성엔지니어링,2024,Q1,건설,-0.0048723244084280665,-0.06637393544250225,0.09315895969098964,-5.001597074459847,-0.35633748055987535,-0.17610149403491004,0.07597742609652025,0.09319564257022667,028050
5,대우건설,2024,Q1,건설,-0.008155284283362929,-0.06637393544250225,0.02459838929580771,91.48956342927211,-0.35633748055987535,0.3797351954675434,-0.09267061182157132,0.08659096356794599,047040
5,한전기술,2024,Q1,건설,0.008994946419694864,-0.06637393544250225,-0.025849003448944585,4.239997322517398,-0.35633748055987535,0.0020620937502642267,-0.35291013043755415,0.06686904209093875,052690
5,LG하우시스,2024,Q1,건설,0.13152998416413772,-0.06637393544250225,0.018650575973669703,4.572463768115942,-0.35633748055987535,0.2959279631157299,-0.04612166358862191,-0.030419512756364085,108670
