,name,year,quarter,sector,Relative Return,GDP 변화율,이익잉여금 변화율,영업이익 변화율,주택가격 변화율,비유동부채 변화율,자본총계 변화율,Label,Code
15,대림산업,2021,Q3,건설,-0.05872080180670259,-0.001549533718890217,-0.001180121833060599,-0.23927399922491577,0.1955587601944868,-0.08773736847822,-0.002089349424848286,0.009929913486960512,000210
15,현대건설,2021,Q3,건설,0.05077114280641535,-0.001549533718890217,0.014019839505883924,4.391591182784439,0.1955587601944868,0.0017765219807404087,0.025269856708739047,-0.030313803192399735,000720
15,KCC,2021,Q3,건설,0.06202467850420049,-0.001549533718890217,-0.054686204898651725,0.23672089056472267,0.1955587601944868,-0.10371954212308121,-0.050342710346149344,0.07462304577580489,002380
15,한일시멘트,2021,Q3,건설,0.03470755515348771,-0.001549533718890217,-0.0002287404755040301,1.8009717824059446,0.1955587601944868,-0.3800501421575544,-0.0015726483434659322,0.15521307629711684,003300
15,아이에스동서,2021,Q3,건설,-0.01828287709523673,-0.001549533718890217,0.04088424311215433,0.04407527476772488,0.1955587601944868,-0.37746032788354245,0.027354894699659793,0.28323435552379694,010780
15,현대산업,2021,Q3,건설,-0.07202135209355426,-0.001549533718890217,0.003341822094034441,0.958627494164509,0.1955587601944868,1.2572151984803264,0.004721235113633426,-0.20212768408787846,012630
15,삼성엔지니어링,2021,Q3,건설,0.06264068649861534,-0.001549533718890217,0.12544780952420154,-0.0014473740520152267,0.1955587601944868,-0.006127554634822507,0.030703607900223195,0.1500367047434264,028050
15,대우건설,2021,Q3,건설,-0.0657980998157826,-0.001549533718890217,0.09826027933367243,-0.3334425770379916,0.1955587601944868,-0.024076209026657858,0.018190865236864306,0.16687821109099582,047040
15,한전기술,2021,Q3,건설,1.1542072803850782,-0.001549533718890217,-0.0016264079805367038,9.760663906447716,0.1955587601944868,0.12013342030943397,-0.0016419292380671635,-0.11979923060838077,052690
15,LG하우시스,2021,Q3,건설,-0.20270061435176387,-0.001549533718890217,0.026776272306675564,-0.6371803424505226,0.1955587601944868,0.5145546342221925,0.003641874658175004,-0.0057960626645475605,108670
