,name,year,quarter,sector,Relative Return,GDP 변화율,이익잉여금 변화율,영업이익 변화율,주택가격 변화율,비유동부채 변화율,자본총계 변화율,Label,Code
2,대림산업,2024,Q4,건설,-0.06210243460243463,0.04107281147273634,0.032779467854004096,31.099667475863654,-0.2998813358196305,0.5945874205614337,0.06043221046378333,0.07314760991824645,000210
2,현대건설,2024,Q4,건설,0.09394694811361474,0.04107281147273634,-0.028469010709744946,-40.77811372281283,-0.2998813358196305,0.11447975581513559,0.0026226819750077013,0.3075960355769965,000720
2,KCC,2024,Q4,건설,0.08513625745187565,0.04107281147273634,-0.012580801129561947,-0.07753627150913422,-0.2998813358196305,0.045921540750193834,-0.01128314160438082,-0.027784211793199426,002380
2,한일시멘트,2024,Q4,건설,-0.07430133921715183,0.04107281147273634,-0.002333835061504197,1.4139685625595724,-0.2998813358196305,-0.056091274182959894,-0.004526175676095923,0.10185965656017876,003300
2,아이에스동서,2024,Q4,건설,-0.18481038192576657,0.04107281147273634,-0.18811942606431464,-0.6314185353780561,-0.2998813358196305,-0.17968354368856476,-0.13790244908803373,0.1455777260177033,010780
2,현대산업,2024,Q4,건설,0.15355894105894102,0.04107281147273634,0.005502968419859755,-0.11838270754233238,-0.2998813358196305,-0.09342811045416421,0.005311254292078571,0.36941468678508876,012630
2,삼성엔지니어링,2024,Q4,건설,0.08829365896022749,0.04107281147273634,0.012088091543259294,0.32622319011020373,-0.2998813358196305,0.06772503445333977,0.00421020448635212,0.002605501078265272,028050
2,대우건설,2024,Q4,건설,-0.13846763701414866,0.04107281147273634,0.012716244750985428,-2.1687146349976167,-0.2998813358196305,0.16984148331222348,0.026015286442917285,0.10130310503902713,047040
2,한전기술,2024,Q4,건설,-0.19449300699300703,0.04107281147273634,0.04805755894848396,4.085579327227788,-0.2998813358196305,0.9920503702376859,0.04828204293979388,0.024897214279069383,052690
2,LG하우시스,2024,Q4,건설,-0.25080613830613835,0.04107281147273634,-0.3130849990510154,-0.6404707668944571,-0.2998813358196305,0.0062314917428192285,-0.0412801350111589,-0.032457887981861146,108670
