,name,year,quarter,sector,Relative Return,GDP 변화율,이익잉여금 변화율,영업이익 변화율,주택가격 변화율,비유동부채 변화율,매출액 변화율,Label,Code
31,대림산업,2017,Q3,건설,-0.11684494383240615,0.011226434990570855,0.027850920539118196,0.19740660967938828,0.05019991115059974,0.045603353885667275,0.05619273517496337,-0.05292083763314321,000210
31,현대건설,2017,Q3,건설,-0.22982450637612026,0.011226434990570855,0.01689500152429857,0.3713081911685736,0.05019991115059974,0.018446694986392398,0.02419434119070707,0.26799044296464086,000720
31,KCC,2017,Q3,건설,-0.10935498230175916,0.011226434990570855,0.013276958693922536,0.09985137837336144,0.05019991115059974,-0.06967811441801386,0.009309880169078966,-0.053066733957629265,002380
31,한일시멘트,2017,Q3,건설,0.14069740100985098,0.011226434990570855,0.015288171858353738,-0.22897621578527472,0.05019991115059974,0.45505007370740325,-0.061663353488212946,-0.19671354534200494,003300
31,아이에스동서,2017,Q3,건설,-0.08201724881160458,0.011226434990570855,0.10952294527167461,0.0129387812781534,0.05019991115059974,-0.11347294111953543,-0.053138811542937536,-0.09413509050670643,010780
31,현대산업,2017,Q3,건설,-0.0019215909386995633,0.011226434990570855,0.04774872723556167,0.21768531298334848,0.05019991115059974,0.36530546351596205,-0.004140131079441112,-0.018282005227937013,012630
31,삼성엔지니어링,2017,Q3,건설,0.09319449028052867,0.011226434990570855,-1.3726019858627585,-2.8984247601592705,0.05019991115059974,-0.00035641872223168836,-0.013735198637847779,0.46475499570019013,028050
31,대우건설,2017,Q3,건설,-0.2840511717265757,0.011226434990570855,-2.5817981529532754,-0.7758539565880991,0.05019991115059974,-0.11641197300650219,-0.07350682221947136,-0.026365297644818632,047040
31,한전기술,2017,Q3,건설,-0.0683111022794814,0.011226434990570855,0.011951139889514018,-0.7311837715114691,0.05019991115059974,0.024485459059709447,-0.1600042547419247,0.7398816848893792,052690
31,LG하우시스,2017,Q3,건설,-0.15060435443574724,0.011226434990570855,0.06495504929253726,-0.1757141351322863,0.05019991115059974,0.010445937392713489,0.03723974710268618,-0.10737202042884211,108670
