Year,Quarter,sj_div,account_nm,thstrm_dt,thstrm_amount
2018,Q1,BS,유동자산,2018.03.31 현재,"659,849,489,465"
2018,Q1,BS,비유동자산,2018.03.31 현재,"268,393,585,864"
2018,Q1,BS,자산총계,2018.03.31 현재,"928,243,075,329"
2018,Q1,BS,유동부채,2018.03.31 현재,"70,318,084,365"
2018,Q1,BS,비유동부채,2018.03.31 현재,"10,637,548,938"
2018,Q1,BS,부채총계,2018.03.31 현재,"80,955,633,303"
2018,Q1,BS,자본금,2018.03.31 현재,"50,400,145,000"
2018,Q1,BS,이익잉여금,2018.03.31 현재,"688,525,586,355"
2018,Q1,BS,자본총계,2018.03.31 현재,"847,287,442,026"
2018,Q1,IS,매출액,2018.01.01 ~ 2018.03.31,130262201545
2018,Q1,IS,영업이익,2018.01.01 ~ 2018.03.31,5718183369
2018,Q1,IS,법인세차감전 순이익,2018.01.01 ~ 2018.03.31,9932854389
2018,Q1,IS,당기순이익,2018.01.01 ~ 2018.03.31,7667905102
2018,Q1,IS,당기순이익(손실),2018.01.01 ~ 2018.03.31,7667905102
2018,Q2,BS,유동자산,2018.06.30 현재,"666,230,489,492"
2018,Q2,BS,비유동자산,2018.06.30 현재,"251,391,567,083"
2018,Q2,BS,자산총계,2018.06.30 현재,"917,622,056,575"
2018,Q2,BS,유동부채,2018.06.30 현재,"48,483,110,902"
2018,Q2,BS,비유동부채,2018.06.30 현재,"12,795,021,412"
2018,Q2,BS,부채총계,2018.06.30 현재,"61,278,132,314"
2018,Q2,BS,자본금,2018.06.30 현재,"50,400,145,000"
2018,Q2,BS,이익잉여금,2018.06.30 현재,"697,862,811,897"
2018,Q2,BS,자본총계,2018.06.30 현재,"856,343,924,261"
2018,Q2,IS,매출액,2018.01.01 ~ 2018.06.30,122881274113
2018,Q2,IS,영업이익,2018.01.01 ~ 2018.06.30,4335267956
2018,Q2,IS,법인세차감전 순이익,2018.01.01 ~ 2018.06.30,11191992825
2018,Q2,IS,당기순이익,2018.01.01 ~ 2018.06.30,9337225542
2018,Q2,IS,당기순이익(손실),2018.01.01 ~ 2018.06.30,9337225542
2018,Q3,BS,유동자산,2018.09.30 현재,"689,858,741,772"
2018,Q3,BS,비유동자산,2018.09.30 현재,"243,253,690,074"
2018,Q3,BS,자산총계,2018.09.30 현재,"933,112,431,846"
2018,Q3,BS,유동부채,2018.09.30 현재,"55,495,767,880"
2018,Q3,BS,비유동부채,2018.09.30 현재,"13,823,989,358"
2018,Q3,BS,부채총계,2018.09.30 현재,"69,319,757,238"
2018,Q3,BS,자본금,2018.09.30 현재,"50,400,145,000"
2018,Q3,BS,이익잉여금,2018.09.30 현재,"705,027,511,255"
2018,Q3,BS,자본총계,2018.09.30 현재,"863,792,674,608"
2018,Q3,IS,매출액,2018.01.01 ~ 2018.09.30,138649663059
2018,Q3,IS,영업이익,2018.01.01 ~ 2018.09.30,6410298960
2018,Q3,IS,법인세차감전 순이익,2018.01.01 ~ 2018.09.30,9351294705
2018,Q3,IS,당기순이익,2018.01.01 ~ 2018.09.30,7164699358
2018,Q3,IS,당기순이익(손실),2018.01.01 ~ 2018.09.30,7164699358
2018,Q4,BS,유동자산,2018.12.31 현재,"692,101,045,144"
2018,Q4,BS,비유동자산,2018.12.31 현재,"239,910,588,639"
2018,Q4,BS,자산총계,2018.12.31 현재,"932,011,633,783"
2018,Q4,BS,유동부채,2018.12.31 현재,"49,019,703,419"
2018,Q4,BS,비유동부채,2018.12.31 현재,"14,746,841,273"
2018,Q4,BS,부채총계,2018.12.31 현재,"63,766,544,692"
2018,Q4,BS,자본금,2018.12.31 현재,"50,400,145,000"
2018,Q4,BS,이익잉여금,2018.12.31 현재,"712,492,769,803"
2018,Q4,BS,자본총계,2018.12.31 현재,"868,245,089,091"
2018,Q4,IS,매출액,2018.01.01 ~ 2018.12.31,132275810679
2018,Q4,IS,영업이익,2018.01.01 ~ 2018.12.31,1568785054
2018,Q4,IS,법인세차감전 순이익,2018.01.01 ~ 2018.12.31,5997741465
2018,Q4,IS,당기순이익,2018.01.01 ~ 2018.12.31,7465258548
2018,Q4,IS,당기순이익(손실),2018.01.01 ~ 2018.12.31,7465258548
