,Feature,Importance
0,M_금리 변화율,0.2330342161515855
1,F_자본금 변화율,0.19506535391165727
2,P_1인평균급여 변화율,0.18052236889718404
3,P_보유 주식 수 변화율,0.16240957687650495
4,M_실업률 변화율,0.11826324850399107
5,P_기초 소유주식 지분율 변화율,0.11070523565907722
