,name,sector,year,quarter,자본총계변화율,비유동부채변화율,이익잉여금변화율,Code
7,Orion_Corp,Agriculture_&_Food,2022,Q4,-0.0007205294926670991,-3.2428251193503366,-0.005013610747107045,001800
7,Namyang_Dairy_Products,Agriculture_&_Food,2022,Q4,0.04635208009483405,0.13746055571484883,0.04534736664342465,003920
7,Nongshim,Agriculture_&_Food,2022,Q4,-0.02381670389778434,0.007922505023881699,-0.0237604616585414,004370
7,Binggrae,Agriculture_&_Food,2022,Q4,-0.005851811599331347,0.02217756729297704,-0.07996038940522832,005180
7,Hyundai_Green_Food,Agriculture_&_Food,2022,Q4,-0.025635566859351755,0.1492388980962881,-0.04003523810020959,005440
7,SPC_Samlip,Agriculture_&_Food,2022,Q4,-0.04289583690625598,0.09392542037997931,-0.045342747673101425,005610
7,Crown_Confectionery,Agriculture_&_Food,2022,Q4,0.06162260713948775,-0.08504671329204072,0.0958933622042133,005740
7,Ottogi,Agriculture_&_Food,2022,Q4,-0.05447044364956577,-0.5927322164075752,-0.05695353699668915,007310
7,Muhak,Agriculture_&_Food,2022,Q4,-0.08740583880277697,0.02960729839632059,-0.08525206690736553,033920
7,Farmsco,Agriculture_&_Food,2022,Q4,-0.26875137093640955,0.14928042584140244,-0.4823365909661792,036580
7,Dongwon_F&B,Agriculture_&_Food,2022,Q4,-0.026772376259442288,0.13734367302289485,-0.2780903092826532,049770
7,Samyang_Foods,Agriculture_&_Food,2022,Q4,-0.04485375504890232,0.00471821525056515,-0.06920561946952031,145990
