,name,sector,year,quarter,자본총계변화율,비유동부채변화율,이익잉여금변화율,Code
23,Orion_Corp,Agriculture_&_Food,2018,Q4,-0.0026072594948924888,0.03550112612611245,-0.2031017832477573,001800
23,Namyang_Dairy_Products,Agriculture_&_Food,2018,Q4,0.0012652723749220218,0.26796436794811385,0.001241452476746674,003920
23,Nongshim,Agriculture_&_Food,2018,Q4,-0.00883411632898956,0.02385355285456281,-0.008735818530305695,004370
23,Binggrae,Agriculture_&_Food,2018,Q4,0.02299855405755591,0.2344988731832388,0.2424951035717664,005180
23,Hyundai_Green_Food,Agriculture_&_Food,2018,Q4,-0.006960771707087199,0.140514495874147,-0.030470070683007888,005440
23,SPC_Samlip,Agriculture_&_Food,2018,Q4,-0.04649843950202004,0.33610869506132357,-0.04977029255339893,005610
23,Crown_Confectionery,Agriculture_&_Food,2018,Q4,0.0012818625522539318,0.06666942352945127,0.0005680895008302045,005740
23,Ottogi,Agriculture_&_Food,2018,Q4,-0.0177707915394707,-1.1372115656101482,-0.018516736766470254,007310
23,Muhak,Agriculture_&_Food,2018,Q4,0.04874086257840682,-1.5774950648879194,0.04985247149136007,033920
23,Farmsco,Agriculture_&_Food,2018,Q4,0.03993454372893568,0.05000518467728299,0.026247693554334428,036580
23,Dongwon_F&B,Agriculture_&_Food,2018,Q4,0.003142581086250207,0.01676478404142745,-0.09289233826382426,049770
23,Samyang_Foods,Agriculture_&_Food,2018,Q4,0.03278637567105014,0.2989773633306756,0.10221371696734238,145990
