,name,sector,year,quarter,자본총계변화율,비유동부채변화율,이익잉여금변화율,Code
18,Orion_Corp,Agriculture_&_Food,2020,Q1,0.006218952959116009,0.0033552706477012473,-0.43009542142673385,001800
18,Namyang_Dairy_Products,Agriculture_&_Food,2020,Q1,0.016817128036192286,-0.004452630935712687,0.016504462165055744,003920
18,Nongshim,Agriculture_&_Food,2020,Q1,-0.008396744858928162,-0.0007254885026197755,-0.008717470297038732,004370
18,Binggrae,Agriculture_&_Food,2020,Q1,0.019394360713471892,-0.19414717638698686,0.8119134429516685,005180
18,Hyundai_Green_Food,Agriculture_&_Food,2020,Q1,0.05071053675799542,0.06636078004512147,-0.005001411243322984,005440
18,SPC_Samlip,Agriculture_&_Food,2020,Q1,0.015254518747779389,0.1523276444483671,0.016222850590304372,005610
18,Crown_Confectionery,Agriculture_&_Food,2020,Q1,-0.008247784683496073,-0.052121736831235,-0.013600768601023105,005740
18,Ottogi,Agriculture_&_Food,2020,Q1,-0.01556134169287926,-0.2741926093027165,-0.01609088997333541,007310
18,Muhak,Agriculture_&_Food,2020,Q1,0.10291978174980154,0.13061401369441517,0.1055885816358263,033920
18,Farmsco,Agriculture_&_Food,2020,Q1,0.027086748975308605,-0.1311936080183731,0.03952847565664985,036580
18,Dongwon_F&B,Agriculture_&_Food,2020,Q1,-0.014428732246130949,-0.012439745756446685,0.5399461790622588,049770
18,Samyang_Foods,Agriculture_&_Food,2020,Q1,0.005300304784115251,-0.28523089552968894,-0.0846173825008878,145990
