,name,sector,year,quarter,자본총계변화율,비유동부채변화율,이익잉여금변화율,Code
11,Orion_Corp,Agriculture_&_Food,2021,Q4,-0.0014506661039928037,0.06980858259304012,-0.10134816901972954,001800
11,Namyang_Dairy_Products,Agriculture_&_Food,2021,Q4,0.010804385777449577,0.10985991829670982,0.010582437376386533,003920
11,Nongshim,Agriculture_&_Food,2021,Q4,-0.013038746076905028,-0.01669080952966917,-0.01368804531618606,004370
11,Binggrae,Agriculture_&_Food,2021,Q4,0.07321151795376668,0.3760392492570819,1.2482416508711893,005180
11,Hyundai_Green_Food,Agriculture_&_Food,2021,Q4,0.019603113966319974,0.12170280429379987,0.027664523498862947,005440
11,SPC_Samlip,Agriculture_&_Food,2021,Q4,-0.057111290562657846,0.013294156491499565,-0.06060129422220317,005610
11,Crown_Confectionery,Agriculture_&_Food,2021,Q4,0.0008439254217963432,0.03927710740859214,0.002066922410844496,005740
11,Ottogi,Agriculture_&_Food,2021,Q4,-0.016333604157027226,0.025184436243192998,-0.017046349537256145,007310
11,Muhak,Agriculture_&_Food,2021,Q4,0.008249421438959237,0.37901553633428753,-0.005164414900025838,033920
11,Farmsco,Agriculture_&_Food,2021,Q4,0.087795866152382,-0.0004477458358578268,0.1194695274933596,036580
11,Dongwon_F&B,Agriculture_&_Food,2021,Q4,-0.00555891526061747,0.26288306870965505,-0.08244059918061941,049770
11,Samyang_Foods,Agriculture_&_Food,2021,Q4,0.025041536035250056,0.024292290913738968,0.06766135738501888,145990
