,name,sector,year,quarter,자본총계변화율,비유동부채변화율,이익잉여금변화율,Code
24,Orion_Corp,Agriculture_&_Food,2018,Q3,-0.0007542653833323421,0.0771484492285407,-0.060717868070167214,001800
24,Namyang_Dairy_Products,Agriculture_&_Food,2018,Q3,-0.0013222453237020648,-0.17563187554441684,-0.0012973205646689134,003920
24,Nongshim,Agriculture_&_Food,2018,Q3,-0.009146195142888613,0.020777385452274477,-0.009342474689993496,004370
24,Binggrae,Agriculture_&_Food,2018,Q3,-0.032759804127134196,-0.0645381100817839,-0.8675365606944703,005180
24,Hyundai_Green_Food,Agriculture_&_Food,2018,Q3,0.013049940839894858,0.05953478958504843,-0.018807353357264134,005440
24,SPC_Samlip,Agriculture_&_Food,2018,Q3,-0.43226971121375524,-0.22524684742063483,-0.37497690821625085,005610
24,Crown_Confectionery,Agriculture_&_Food,2018,Q3,-0.009443333802097387,0.0625744846102062,-0.01490687311293959,005740
24,Ottogi,Agriculture_&_Food,2018,Q3,-0.0793451480541496,-0.7211505811004173,-0.06158327448729217,007310
24,Muhak,Agriculture_&_Food,2018,Q3,-0.003886652701204474,-0.16898502298367468,-0.0041098424084971,033920
24,Farmsco,Agriculture_&_Food,2018,Q3,-0.016535404426724964,0.07590590625037319,-0.023935956747951792,036580
24,Dongwon_F&B,Agriculture_&_Food,2018,Q3,-0.04383498526357732,-0.009767858164941856,-1.5847974430534815,049770
24,Samyang_Foods,Agriculture_&_Food,2018,Q3,-0.010211950854813301,-0.007523156232973394,-0.032554029163087916,145990
