,name,sector,year,quarter,자본총계변화율,비유동부채변화율,이익잉여금변화율,Code
10,Orion_Corp,Agriculture_&_Food,2022,Q1,0.010396642162661673,0.00843714842080312,-9.468226499093175,001800
10,Namyang_Dairy_Products,Agriculture_&_Food,2022,Q1,0.018703824223903376,0.000837674356544249,0.018315492620922247,003920
10,Nongshim,Agriculture_&_Food,2022,Q1,-0.0014376240851139421,-0.010847900384512998,-0.0021580799081273305,004370
10,Binggrae,Agriculture_&_Food,2022,Q1,0.013289815055639753,-0.4341467584721297,1.5217122344957457,005180
10,Hyundai_Green_Food,Agriculture_&_Food,2022,Q1,0.007967198551997234,-0.03614376057843227,-0.007072443339017465,005440
10,SPC_Samlip,Agriculture_&_Food,2022,Q1,0.0038868813090860987,0.03457552883705506,0.004195764014453318,005610
10,Crown_Confectionery,Agriculture_&_Food,2022,Q1,-0.011625462357482297,-0.017745546043181903,-0.01811135880878112,005740
10,Ottogi,Agriculture_&_Food,2022,Q1,-0.023814744612902672,0.25570471642697723,-0.02490331468085283,007310
10,Muhak,Agriculture_&_Food,2022,Q1,0.020881897718386666,0.037802084746907605,0.02112424653291134,033920
10,Farmsco,Agriculture_&_Food,2022,Q1,0.028272617124779353,-4.4628079068465e-05,0.0408486901242856,036580
10,Dongwon_F&B,Agriculture_&_Food,2022,Q1,-0.021969478320756686,0.0026791723117685073,0.5480771611408076,049770
10,Samyang_Foods,Agriculture_&_Food,2022,Q1,-0.021214493714962313,-0.45002408783184156,-0.09895199053189474,145990
