주식 코드,주식 종목,날짜,종가,시가,주가 변화율,KOSPI 50 종가,KOSPI 50 시가,KOSPI 50 주가 변화율,시장초과수익률
086280,Hyundai_Glovis,2015-01-02,109543,87984,0.2450331878523368,2666.2,2628.3,0.01441996727922978,0.23061322057310701
086280,Hyundai_Glovis,2015-01-05,87084,94587,-0.07932379713914174,2607.13,2471.52,0.05486906842752643,-0.13419286556666818
086280,Hyundai_Glovis,2015-01-06,95787,90935,0.05335679331390554,2483.32,2218.53,0.11935380634924925,-0.06599701303534371
086280,Hyundai_Glovis,2015-01-07,92236,98588,-0.0644297480423581,2249.01,2354.61,-0.044848191420235155,-0.019581556622122943
086280,Hyundai_Glovis,2015-01-08,98889,79881,0.2379539565103091,2337.45,2231.23,0.04760602896160405,0.19034792754870505
086280,Hyundai_Glovis,2015-01-09,79281,82532,-0.03939078175737896,2220.92,1996.43,0.1124457156023502,-0.15183649735972915
086280,Hyundai_Glovis,2015-01-12,81782,82782,-0.012079920755719842,1983.7,1960.37,0.011900814642133963,-0.023980735397853805
086280,Hyundai_Glovis,2015-01-13,81282,89534,-0.09216610449661582,1926.97,2096.77,-0.0809817004249393,-0.01118440407167652
086280,Hyundai_Glovis,2015-01-14,89785,95287,-0.057741349816869035,2088.88,2503.29,-0.16554614127807799,0.10780479146120894
086280,Hyundai_Glovis,2015-01-15,96288,84283,0.14243679033731596,2515.99,2777.21,-0.09405842554218091,0.23649521587949687
086280,Hyundai_Glovis,2015-01-16,84033,83031,0.012067781912779565,2755.64,2762.01,-0.002306291432688638,0.014374073345468204
086280,Hyundai_Glovis,2015-01-19,83282,104040,-0.199519415609381,2771.92,3057.05,-0.09326965538672907,-0.10624976022265192
086280,Hyundai_Glovis,2015-01-20,104541,94037,0.11170071354892223,3056.06,2916.4,0.04788780688520088,0.06381290666372136
086280,Hyundai_Glovis,2015-01-21,93787,92035,0.01903623621448362,2902.81,2725.68,0.06498561826773507,-0.04594938205325144
086280,Hyundai_Glovis,2015-01-22,92036,72028,0.2777808629977231,2725.2,2159.46,0.26198216220721837,0.015798700790504716
086280,Hyundai_Glovis,2015-01-23,72028,51019,0.4117877653423235,2158.75,1981.53,0.08943594091434398,0.3223518244279795
086280,Hyundai_Glovis,2015-01-26,50770,44417,0.14303082153229618,1959.45,1629.72,0.2023230984463589,-0.05929227691406272
086280,Hyundai_Glovis,2015-01-27,45317,71277,-0.3642128596882585,1648.2,2014.65,-0.181892636438091,-0.1823202232501675
086280,Hyundai_Glovis,2015-01-28,71528,77529,-0.07740329425118343,2010.91,1853.41,0.08497849909086494,-0.16238179334204839
086280,Hyundai_Glovis,2015-01-29,78030,81031,-0.037035208747269566,1853.6,1867.73,-0.007565333319055811,-0.029469875428213756
086280,Hyundai_Glovis,2015-01-30,80531,64524,0.24807823445539645,1856.21,1851.95,0.002300278085261476,0.24577795637013497
086280,Hyundai_Glovis,2015-02-02,64275,64274,1.5558390640072193e-05,1837.13,1732.45,0.060423100233773015,-0.06040754184313294
086280,Hyundai_Glovis,2015-02-03,64525,64775,-0.0038595137012736396,1723.22,2000.17,-0.13846323062539687,0.13460371692412323
086280,Hyundai_Glovis,2015-02-04,65025,58022,0.12069559822136432,1992.62,1987.8,0.0024247912264815054,0.11827080699488281
086280,Hyundai_Glovis,2015-02-05,57772,85783,-0.32653322919459565,1990.06,2120.68,-0.06159345115717595,-0.2649397780374197
086280,Hyundai_Glovis,2015-02-06,84533,68526,0.23359017015439396,2114.3,2196.95,-0.0376203372857824,0.2712105074401764
086280,Hyundai_Glovis,2015-02-09,68026,73278,-0.07167226179753815,2191.53,2184.25,0.0033329518141239326,-0.07500521361166208
086280,Hyundai_Glovis,2015-02-10,74029,78030,-0.05127515058310906,2143.75,2077.18,0.03204825773404335,-0.0833234083171524
086280,Hyundai_Glovis,2015-02-11,78531,73528,0.06804210640844305,2072.82,1862.26,0.11306691869019372,-0.045024812281750676
086280,Hyundai_Glovis,2015-02-12,73529,77279,-0.048525472638103494,1856.45,1706.07,0.08814409725275055,-0.13666956989085405
086280,Hyundai_Glovis,2015-02-13,77280,90284,-0.14403438039962785,1710.64,1676.87,0.020138710812406573,-0.1641730912120344
086280,Hyundai_Glovis,2015-02-16,90535,86033,0.05232875756976974,1661.76,1560.02,0.06521711260112051,-0.012888355031350766
086280,Hyundai_Glovis,2015-02-17,85783,93536,-0.08288787204926445,1555.47,1554.44,0.0006626180489436535,-0.08355049009820811
086280,Hyundai_Glovis,2015-02-23,94287,95537,-0.013083936066654804,1557.22,1504.23,0.03522732560845084,-0.048311261675105646
