주식 코드,주식 종목,날짜,종가,시가,주가 변화율,KOSPI 50 종가,KOSPI 50 시가,KOSPI 50 주가 변화율,시장초과수익률
012330,Hyundai_Mobis,2015-01-02,251500,257500,-0.02330097087378641,2666.2,2628.3,0.01441996727922978,-0.03772093815301619
012330,Hyundai_Mobis,2015-01-05,255000,235000,0.0851063829787234,2607.13,2471.52,0.05486906842752643,0.03023731455119697
012330,Hyundai_Mobis,2015-01-06,237000,232000,0.021551724137931036,2483.32,2218.53,0.11935380634924925,-0.09780208221131821
012330,Hyundai_Mobis,2015-01-07,240500,233500,0.029978586723768737,2249.01,2354.61,-0.044848191420235155,0.07482677814400389
012330,Hyundai_Mobis,2015-01-08,232500,216500,0.07390300230946882,2337.45,2231.23,0.04760602896160405,0.026296973347864773
012330,Hyundai_Mobis,2015-01-09,216000,201000,0.07462686567164178,2220.92,1996.43,0.1124457156023502,-0.037818849930708415
012330,Hyundai_Mobis,2015-01-12,200500,193500,0.03617571059431524,1983.7,1960.37,0.011900814642133963,0.02427489595218128
012330,Hyundai_Mobis,2015-01-13,191000,202000,-0.054455445544554455,1926.97,2096.77,-0.0809817004249393,0.02652625488038484
012330,Hyundai_Mobis,2015-01-14,199000,211500,-0.0591016548463357,2088.88,2503.29,-0.16554614127807799,0.10644448643174229
012330,Hyundai_Mobis,2015-01-15,215000,255500,-0.15851272015655576,2515.99,2777.21,-0.09405842554218091,-0.06445429461437485
012330,Hyundai_Mobis,2015-01-16,254500,253000,0.005928853754940711,2755.64,2762.01,-0.002306291432688638,0.008235145187629349
012330,Hyundai_Mobis,2015-01-19,253000,290500,-0.12908777969018934,2771.92,3057.05,-0.09326965538672907,-0.035818124303460264
012330,Hyundai_Mobis,2015-01-20,292000,295000,-0.010169491525423728,3056.06,2916.4,0.04788780688520088,-0.05805729841062461
012330,Hyundai_Mobis,2015-01-21,292000,260500,0.12092130518234165,2902.81,2725.68,0.06498561826773507,0.05593568691460658
012330,Hyundai_Mobis,2015-01-22,255500,229500,0.11328976034858387,2725.2,2159.46,0.26198216220721837,-0.1486924018586345
012330,Hyundai_Mobis,2015-01-23,230000,194500,0.18251928020565553,2158.75,1981.53,0.08943594091434398,0.09308333929131155
012330,Hyundai_Mobis,2015-01-26,192000,166500,0.15315315315315314,1959.45,1629.72,0.2023230984463589,-0.04916994529320576
012330,Hyundai_Mobis,2015-01-27,169500,254500,-0.33398821218074654,1648.2,2014.65,-0.181892636438091,-0.15209557574265553
012330,Hyundai_Mobis,2015-01-28,256000,251500,0.017892644135188866,2010.91,1853.41,0.08497849909086494,-0.06708585495567607
012330,Hyundai_Mobis,2015-01-29,252000,239000,0.05439330543933055,1853.6,1867.73,-0.007565333319055811,0.06195863875838636
012330,Hyundai_Mobis,2015-01-30,235500,210000,0.12142857142857143,1856.21,1851.95,0.002300278085261476,0.11912829334330995
012330,Hyundai_Mobis,2015-02-02,208500,190500,0.09448818897637795,1837.13,1732.45,0.060423100233773015,0.034065088742604936
012330,Hyundai_Mobis,2015-02-03,190000,225000,-0.15555555555555556,1723.22,2000.17,-0.13846323062539687,-0.017092324930158692
012330,Hyundai_Mobis,2015-02-04,228000,210500,0.0831353919239905,1992.62,1987.8,0.0024247912264815054,0.08071060069750899
012330,Hyundai_Mobis,2015-02-05,212000,239500,-0.11482254697286012,1990.06,2120.68,-0.06159345115717595,-0.05322909581568417
012330,Hyundai_Mobis,2015-02-06,239500,262500,-0.08761904761904762,2114.3,2196.95,-0.0376203372857824,-0.04999871033326522
012330,Hyundai_Mobis,2015-02-09,263000,235000,0.11914893617021277,2191.53,2184.25,0.0033329518141239326,0.11581598435608884
012330,Hyundai_Mobis,2015-02-10,240000,251000,-0.043824701195219126,2143.75,2077.18,0.03204825773404335,-0.07587295892926248
012330,Hyundai_Mobis,2015-02-11,250000,242000,0.03305785123966942,2072.82,1862.26,0.11306691869019372,-0.0800090674505243
012330,Hyundai_Mobis,2015-02-12,240500,264000,-0.08901515151515152,1856.45,1706.07,0.08814409725275055,-0.17715924876790207
012330,Hyundai_Mobis,2015-02-13,264000,280500,-0.058823529411764705,1710.64,1676.87,0.020138710812406573,-0.07896224022417128
012330,Hyundai_Mobis,2015-02-16,275000,253000,0.08695652173913043,1661.76,1560.02,0.06521711260112051,0.021739409138009924
012330,Hyundai_Mobis,2015-02-17,252000,252000,0.0,1555.47,1554.44,0.0006626180489436535,-0.0006626180489436535
012330,Hyundai_Mobis,2015-02-23,249000,242000,0.028925619834710745,1557.22,1504.23,0.03522732560845084,-0.0063017057737400975
