주식 코드,주식 종목,날짜,종가,시가,주가 변화율,KOSPI 50 종가,KOSPI 50 시가,KOSPI 50 주가 변화율,시장초과수익률
051910,LG_Chem,2015-01-02,345500,440000,-0.21477272727272728,2666.2,2628.3,0.01441996727922978,-0.22919269455195707
051910,LG_Chem,2015-01-05,439000,494000,-0.11133603238866396,2607.13,2471.52,0.05486906842752643,-0.1662051008161904
051910,LG_Chem,2015-01-06,499000,497000,0.004024144869215292,2483.32,2218.53,0.11935380634924925,-0.11532966148003396
051910,LG_Chem,2015-01-07,496500,678000,-0.2676991150442478,2249.01,2354.61,-0.044848191420235155,-0.22285092362401265
051910,LG_Chem,2015-01-08,667000,728000,-0.08379120879120878,2337.45,2231.23,0.04760602896160405,-0.13139723775281284
051910,LG_Chem,2015-01-09,712000,596000,0.19463087248322147,2220.92,1996.43,0.1124457156023502,0.08218515688087127
051910,LG_Chem,2015-01-12,600000,546000,0.0989010989010989,1983.7,1960.37,0.011900814642133963,0.08700028425896493
051910,LG_Chem,2015-01-13,536000,516000,0.03875968992248062,1926.97,2096.77,-0.0809817004249393,0.11974139034741992
051910,LG_Chem,2015-01-14,516000,538000,-0.040892193308550186,2088.88,2503.29,-0.16554614127807799,0.1246539479695278
051910,LG_Chem,2015-01-15,532000,622000,-0.14469453376205788,2515.99,2777.21,-0.09405842554218091,-0.05063610821987696
051910,LG_Chem,2015-01-16,615000,778000,-0.2095115681233933,2755.64,2762.01,-0.002306291432688638,-0.20720527669070465
051910,LG_Chem,2015-01-19,776000,851000,-0.0881316098707403,2771.92,3057.05,-0.09326965538672907,0.005138045515988773
051910,LG_Chem,2015-01-20,850000,817000,0.04039167686658507,3056.06,2916.4,0.04788780688520088,-0.007496130018615814
051910,LG_Chem,2015-01-21,805000,849000,-0.05182567726737338,2902.81,2725.68,0.06498561826773507,-0.11681129553510844
051910,LG_Chem,2015-01-22,824000,670000,0.2298507462686567,2725.2,2159.46,0.26198216220721837,-0.03213141593856167
051910,LG_Chem,2015-01-23,654000,499000,0.3106212424849699,2158.75,1981.53,0.08943594091434398,0.22118530157062594
051910,LG_Chem,2015-01-26,490500,305000,0.6081967213114754,1959.45,1629.72,0.2023230984463589,0.4058736228651165
051910,LG_Chem,2015-01-27,305000,321000,-0.04984423676012461,1648.2,2014.65,-0.181892636438091,0.1320483996779664
051910,LG_Chem,2015-01-28,317500,299000,0.061872909698996656,2010.91,1853.41,0.08497849909086494,-0.023105589391868284
051910,LG_Chem,2015-01-29,299500,360000,-0.16805555555555557,1853.6,1867.73,-0.007565333319055811,-0.16049022223649975
051910,LG_Chem,2015-01-30,354500,367000,-0.0340599455040872,1856.21,1851.95,0.002300278085261476,-0.03636022358934867
051910,LG_Chem,2015-02-02,366000,351000,0.042735042735042736,1837.13,1732.45,0.060423100233773015,-0.01768805749873028
051910,LG_Chem,2015-02-03,347000,365500,-0.0506155950752394,1723.22,2000.17,-0.13846323062539687,0.08784763555015747
051910,LG_Chem,2015-02-04,365500,332500,0.09924812030075188,1992.62,1987.8,0.0024247912264815054,0.09682332907427037
051910,LG_Chem,2015-02-05,333500,394000,-0.15355329949238578,1990.06,2120.68,-0.06159345115717595,-0.09195984833520982
051910,LG_Chem,2015-02-06,385500,407000,-0.052825552825552825,2114.3,2196.95,-0.0376203372857824,-0.015205215539770424
051910,LG_Chem,2015-02-09,405000,396500,0.021437578814627996,2191.53,2184.25,0.0033329518141239326,0.018104627000504064
051910,LG_Chem,2015-02-10,392000,294000,0.3333333333333333,2143.75,2077.18,0.03204825773404335,0.30128507559928996
051910,LG_Chem,2015-02-11,291000,296000,-0.016891891891891893,2072.82,1862.26,0.11306691869019372,-0.1299588105820856
051910,LG_Chem,2015-02-12,294000,250000,0.176,1856.45,1706.07,0.08814409725275055,0.08785590274724944
051910,LG_Chem,2015-02-13,261000,243000,0.07407407407407407,1710.64,1676.87,0.020138710812406573,0.05393536326166749
051910,LG_Chem,2015-02-16,241500,259000,-0.06756756756756757,1661.76,1560.02,0.06521711260112051,-0.13278468016868808
051910,LG_Chem,2015-02-17,260000,325500,-0.2012288786482335,1555.47,1554.44,0.0006626180489436535,-0.20189149669717715
051910,LG_Chem,2015-02-23,327500,332500,-0.015037593984962405,1557.22,1504.23,0.03522732560845084,-0.05026491959341325
