주식 코드,주식 종목,날짜,종가,시가,주가 변화율,KOSPI 50 종가,KOSPI 50 시가,KOSPI 50 주가 변화율,시장초과수익률
010130,Korea_Zinc,2015-01-02,515000,458000,0.12445414847161572,2666.2,2628.3,0.01441996727922978,0.11003418119238594
010130,Korea_Zinc,2015-01-05,452000,495500,-0.08779011099899092,2607.13,2471.52,0.05486906842752643,-0.14265917942651735
010130,Korea_Zinc,2015-01-06,498000,502000,-0.00796812749003984,2483.32,2218.53,0.11935380634924925,-0.12732193383928908
010130,Korea_Zinc,2015-01-07,506000,487000,0.039014373716632446,2249.01,2354.61,-0.044848191420235155,0.0838625651368676
010130,Korea_Zinc,2015-01-08,487500,553000,-0.11844484629294756,2337.45,2231.23,0.04760602896160405,-0.16605087525455162
010130,Korea_Zinc,2015-01-09,553000,563000,-0.017761989342806393,2220.92,1996.43,0.1124457156023502,-0.1302077049451566
010130,Korea_Zinc,2015-01-12,564000,591000,-0.04568527918781726,1983.7,1960.37,0.011900814642133963,-0.057586093829951224
010130,Korea_Zinc,2015-01-13,595000,488000,0.2192622950819672,1926.97,2096.77,-0.0809817004249393,0.3002439955069065
010130,Korea_Zinc,2015-01-14,487500,584000,-0.16523972602739725,2088.88,2503.29,-0.16554614127807799,0.0003064152506807305
010130,Korea_Zinc,2015-01-15,585000,512000,0.142578125,2515.99,2777.21,-0.09405842554218091,0.2366365505421809
010130,Korea_Zinc,2015-01-16,511000,499000,0.02404809619238477,2755.64,2762.01,-0.002306291432688638,0.026354387625073406
010130,Korea_Zinc,2015-01-19,503000,433000,0.16166281755196305,2771.92,3057.05,-0.09326965538672907,0.25493247293869215
010130,Korea_Zinc,2015-01-20,431500,406500,0.06150061500615006,3056.06,2916.4,0.04788780688520088,0.013612808120949178
010130,Korea_Zinc,2015-01-21,408500,404000,0.011138613861386138,2902.81,2725.68,0.06498561826773507,-0.05384700440634893
010130,Korea_Zinc,2015-01-22,401500,378000,0.062169312169312166,2725.2,2159.46,0.26198216220721837,-0.19981285003790622
010130,Korea_Zinc,2015-01-23,376500,338500,0.11225997045790251,2158.75,1981.53,0.08943594091434398,0.022824029543558527
010130,Korea_Zinc,2015-01-26,335000,352000,-0.048295454545454544,1959.45,1629.72,0.2023230984463589,-0.25061855299181346
010130,Korea_Zinc,2015-01-27,356000,428000,-0.16822429906542055,1648.2,2014.65,-0.181892636438091,0.013668337372670453
010130,Korea_Zinc,2015-01-28,425000,445000,-0.0449438202247191,2010.91,1853.41,0.08497849909086494,-0.12992231931558404
010130,Korea_Zinc,2015-01-29,448000,479000,-0.06471816283924843,1853.6,1867.73,-0.007565333319055811,-0.05715282952019262
010130,Korea_Zinc,2015-01-30,476000,464000,0.02586206896551724,1856.21,1851.95,0.002300278085261476,0.023561790880255763
010130,Korea_Zinc,2015-02-02,465000,427500,0.08771929824561403,1837.13,1732.45,0.060423100233773015,0.027296198011841015
010130,Korea_Zinc,2015-02-03,432500,436000,-0.008027522935779817,1723.22,2000.17,-0.13846323062539687,0.13043570768961704
010130,Korea_Zinc,2015-02-04,436000,386000,0.12953367875647667,1992.62,1987.8,0.0024247912264815054,0.12710888752999516
010130,Korea_Zinc,2015-02-05,386000,476500,-0.18992654774396642,1990.06,2120.68,-0.06159345115717595,-0.12833309658679046
010130,Korea_Zinc,2015-02-06,479000,495500,-0.033299697275479316,2114.3,2196.95,-0.0376203372857824,0.004320640010303085
010130,Korea_Zinc,2015-02-09,493000,506000,-0.025691699604743084,2191.53,2184.25,0.0033329518141239326,-0.029024651418867016
010130,Korea_Zinc,2015-02-10,495500,456000,0.08662280701754387,2143.75,2077.18,0.03204825773404335,0.054574549283500515
010130,Korea_Zinc,2015-02-11,456000,425000,0.07294117647058823,2072.82,1862.26,0.11306691869019372,-0.04012574221960549
010130,Korea_Zinc,2015-02-12,432000,468000,-0.07692307692307693,1856.45,1706.07,0.08814409725275055,-0.16506717417582747
010130,Korea_Zinc,2015-02-13,475000,487500,-0.02564102564102564,1710.64,1676.87,0.020138710812406573,-0.04577973645343221
010130,Korea_Zinc,2015-02-16,481000,512000,-0.060546875,1661.76,1560.02,0.06521711260112051,-0.1257639876011205
010130,Korea_Zinc,2015-02-17,508000,477000,0.0649895178197065,1555.47,1554.44,0.0006626180489436535,0.06432689977076284
010130,Korea_Zinc,2015-02-23,481500,463000,0.03995680345572354,1557.22,1504.23,0.03522732560845084,0.004729477847272699
