주식 코드,주식 종목,날짜,종가,시가,주가 변화율,KOSPI 50 종가,KOSPI 50 시가,KOSPI 50 주가 변화율,시장초과수익률
005490,POSCO_Holdings,2015-01-02,363000,422000,-0.13981042654028436,2666.2,2628.3,0.01441996727922978,-0.15423039381951414
005490,POSCO_Holdings,2015-01-05,422000,495000,-0.14747474747474748,2607.13,2471.52,0.05486906842752643,-0.2023438159022739
005490,POSCO_Holdings,2015-01-06,499500,529000,-0.055765595463137994,2483.32,2218.53,0.11935380634924925,-0.17511940181238725
005490,POSCO_Holdings,2015-01-07,535000,391500,0.3665389527458493,2249.01,2354.61,-0.044848191420235155,0.41138714416608446
005490,POSCO_Holdings,2015-01-08,388000,385000,0.007792207792207792,2337.45,2231.23,0.04760602896160405,-0.03981382116939625
005490,POSCO_Holdings,2015-01-09,368000,277000,0.3285198555956679,2220.92,1996.43,0.1124457156023502,0.21607413999331768
005490,POSCO_Holdings,2015-01-12,276500,215500,0.28306264501160094,1983.7,1960.37,0.011900814642133963,0.271161830369467
005490,POSCO_Holdings,2015-01-13,211000,234500,-0.10021321961620469,1926.97,2096.77,-0.0809817004249393,-0.019231519191265395
005490,POSCO_Holdings,2015-01-14,230500,289500,-0.20379965457685664,2088.88,2503.29,-0.16554614127807799,-0.03825351329877866
005490,POSCO_Holdings,2015-01-15,293000,277000,0.05776173285198556,2515.99,2777.21,-0.09405842554218091,0.15182015839416646
005490,POSCO_Holdings,2015-01-16,274500,329000,-0.1656534954407295,2755.64,2762.01,-0.002306291432688638,-0.16334720400804084
005490,POSCO_Holdings,2015-01-19,330000,346500,-0.047619047619047616,2771.92,3057.05,-0.09326965538672907,0.045650607767681456
005490,POSCO_Holdings,2015-01-20,348000,320500,0.08580343213728549,3056.06,2916.4,0.04788780688520088,0.037915625252084605
005490,POSCO_Holdings,2015-01-21,320000,272500,0.1743119266055046,2902.81,2725.68,0.06498561826773507,0.10932630833776953
005490,POSCO_Holdings,2015-01-22,272000,196500,0.3842239185750636,2725.2,2159.46,0.26198216220721837,0.12224175636784523
005490,POSCO_Holdings,2015-01-23,196000,176500,0.11048158640226628,2158.75,1981.53,0.08943594091434398,0.0210456454879223
005490,POSCO_Holdings,2015-01-26,174000,159000,0.09433962264150944,1959.45,1629.72,0.2023230984463589,-0.10798347580484946
005490,POSCO_Holdings,2015-01-27,161000,236000,-0.3177966101694915,1648.2,2014.65,-0.181892636438091,-0.1359039737314005
005490,POSCO_Holdings,2015-01-28,236500,226500,0.04415011037527594,2010.91,1853.41,0.08497849909086494,-0.040828388715589
005490,POSCO_Holdings,2015-01-29,227000,247000,-0.08097165991902834,1853.6,1867.73,-0.007565333319055811,-0.07340632659997252
005490,POSCO_Holdings,2015-01-30,244500,254500,-0.03929273084479371,1856.21,1851.95,0.002300278085261476,-0.041593008930055186
005490,POSCO_Holdings,2015-02-02,253000,244500,0.034764826175869123,1837.13,1732.45,0.060423100233773015,-0.025658274057903892
005490,POSCO_Holdings,2015-02-03,243000,296500,-0.18043844856661045,1723.22,2000.17,-0.13846323062539687,-0.04197521794121359
005490,POSCO_Holdings,2015-02-04,294500,326500,-0.09800918836140889,1992.62,1987.8,0.0024247912264815054,-0.1004339795878904
005490,POSCO_Holdings,2015-02-05,329000,324500,0.01386748844375963,1990.06,2120.68,-0.06159345115717595,0.07546093960093558
005490,POSCO_Holdings,2015-02-06,325500,335000,-0.028358208955223882,2114.3,2196.95,-0.0376203372857824,0.00926212833055852
005490,POSCO_Holdings,2015-02-09,332500,320000,0.0390625,2191.53,2184.25,0.0033329518141239326,0.035729548185876064
005490,POSCO_Holdings,2015-02-10,317000,287000,0.10452961672473868,2143.75,2077.18,0.03204825773404335,0.07248135899069533
005490,POSCO_Holdings,2015-02-11,287000,291000,-0.013745704467353952,2072.82,1862.26,0.11306691869019372,-0.12681262315754768
005490,POSCO_Holdings,2015-02-12,291000,256500,0.13450292397660818,1856.45,1706.07,0.08814409725275055,0.04635882672385763
005490,POSCO_Holdings,2015-02-13,257500,227000,0.1343612334801762,1710.64,1676.87,0.020138710812406573,0.11422252266776962
005490,POSCO_Holdings,2015-02-16,227000,202500,0.12098765432098765,1661.76,1560.02,0.06521711260112051,0.055770541719867145
005490,POSCO_Holdings,2015-02-17,201500,218000,-0.07568807339449542,1555.47,1554.44,0.0006626180489436535,-0.07635069144343908
005490,POSCO_Holdings,2015-02-23,219500,167000,0.3143712574850299,1557.22,1504.23,0.03522732560845084,0.2791439318765791
