,name,sector,year,quarter,매출액변화율,비유동부채변화율,자본총계변화율,비유동자산변화율,자산총계변화율,Relative Return,특정 증권 등 소유 증감 수변화율,주주 수변화율,특정 증권 등 소유 증감 비율변화율,특정 증권 등 소유 수변화율,Label,Code
2,S_hynix,Technology,2024,Q1,-0.06867721615939582,-0.002079855812495701,-0.03609357235903188,-0.016744415765374887,-0.01697321575665689,0.1425443691703701,6.642284569138276,0.10033516057719583,0.0,0.07617813024248898,0.25888797303555333,000660
3,Hansol_Technics,Technology,2024,Q1,0.051226761768065066,0.3591266180224736,0.003795765492005554,0.005265285699899036,0.03517695960131695,0.02246901078494519,0.0,0.08998854356999408,0.0,0.0,-0.144721861954617,004710
3,Samsung_Electronics,Technology,2024,Q1,-0.20252283384744074,-0.001105583359361173,-0.032704977095417975,-0.006506668574258079,-0.05129063548107782,0.05502040708954241,-4.50249685647566,0.18121718428670508,0.0,-10.331464024624857,0.0026465203061935977,005930
3,Samsung_SDI,Technology,2024,Q1,0.079347585827512,-0.07128528312032834,-0.052610363931345105,-0.012498642323440556,-0.04078641264513028,-0.13345292196817532,0.7477477477477477,0.2586498243998392,0.0,0.5885928003740066,-0.04679752726741079,006400
2,Daeduck_Electronics,Technology,2024,Q1,-3.055410869131536,0.4570157931511454,0.010105491480299156,-0.026369983345946757,-0.01624771218884269,-0.08562955867169932,-0.003993934409230349,0.14958856179098956,-0.003993934409230349,-0.003993934409230571,-0.058886645726089905,008060
3,Samsung_Electro-Mechanics,Technology,2024,Q1,-0.045619563169473354,-0.12446649549514466,-0.013669042983432744,-0.025085575440972674,-0.07371899669362736,0.020125490114322922,0.5109427378953075,0.004154514871030135,0.5107252298263534,-0.5157726754917475,-0.08043528773771871,009150
2,IS_Dongseo,Technology,2024,Q1,0.21211305871518848,0.1505167842696753,0.0103214984098845,-0.03763502935073926,0.01347720956899301,-0.0866998223303022,0.9206437248544979,0.2419031063578625,0.9186991869918699,0.9436621280607859,-0.057970382458516705,010780
2,LG_Innotek,Technology,2024,Q1,0.42947969548252374,-0.06967368797480211,0.005818776965208383,0.014007136615492688,0.049084889545149,-0.11794959370912565,4.0539049070376025,0.5249639551603691,4.047575217866351,0.2392265021450528,-0.22285139327571513,011070
3,Samsung_SDS,Technology,2024,Q1,0.03182030644830236,0.014615562718719,0.01288454165374675,-0.0033645974120859456,0.0031151981412576024,0.16374021949021367,0.46747205908664125,0.10194148692065019,0.0,0.46747205908664125,-0.0801593067649013,018260
2,LG_Display,Technology,2024,Q1,0.2501773104770312,0.09894308233308402,-0.0706813539603155,-0.02464558550207041,-0.02751186146620066,-0.1378126223890978,2823.51094117647,0.035640845164991886,0.0,0.0,-0.13811075186326682,034220
2,NAVER_Corp,Technology,2024,Q1,0.019913457271475643,-0.18668827203147464,-0.010463132222046756,0.01932758945027946,-0.03067330785379907,0.033189122646982,0.20887140166801177,0.18067460069573948,-0.25,-0.07688593501476926,-0.20881472858026864,035420
2,NCSOFT,Technology,2024,Q1,0.09476812194486794,0.0034244360785326,-0.006259534694455393,-0.05112897677040662,0.02207974682917535,-0.008981521354325617,-0.5995769345534345,0.41085295317674275,-1.0388180240009177,-0.31805249215904974,-0.21224335419066073,036570
2,Hanmi_Semiconductor,Technology,2024,Q1,-0.48609152065634764,-0.26738004672056137,-0.12238881805097801,-0.17154751444137517,-0.08974464514658731,0.08606841389836627,1.4531110931305122,0.30326566203761374,1.4615384615384615,0.0059644024846318144,1.1158748713323203,042700
2,LG_Electronics,Technology,2024,Q1,-0.14762871307434855,-0.012719326046750856,-0.07103786422142377,-0.02960482935943176,-0.04762401688092299,-0.08034547218184943,-0.16593152444853798,0.332138896545048,0.0,0.5373044405588108,-0.11411610678362283,066570
