,name,sector,year,quarter,매출액변화율,비유동부채변화율,자본총계변화율,비유동자산변화율,자산총계변화율,Relative Return,특정 증권 등 소유 증감 수변화율,주주 수변화율,특정 증권 등 소유 증감 비율변화율,특정 증권 등 소유 수변화율,Label,Code
6,S_hynix,Technology,2023,Q1,0.18484023622613488,-0.32624970959348776,0.024557408560389682,-0.02111640788017044,-0.015295222616700688,-0.13666154130020303,-0.05301336275054269,0.4593261905842658,0.0,-0.1986621560127686,0.08030658109660546,000660
7,Hansol_Technics,Technology,2023,Q1,-0.06578013600895716,0.12972718561165475,-0.025471381415631766,0.007377268671741155,-0.03129638616118102,0.08456864760862791,0.0,0.048423436123641195,0.0,0.0,0.095858761522704,004710
7,Samsung_Electronics,Technology,2023,Q1,0.01454087336708254,-2.736405579642703,-0.007412573939901357,-0.027071124456930162,-0.05508470636862173,-0.016943231441048114,-1.2879835896471734,0.414803626649068,1.0,-2.8565850543739266,0.05369941467585715,005930
7,Samsung_SDI,Technology,2023,Q1,0.1019003001415858,0.05675256169833898,-0.03253772426798052,-0.02016483799240487,-0.05679824569154235,0.05760222310440642,-0.014017266086433722,0.08068644727675411,0.0,-0.03660834276529168,0.13170204041717637,006400
6,Daeduck_Electronics,Technology,2023,Q1,-0.5728016294475622,0.058102536355107204,0.00502244005040231,-0.05124464971143383,-0.02042908665677956,0.044595230097413424,-0.026169226288991654,0.2005110075927441,-0.026169226288991876,-0.026169226288991654,-0.011648860428515512,008060
7,Samsung_Electro-Mechanics,Technology,2023,Q1,-0.03849231054398916,0.23534282867700562,0.02123464802366315,-0.009651510921475204,-0.028584731915548334,0.12279475982532742,-0.012806578578806516,0.2768417012665709,-0.012680463673115261,-0.13383669207717808,0.06619511648453608,009150
6,IS_Dongseo,Technology,2023,Q1,0.011512145004196173,-0.6789472846426965,-0.10314021029465614,-0.15060052775134225,-0.12527611696044527,-0.10135881585663253,-0.24890605857854387,-0.058167403263115425,-0.24722837601446201,-0.24477944448800204,0.3455817225156118,010780
6,LG_Innotek,Technology,2023,Q1,0.3369158028545498,-0.3887315587136222,0.01604391155677265,-0.02017679313790044,0.05261481402833823,-0.11676497832161853,-1.7100023769648227,0.5591072973512908,-1.7114742021571199,0.09472529534634488,-0.028166609764424713,011070
7,Samsung_SDS,Technology,2023,Q1,0.03570285843613463,0.051896177855688674,0.023498395647811088,0.007518134971503998,0.014653301236014049,0.04340159614515879,0.014956829707505004,0.32883019770110355,0.0,0.014956829707505004,-0.16396986750955406,018260
6,LG_Display,Technology,2023,Q1,0.38665683142766505,-0.31776365510778204,0.19132177003305517,-0.014362473849923507,0.006469419586883851,0.012029316175870424,-0.1153815192318488,0.22493800060345104,-0.11536229636903506,-0.11536229636903528,0.21501003716539424,034220
6,NAVER_Corp,Technology,2023,Q1,0.06411961274103295,-0.11209259345710576,-0.02889259581966197,-0.12055648537622798,-0.07919277222433974,-0.09246406477438145,-0.12117650447018113,0.24533891801524743,-0.12382881111990707,-0.08160688281679396,0.025894450937745783,035420
6,NCSOFT,Technology,2023,Q1,0.142590752851804,0.16754523335757943,0.0026499045024726,-0.043079481097554995,-0.0025225270044695325,0.2667243903354562,0.0064751396576541165,0.3694380798481329,0.002482100904869,0.00918961809322938,-0.2711371275519894,036570
6,Hanmi_Semiconductor,Technology,2023,Q1,0.565008006919415,0.08805858486755447,-0.3077827221030509,-0.7634980613626727,-0.32174449342735767,0.01909280459498792,-0.06270108081995707,0.10030902698165323,-0.14352794063490615,-0.5215436722162439,0.6927540537304963,042700
6,LG_Electronics,Technology,2023,Q1,-0.27465567876473274,-0.07221791542508438,-0.04973946380377692,-0.0274635714009015,-0.06333259429047944,0.06701666830832531,-1.3727117615521278,0.45759195041241674,0.0,-1.0606338938848028,0.22279396794472234,066570
