,name,sector,year,quarter,매출액변화율,비유동부채변화율,자본총계변화율,비유동자산변화율,자산총계변화율,Relative Return,특정 증권 등 소유 증감 수변화율,주주 수변화율,특정 증권 등 소유 증감 비율변화율,특정 증권 등 소유 수변화율,Label,Code
19,S_hynix,Technology,2019,Q4,-0.01759797450843692,-0.029805695601139215,0.00681027555144853,0.0015672630805119159,-0.0064018133974956815,0.1793495404991916,-0.006321339823203154,0.40370087812390465,0.0,-0.13979055230769033,0.07597842208645822,000660
20,Hansol_Technics,Technology,2019,Q4,0.2462059900980208,0.1504853670893791,0.07302259708452719,0.034101062316815645,0.15240029688122414,0.08096379221955946,0.0,0.1639778934022037,0.0,0.0,0.2027545310630562,004710
20,Samsung_Electronics,Technology,2019,Q4,0.11432394680325231,0.15418177486851836,-0.0018000441203684936,-0.022245280693010683,0.004908924766689138,0.057505912734716676,-0.004433808146811824,-0.0221329644071262,0.006223590912287635,-0.01274580737780373,0.06671596839872665,005930
20,Samsung_SDI,Technology,2019,Q4,-0.08711553834276686,0.03030170542783972,0.0003542591238347992,-0.008609848036744472,-0.015935068968686128,-0.04729046655776392,-0.00794713960422122,0.43890289553109474,0.0,-0.015650060514050823,-0.006515022912380139,006400
19,Daeduck_Electronics,Technology,2019,Q4,0.08963566571593595,0.1024504717578868,-0.01799220415154501,0.017899688428284377,-0.004736753225047519,-0.058855739082490116,0.030082999032297386,0.042247830192226776,0.03008299903229683,0.030082999032297053,-0.11565555880142972,008060
20,Samsung_Electro-Mechanics,Technology,2019,Q4,0.01096572182089961,0.1790221856014006,0.01766889134435423,-0.08507508518281548,0.017453358621037474,0.06622780807625642,-0.031006646498242807,0.29368993978523794,-0.03107008650625165,0.07619624222741439,0.12753475084327598,009150
19,IS_Dongseo,Technology,2019,Q4,-0.2513291556688031,-0.09121442366191768,-0.011305122036665782,0.10223325142058215,-0.06741155590278125,-0.20391240229157362,-0.10427249705724284,0.2961812484887232,-0.1036813856591956,-0.10338242466423964,0.022117497547486903,010780
19,LG_Innotek,Technology,2019,Q4,-0.2151124494115777,0.0673048168260354,-0.026990624635847338,0.04681539220327324,0.07695580816937408,0.03045261914807605,-0.16181272478323816,0.14555403200195838,-0.16140171983681073,-0.08314052007315698,0.14300297826802513,011070
20,Samsung_SDS,Technology,2019,Q4,-0.05753343300129399,0.21450394979601195,-0.020867639777302882,0.01346139489428444,0.0007541664498353917,-0.0964524939296034,-0.0009228543577151083,0.41017412626351224,0.0,-0.0009228543577151083,-0.05339095075171696,018260
19,LG_Display,Technology,2019,Q4,-0.08718115706866714,0.08525806633502497,0.1189712191238903,0.0602062426635942,0.06970578332925081,-0.18347838743799144,-0.03509133243672036,0.27065643667625516,-0.03510961539102819,-0.03510961539102819,0.07410532738403144,034220
19,NAVER_Corp,Technology,2019,Q4,0.005249405310599364,-0.1561499976763976,-0.04447679816296146,-0.06329678392917781,0.03517989913037989,0.3927821009272622,-0.15049601324569983,0.823166823972437,-0.09944842401267917,-0.00470380925412095,0.10973865804718319,035420
19,NCSOFT,Technology,2019,Q4,-0.43246140455546533,0.06279871330420006,0.007987495433516179,0.012808343253418841,-0.014090400073917042,0.11156122062176806,0.013490667666346101,0.7076936263373041,3.1985220401264947e-05,0.022960384169312897,-0.03600061014889884,036570
19,Hanmi_Semiconductor,Technology,2019,Q4,0.04138947928166725,-0.32277410340866663,-0.016310171956138042,0.009227566001862475,-0.051155487816305634,-0.1177198550407145,0.08202811171651403,0.5991268150230395,0.09371826441625941,-0.007470551950724547,0.15102771022882236,042700
19,LG_Electronics,Technology,2019,Q4,0.023434356935009615,0.052395961837707006,0.041369313185409484,-0.002631524642029648,0.03397669510073931,-0.11870306082302742,0.03300312451466492,0.4598033094838597,0.0,0.031107182131857702,-0.001471659413134277,066570
