,name,sector,year,quarter,매출액변화율,비유동부채변화율,자본총계변화율,비유동자산변화율,자산총계변화율,Relative Return,특정 증권 등 소유 증감 수변화율,주주 수변화율,특정 증권 등 소유 증감 비율변화율,특정 증권 등 소유 수변화율,Label,Code
10,S_hynix,Technology,2022,Q1,0.10588036335767448,0.031622489290295874,-0.01894021435736226,-0.027092634963751472,-0.026044259661097025,0.29767943019322207,-0.005484432481289492,0.4633530620797701,0.0,-0.019562689970698655,-0.026621589039758017,000660
11,Hansol_Technics,Technology,2022,Q1,-0.10802577639375421,-0.4592392410005839,0.028308793855448378,-0.5394882294298202,-0.18497852310337204,0.13872593525057644,0.0,0.19752295926398322,0.0,0.0,-0.04635513799821167,004710
11,Samsung_Electronics,Technology,2022,Q1,-0.031090142014916333,0.1180512080746231,-0.02630539794117137,-0.0018541185192273435,-0.032821294724592054,0.07290562351222762,-0.023017684245958403,0.4396899640798385,-0.012559577597541782,-0.01945217291013157,-0.043986675674366066,005930
11,Samsung_SDI,Technology,2022,Q1,-0.07259043404131438,-0.26384803575108795,-0.01869778762120733,-0.01723471229456952,-0.06153423061109087,-0.062797906016297,-0.029341860443333756,0.35491485564523406,0.0,-0.05135415507997321,-0.021616789917311835,006400
10,Daeduck_Electronics,Technology,2022,Q1,0.10580201430898495,0.39553533750225955,0.0052841999536908935,-1.0534235635129008e-05,-0.01347288795384638,0.1501781165506988,0.029998985187196237,0.32881655765645046,0.029998985187196237,0.029998985187196237,0.04097747855930958,008060
11,Samsung_Electro-Mechanics,Technology,2022,Q1,0.060329342898911786,-0.3498942648379699,-0.016941313171535466,-0.007446569074092357,-0.016136473643544536,0.13234587467469738,-0.03223481155322627,0.2761493281134846,-0.0322200357746425,-0.042525651919809615,-0.08932672605219982,009150
10,IS_Dongseo,Technology,2022,Q1,0.12422921093979444,0.05705394857213031,-0.03700471070570055,-0.10430767203279423,-0.01439881524128328,-0.014106822769501478,0.022138705805281655,0.09987122018302141,0.021515568339182112,0.021128667177403804,0.35034202705429285,010780
10,LG_Innotek,Technology,2022,Q1,0.3150796368112465,-0.38667468140554395,-0.0675330660383473,-0.017704334979506076,-0.037889897371071735,0.7718198109832193,18.797436838610675,0.29980597911146245,18.651234128711604,0.06281021441030421,0.13681606620117592,011070
11,Samsung_SDS,Technology,2022,Q1,0.034635276373950474,0.08718702161959713,0.012198084698512357,4.64228996263083e-05,-0.004339285584294972,-0.002357565737225578,0.002057724437142694,0.3977430322208826,0.0,0.002057724437142694,-0.03274047015863914,018260
10,LG_Display,Technology,2022,Q1,0.207007934465266,0.06486409963535389,0.03765431298364774,-0.0054635098275750416,0.0043861681554883125,0.31500298430000334,-0.11016103703574687,0.3428220668403412,-0.11011858663294172,-0.11011858663294194,-0.08791112694564701,034220
10,NAVER_Corp,Technology,2022,Q1,0.04708048922056163,-0.007191417491552388,-0.05756531888251604,-0.04632575709759279,-0.05341045163553915,-0.012374321036999744,-0.042460466206649894,0.14238433383352167,-0.041865179044789924,-0.05124142080331473,-0.022144096435616337,035420
10,NCSOFT,Technology,2022,Q1,-0.06190229107107181,0.003852468902441286,0.025219219320878117,0.08250869305366859,0.026778292660038838,0.0709314941767102,0.03165709959413887,0.04666286531952912,0.020763772228342026,0.03917402690912952,-0.19575478142876435,036570
10,Hanmi_Semiconductor,Technology,2022,Q1,0.38261775982289914,-0.706070273845838,0.034384740685454496,-0.011795024245350172,0.05271731573021299,0.23040750534611282,0.43842317917497997,0.45670140141012505,0.4469750205734607,-0.05282335352208922,-0.007914307620612182,042700
10,LG_Electronics,Technology,2022,Q1,-0.25332713286275976,0.051088643247862664,-0.0910678040168702,0.02858998463566309,-0.012279105388057099,0.112967298328524,-0.009423325837978558,0.4182771168767875,0.0,-0.009207752221445764,-0.0567616998250301,066570
