,name,sector,year,quarter,매출액변화율,비유동부채변화율,자본총계변화율,비유동자산변화율,자산총계변화율,Relative Return,특정 증권 등 소유 증감 수변화율,주주 수변화율,특정 증권 등 소유 증감 비율변화율,특정 증권 등 소유 수변화율,Label,Code
8,S_hynix,Technology,2022,Q3,0.19942208186377564,-0.10693399417035399,-0.030361960859489834,0.050520866822916344,-0.05017906986049514,-0.06624782872825283,-0.05574196324639935,-0.03355662127751957,0.0,-0.05308773690439539,0.0018108090406613736,000660
9,Hansol_Technics,Technology,2022,Q3,-0.1418617969453535,0.10517776922963296,-0.07948440442278204,0.003402260033873672,-0.060804893407473415,-0.08535508627481675,0.0,-0.06752264673584141,0.0,0.0,-0.05179346145165466,004710
9,Samsung_Electronics,Technology,2022,Q3,0.08407467107475541,-0.08188788469589792,-0.015355748678268055,-0.023518305001695605,-0.007945980978733669,-0.02388172161394428,-0.008248944414442683,-0.030652574056878823,9.221855864494088e-05,-0.01989114943276249,0.02184016457089563,005930
9,Samsung_SDI,Technology,2022,Q3,-0.11490183005847254,0.11807114305533595,-0.0226758466116046,0.01489565018650607,-0.027896107049593555,0.057669308748206666,-0.018980468261276195,-0.05734049885715109,0.0,-0.03319047243568818,0.11493978532753239,006400
8,Daeduck_Electronics,Technology,2022,Q3,-0.1657803128645019,0.032065489151147375,-0.0008273721786962174,-0.07338747226762043,-0.0012525887077710074,-0.033390068244033205,-0.11875199130534342,-0.053027749856890294,-0.11875199130534342,-0.11875199130534342,0.01960312908017242,008060
9,Samsung_Electro-Mechanics,Technology,2022,Q3,0.09483403269745994,-0.18984803738861333,-0.05760124933978128,-0.020066650376263206,-0.08501841166760138,-0.04586046889135173,-0.07187303505341913,-0.11612075535444766,-0.07179783108603988,-0.158631005679281,-0.059664977530182225,009150
8,IS_Dongseo,Technology,2022,Q3,-0.06243042851385794,-0.8299264220186577,-0.04876230701305606,-0.029227238027140334,-0.054429315517970034,-0.15376011978036688,-0.2147974989364223,-0.04365839036776631,-0.21234411096082906,-0.20970039614464264,-0.12876730849397788,010780
8,LG_Innotek,Technology,2022,Q3,-0.4647595657057184,0.040909048820359284,-0.08938137790950762,-0.03773469874045543,-0.33747475925240056,0.04443094342911853,1.0413023400109649,-0.5340436939716013,1.0412020942183207,-0.12714799573699365,-0.12091357640048707,011070
9,Samsung_SDS,Technology,2022,Q3,0.014020015926967555,-0.20652347554172712,-0.04694728825555661,-0.05754591072450865,-0.06727864735310818,0.09460255233873473,-0.06460781477409627,-0.06687388642446357,0.0,-0.06460781477409627,-0.03685128931725447,018260
8,LG_Display,Technology,2022,Q3,-0.22230952109476476,-0.07156465621428221,0.10857898298044266,-0.08147091593399369,-0.04690658420608296,-0.13252886030212604,-0.19374788014114586,-0.13659029981019333,-0.1937697058205221,-0.19376970582052255,-0.07803014795860956,034220
8,NAVER_Corp,Technology,2022,Q3,0.012209262245062247,-0.04628751163380218,-0.04172908343202586,-0.017851755967861482,-0.02136554758932263,-0.13814325356485416,-0.019026026920845762,-0.010359399469829667,-0.013090847877037959,-0.027545630646498065,-0.10512600414615182,035420
8,NCSOFT,Technology,2022,Q3,0.042000621660016946,0.006778073703736287,-0.10848187452027513,0.009213161112910595,-0.04449036692851993,-0.09241270328022416,-0.054886007649896706,-0.04382359806868874,-0.06005081079419572,-0.05126641774697771,0.06740758849882697,036570
8,Hanmi_Semiconductor,Technology,2022,Q3,0.3417335348734437,-0.12233729275639504,-0.10354918812646652,0.003749452290525812,-0.07087630166271652,0.0,0.4151093245534999,-0.1658169216401857,0.421622274201474,-0.11775667094432185,-0.054233147003294666,042700
8,LG_Electronics,Technology,2022,Q3,0.03197376497143589,-0.0070161849461296555,-0.003948625521051685,-0.017826283044284574,-0.023058850978071144,-0.10511347261481721,-0.024015577531513177,-0.027347700455338186,0.0,-0.023552635935583544,-0.028229936730421484,066570
