,name,sector,year,quarter,매출액변화율,비유동부채변화율,자본총계변화율,비유동자산변화율,자산총계변화율,Relative Return,특정 증권 등 소유 증감 수변화율,주주 수변화율,특정 증권 등 소유 증감 비율변화율,특정 증권 등 소유 수변화율,Label,Code
7,S_hynix,Technology,2022,Q4,0.43736141237453374,0.05109215731985939,0.07248113548884094,-0.06723750747427237,0.04225502714156815,0.0018108090406613736,0.15000657638613168,-0.9914981971148309,0.0,-0.021421989762066884,-0.13666154130020303,000660
8,Hansol_Technics,Technology,2022,Q4,0.02184480415564105,-0.09180397967334297,-0.03273894637894914,0.025373335614697345,-0.004983673085606322,-0.05179346145165466,0.0,-0.11107630904770693,0.0,0.0,0.08456864760862791,004710
8,Samsung_Electronics,Technology,2022,Q4,0.20331285331073734,0.10772270162512265,-0.011449090376209003,-0.07454571490714423,0.003621542884199247,0.02184016457089563,-0.0274630403843239,-0.9388951089620368,-0.011959527765767586,-0.04654053124517654,-0.016943231441048114,005930
8,Samsung_SDI,Technology,2022,Q4,-0.16638333127145444,0.06280122011992983,-0.011253912146853784,-0.031071317896920414,0.008608562489238136,0.11493978532753239,-0.03142628061249164,-0.1459900394180269,0.0,-0.012272734248841566,0.05760222310440642,006400
7,Daeduck_Electronics,Technology,2022,Q4,-2.2510080794175966,0.312251262014828,0.029072802040276624,0.030712503398415136,0.027584016248877408,0.01960312908017242,0.025183140097287726,-0.23202551844784902,0.025183140097287837,0.025183140097287726,0.044595230097413424,008060
8,Samsung_Electro-Mechanics,Technology,2022,Q4,0.19513409124454206,-1.4133174614743562,0.024295571688401907,-0.08482870719992563,0.008803574787338397,-0.059664977530182225,-0.059673318525930386,-0.3342118449786773,-0.059719237260708935,0.010320275123685052,0.12279475982532742,009150
7,IS_Dongseo,Technology,2022,Q4,0.1874070173864345,0.1665005684501949,0.0035710440598161197,0.04323139295721523,0.013289822015023711,-0.12876730849397788,0.039315803860713316,-0.04557065694439788,0.03888680594698535,0.03811787680302858,-0.10135881585663253,010780
7,LG_Innotek,Technology,2022,Q4,-0.2227167797864602,0.030542550140753688,0.006748004489271042,-0.11742938131892111,0.09920172303961272,-0.12091357640048707,11.099297609478205,-0.6813313265663712,11.11817088289013,-0.12864355788378368,-0.11676497832161853,011070
8,Samsung_SDS,Technology,2022,Q4,0.008624825025749017,-0.0995411275511644,-0.018104136386355663,-0.12288799576694709,-0.013295166229172262,-0.03685128931725447,-0.05137400450269736,-0.5154384727152941,0.0,-0.05137400450269736,0.04340159614515879,018260
7,LG_Display,Technology,2022,Q4,-0.03907608135965224,0.02425931834431183,0.16377220194411923,0.012952608375257912,0.07063949884542386,-0.07803014795860956,-0.0025818290400927424,-0.31120688063409063,-0.002602786221879816,-0.002602786221879594,0.012029316175870424,034220
7,NAVER_Corp,Technology,2022,Q4,-0.03387569661186651,0.11121164716925136,0.03529122900871051,0.03389091817323042,0.006913342812169154,-0.10512600414615182,0.04677174844943488,-0.4704236533893995,0.02957695711519326,0.02865864092284609,-0.09246406477438145,035420
7,NCSOFT,Technology,2022,Q4,0.09856132926401795,-0.0006251968655581752,0.0041761631787657905,-0.06827052118813604,0.001675446762166355,0.06740758849882697,-0.026889150730161404,-0.609913791820712,-0.0036433417155201653,-0.04331637368588215,0.2667243903354562,036570
7,Hanmi_Semiconductor,Technology,2022,Q4,0.24807646643949977,0.4903216318743747,0.051851568449130636,-0.05981099260102196,0.07654302373152155,-0.054233147003294666,0.4153730743204429,-0.6403018817509345,0.44341289423979924,-0.07166330307996671,0.01909280459498792,042700
7,LG_Electronics,Technology,2022,Q4,0.17857781091886182,0.013248581087557887,0.020832473135846796,-0.036385487845955744,0.03249135645570311,-0.028229936730421484,0.03286152662479502,-0.8956680409289088,0.0,0.03161256499634568,0.06701666830832531,066570
