,name,sector,year,quarter,매출액변화율,비유동부채변화율,자본총계변화율,비유동자산변화율,자산총계변화율,Relative Return,특정 증권 등 소유 증감 수변화율,주주 수변화율,특정 증권 등 소유 증감 비율변화율,특정 증권 등 소유 수변화율,Label,Code
9,S_hynix,Technology,2022,Q2,-0.13763873936646442,-0.15923209782299397,-0.051842287960773836,-0.047552601752104406,-0.046853304005245455,-0.026621589039758017,-0.058729864307163426,-0.04006313774660941,0.0,-0.05647787394430681,-0.06624782872825283,000660
10,Hansol_Technics,Technology,2022,Q2,0.11387293657825681,0.11336833616686659,-0.007160689956053901,0.005820190260367175,0.06118888514591214,-0.04635513799821167,0.0,0.08622725318852409,0.0,0.0,-0.08535508627481675,004710
10,Samsung_Electronics,Technology,2022,Q2,-0.033795594117775885,-0.1092737699151447,-0.028438558074947773,-0.02748267149670247,0.0014756432666083175,-0.043986675674366066,0.013366828427586186,-0.02490361743031122,-0.019362251300640176,0.0008060793845264813,-0.02388172161394428,005930
10,Samsung_SDI,Technology,2022,Q2,-0.15127945958187805,-0.04219533814102294,-0.001683167316154588,0.00452499736806089,-0.0343949275369102,-0.021616789917311835,-0.016198714606083797,-0.06714172037683008,0.0,-0.03521341117160959,0.057669308748206666,006400
9,Daeduck_Electronics,Technology,2022,Q2,0.797665750019331,-0.040092661506073046,-0.0002655085462810458,-0.017071115088981514,0.018628184364676614,0.04097747855930958,-0.0721716463417319,-0.028002052347906536,-0.0721716463417319,-0.07217164634173212,-0.033390068244033205,008060
10,Samsung_Electro-Mechanics,Technology,2022,Q2,-0.004697378060489754,-0.18168980246585287,-0.04515192019072001,-0.0315723042930629,-0.08196059483639617,-0.08932672605219982,-0.0610044065074542,-0.10107261281703983,-0.06090503874282849,-0.17938026178806776,-0.04586046889135173,009150
9,IS_Dongseo,Technology,2022,Q2,0.07519644167991779,0.4833161479755541,-0.04375287188412602,-0.06733398864240714,0.016126604307115877,0.35034202705429285,0.17025193739160438,0.011319505698607402,0.16809459907393853,0.1655408690864255,-0.15376011978036688,010780
9,LG_Innotek,Technology,2022,Q2,0.06566695927201793,0.0026486021304990004,-0.06494507429684182,-0.18048958817951877,0.008212466578006339,0.13681606620117592,-1.1225867399442353,0.0863758227593362,-1.1224484121697413,-0.07259097815426596,0.04443094342911853,011070
10,Samsung_SDS,Technology,2022,Q2,-0.022469698113209757,-0.6993268563696984,-0.017426769786942575,-0.10319743565780204,-0.025222464643486653,-0.03274047015863914,-0.05464875322218732,-0.03986134856383439,0.0,-0.05464875322218732,0.09460255233873473,018260
9,LG_Display,Technology,2022,Q2,0.2163827585411292,-0.05499806675924157,0.037239932943242904,-0.052917389353114075,-0.02465386520060453,-0.08791112694564701,-0.1424901419814173,-0.0648928059916063,-0.14246706284497823,-0.142467062844978,-0.13252886030212604,034220
9,NAVER_Corp,Technology,2022,Q2,-0.06782044089482797,-0.18637210507235769,0.00694341678350896,-0.03190987658495992,-0.003882233904126897,-0.022144096435616337,-0.051783551314520615,-0.050233870016582305,-0.049150163458529406,-0.01661555126144032,-0.13814325356485416,035420
9,NCSOFT,Technology,2022,Q2,0.22428692005634143,0.0664246028019767,0.056144086656204406,0.14884817382247872,0.047012652925997545,-0.19575478142876435,0.0228305537725898,-0.034235687800943104,0.02483381369945281,0.021421719730950084,-0.09241270328022416,036570
9,Hanmi_Semiconductor,Technology,2022,Q2,-0.9364411352133091,-0.21521398316554952,-0.11404145132141252,-0.1451623572911216,-0.12820985734704515,-0.007914307620612182,-1.178485004421761,-0.10528813878056109,-1.2170116894940253,-0.06269558741133285,0.0,042700
9,LG_Electronics,Technology,2022,Q2,0.1318821983900701,-0.0180664664317296,-0.037096575820441346,-0.007405056744965277,0.03167012641425648,-0.0567616998250301,0.03986823779532789,0.05450232947176592,0.0,0.038005651959461595,-0.10511347261481721,066570
