,name,sector,year,quarter,매출액변화율,비유동부채변화율,자본총계변화율,비유동자산변화율,자산총계변화율,Relative Return,특정 증권 등 소유 증감 수변화율,주주 수변화율,특정 증권 등 소유 증감 비율변화율,특정 증권 등 소유 수변화율,Label,Code
32,S_hynix,Technology,2016,Q3,-0.05827801117646958,0.05607425754173856,-0.022041112589152867,-0.024114907588651313,-0.00767352675144517,0.14474421949051217,-0.0055361306904329055,-0.004793236491023478,0.0,0.04761961120606106,0.21299973503567776,000660
33,Hansol_Technics,Technology,2016,Q3,-0.08267641190539687,0.419945531408221,-0.007338520279426719,0.0040561768107790774,-0.012015119598321355,-0.06603248191074709,0.0,0.004246373207182574,0.0,0.0,-0.19666738001562994,004710
33,Samsung_Electronics,Technology,2016,Q3,0.02261128446483196,-0.11778424509931917,0.008290208348778694,-0.0023195592533322706,-0.010338629655705533,0.10290183972292025,-0.024948214840974536,-0.00721545079943664,-0.0005085362548526984,-0.01753222607773286,0.06868060663594748,005930
33,Samsung_SDI,Technology,2016,Q3,0.047114190175117865,0.05518746950060305,0.009290730006468406,-0.013657631070218335,0.04252451316479178,0.08590414919174241,0.00879362172095055,0.0785660381758847,0.0,0.035503510907467284,-0.15812795254659517,006400
32,Daeduck_Electronics,Technology,2016,Q3,-0.10093221363597316,-0.0776684965980492,-0.01715286350772538,-0.008549546286871879,-0.014745350791218526,-0.1305678412730967,0.04954170661684143,-0.004109709473608003,0.04954170661684176,0.04954170661684143,0.003716048276619477,008060
33,Samsung_Electro-Mechanics,Technology,2016,Q3,0.06374451565283845,-0.03096720911713069,-0.01620855084976358,-0.060677536386226194,-0.022830389733486944,-0.14494330843537626,-0.049432603106423834,-0.004893092987667824,-0.04945264973828678,-0.01289471164199596,-0.07898421034862024,009150
32,IS_Dongseo,Technology,2016,Q3,0.11648690993973598,0.18830514566758882,-0.10405612130091124,-0.010255487661161578,0.03955637479964447,0.2748117122169525,0.082913311014288,0.055509159747174075,0.08237910793050118,0.0807499757367437,-0.14444089739491855,010780
32,LG_Innotek,Technology,2016,Q3,-0.23535006374717704,-0.15378093558245198,0.031616562852410324,-0.02982429895109595,-0.10816288972841481,-0.004146102064539003,0.31670812814699856,-0.23745440629544556,0.3166281337155974,-0.031228986897247735,-0.05749638602552328,011070
33,Samsung_SDS,Technology,2016,Q3,0.03357510154959731,-0.27988327639484956,-0.01091431325208525,0.002081301043800776,-0.018548151405301194,-0.18336138753142145,-0.011089295407131994,-0.0166591695350371,0.0,-0.011089295407131994,0.022019523346768405,018260
32,LG_Display,Technology,2016,Q3,-0.15752013767877626,-0.044175374648425914,-0.01056215737931221,-0.061034841399716155,-0.044246597803921706,0.00779287840545622,-0.1948212269970786,-0.09384161454163542,-0.19488280824931148,-0.19488280824931126,0.00927421931266409,034220
32,NAVER_Corp,Technology,2016,Q3,-0.0014349812341507562,-0.018895617140086918,-0.0715848264936243,-0.013760248090750604,-0.03429652243087311,0.10667592256749617,-0.014207481432889413,0.02279460405225142,0.0018555524766969977,-0.03924960710690928,0.18728549726476207,035420
32,NCSOFT,Technology,2016,Q3,0.07511875168782256,-0.010289800296382046,-0.02752402381098884,-0.09362399946387812,-0.017020516041165834,-0.0631293813802497,-0.054662062319519755,-0.06119583228601888,-0.030144582241816043,-0.07025329532561164,0.18784250233127525,036570
32,Hanmi_Semiconductor,Technology,2016,Q3,0.16737749650402844,-6.611078668254757,-0.01901743241861431,0.05374611493216752,-0.13613572100197113,-0.04814990486231165,0.5153698706147052,-0.14647426325404456,0.5270274271009064,-0.0009598419740397546,-0.06186549407483438,042700
32,LG_Electronics,Technology,2016,Q3,0.08794095272152425,-0.06956471338479098,0.005360121875600976,-0.015546353756771714,-0.003340118049640628,-0.12333656163216714,-0.0006967571600804412,0.004851380907939018,0.0,-0.0013182848251318546,-0.17225212579174132,066570
