,name,year,quarter,sector,Relative Return,매출액 변화율,특정 증권 등 소유 수 변화율,자본총계 변화율,이익잉여금 변화율,총포괄손익 변화율,특정 증권 등 소유 증감 수 변화율,법인세차감전 순이익 변화율,비유동부채 변화율,영업이익 변화율,Label,Code
23,DL_Holdings,2018,Q4,화학,0.08077439818280213,-0.06392938994232877,0.006811069762002853,0.010795360866090342,0.012794267168145357,0.0067573589085820895,0.007504413354533002,1.0244425984293795,0.20212946326972725,0.4319441607811294,0.38122201956557783,000210
23,Hanwha_Corp,2018,Q4,화학,0.0382783137904042,-0.11243203080144548,0.008369329396754832,-0.024296724220013832,-0.03561117352449372,0.008369329396754832,0.008369329396754943,-0.5180830722916074,-0.04223565769944937,0.5415465871859214,0.0870147024924071,000880
23,Nexen_Tire,2018,Q4,화학,-0.061789821571848806,0.03288258678424427,0.0,-0.02295899647286337,-0.024624970024404114,0.008240680145192636,0.0,-0.11642484078824533,-0.3023074621422881,0.04679286261967508,0.09648517746031468,002350
23,KCC,2018,Q4,화학,0.028891833688835154,-0.042456063148161194,0.008551817433877451,0.06350978160754162,0.06880189550295401,0.008551817433877562,0.008551817433877562,2.1458277930282224,-0.1847610177374599,0.528298079347882,0.048137390323384543,002380
23,AmoreG,2018,Q4,화학,-0.25524875329167107,0.00825433438608969,0.008254334386089801,4.896524352504539e-05,-0.00014975188344323875,0.008254334386089801,0.008254334386089801,-2.970026377305723,0.04148154402594273,1.4731720348936368,-0.09536488850944644,002790
23,Korea_Shell_Petroleum,2018,Q4,화학,-0.030287990070017305,-0.03462213424937444,0.0,-0.06244420148950458,-0.06746934348803046,0.008256816388985677,0.0,-0.08252170259070857,1.0,-0.03742368629323556,0.09956734330658502,002960
23,Taekwang_Industrial,2018,Q4,화학,0.21481170418841875,0.05489824942782329,0.008239406346211231,-0.0010396294498014047,-0.007136512421449526,0.00823940634621112,0.008239406346211231,0.9228070059002806,0.032947329049850205,0.41182492014506766,-0.06877798043442218,003240
23,Samsung_Fine Chemicals,2018,Q4,화학,-0.2024831313532575,0.026237105118248616,0.008253133245167854,-0.011753002319170536,-0.02958298399145587,0.008253133245167854,0.008253133245167854,0.36823788243709055,-0.020321164193933372,0.20650241567080463,-0.07323534477550744,004000
24,Korea_Petrochemical_Ind,2018,Q4,화학,-0.25616826260343384,0.003303169407719575,0.008267951033486876,-0.006880373574342125,-0.008451316339923354,0.008267951033486876,0.008267951033486876,0.8145298017835864,0.4026813844197509,0.7925785877892461,-0.03453884999963955,006650
24,Kukdo_Chemical,2018,Q4,화학,-0.11573932696089355,0.06360345071637508,0.008259156973727033,-0.008014059021864472,-0.011851554108655682,0.008259156973727033,0.008259156973727033,0.290036482679468,-0.528875555995397,0.5761538463382565,-0.032670547107393616,007690
