,name,year,quarter,sector,Relative Return,매출액 변화율,특정 증권 등 소유 수 변화율,자본총계 변화율,이익잉여금 변화율,총포괄손익 변화율,특정 증권 등 소유 증감 수 변화율,법인세차감전 순이익 변화율,비유동부채 변화율,영업이익 변화율,Label,Code
33,DL_Holdings,2016,Q2,화학,0.34780436460302727,-0.14655929713947713,-0.008495071608695559,-0.0038308777806288496,-0.0034195489020401038,-0.008496453587641062,-0.008477330461345245,0.6466391146664663,-0.06521745957130287,-1.016410796698589,-0.15891805249138258,000210
33,Hanwha_Corp,2016,Q2,화학,-0.11831280701512563,-0.14095739639464222,-0.008463883380563919,-0.02338842889808368,-0.02782782752995927,-0.008463883380563919,-0.008463883380563919,0.2309656189719732,0.13896463459713082,-0.05351073597396949,0.0030952417698560924,000880
33,Nexen_Tire,2016,Q2,화학,0.16034181328193625,-0.11165065136730057,0.0,-0.045710090038443285,-0.05000630495509384,-0.008472640642574802,0.0,-0.26710590704185244,0.03296506296222024,-0.26975918019508094,-0.08687935596289678,002350
33,KCC,2016,Q2,화학,-0.012778207346378025,-0.14704468196155118,-0.008206094788596241,0.038181076762604294,-0.011500376657158862,-0.008206094788596241,-0.008206094788596241,-0.034860346255017216,0.05874469977218333,-0.2200061365129613,-0.07722562305771277,002380
33,AmoreG,2016,Q2,화학,-0.027406447035313072,0.8679754047569299,-0.00846507894560733,0.00023851968615817842,0.0004412610287386487,-0.008465078945607551,-0.00846507894560733,0.9901854201928948,0.00453202231882166,1.0098850483487791,0.14925878309111432,002790
33,Korea_Shell_Petroleum,2016,Q2,화학,0.016064972110685142,-0.049920724972341235,0.0,-0.0927875985416271,-0.10224508292317336,-0.008471233927458188,0.0,-0.012455363029826971,0.07994066253480414,-0.08470084590711235,-0.1024208257330319,002960
33,Taekwang_Industrial,2016,Q2,화학,-0.1647045689073031,-0.04897020251444495,-0.00847018412246392,-0.0010906252283715556,-0.0013466434853635079,-0.008470184122463698,-0.00847018412246392,-0.3926160049260339,-0.011530969475506136,3.843180230566171,-0.06773512508787338,003240
33,Samsung_Fine Chemicals,2016,Q2,화학,0.12230422536541372,-0.02444418267665549,-0.008473581125421514,-0.016483765122569105,-0.030025500590234566,-0.008473581125421514,-0.008473581125421514,1.2754680915168097,-0.0005684683359967746,2.174724758684227,-0.22277323028909815,004000
34,Korea_Petrochemical_Ind,2016,Q2,화학,0.4652980815035106,-0.02694132178680886,-0.008479308558735799,-0.0717807454974797,-0.10155162454000233,-0.008479308558735799,-0.008479308558735577,-0.24865860185096067,0.30273460574846656,-0.2669870103634342,-0.056718160005909256,006650
34,Kukdo_Chemical,2016,Q2,화학,0.13498741733114641,-0.04735525098511384,-0.008470589518217775,-0.014768815117581546,-0.017447569635229865,-0.008470589518217775,-0.008470589518217775,0.5093279272853579,-0.5317996669312401,0.43389292465933493,-0.12054332413678184,007690
