,name,year,quarter,sector,Relative Return,매출액 변화율,특정 증권 등 소유 수 변화율,자본총계 변화율,이익잉여금 변화율,총포괄손익 변화율,특정 증권 등 소유 증감 수 변화율,법인세차감전 순이익 변화율,비유동부채 변화율,영업이익 변화율,Label,Code
2,DL_Holdings,2024,Q1,화학,0.10546200343050109,0.4251448768490288,0.2934957519868925,0.006124110376318659,0.0033493111423231747,0.9585648613278676,-23.611956878882232,0.6822935982833367,-0.0012731499266074309,0.3961926624448424,-0.009477761175663027,000210
2,Hanwha_Corp,2024,Q1,화학,-0.030003449979552885,0.1529583637691746,-64.93257876026641,-0.012040339579108661,-0.018300451107621685,-0.8771012710127102,-124.25593154414625,-1.967281699206179,0.009656091152948965,-12.616428200756172,0.0035189770946552276,000880
2,Nexen_Tire,2024,Q1,화학,-0.06821724300808832,-0.08337620420073777,0.0,-0.027366452572439748,-0.029209012012029856,0.005319180678853619,0.0,-4.563723899980506,0.008177820158410731,-1.3501402252358359,-0.020121325532098673,002350
2,KCC,2024,Q1,화학,-0.16933880210316496,0.04572076735839159,-0.0,-0.09771311265567384,-0.10289363311494215,-0.4140369745560999,-0.0,-1.237621799015832,-0.4106253415194041,-0.02385887935437636,0.09716816890407062,002380
2,AmoreG,2024,Q1,화학,-0.13790722286796817,0.0949463499400448,-6.952941176470588,-0.00010506466564108585,-0.007428406960557465,1.3408492940126762,-6.952941176470588,7.3406418910425195,0.1427736363344846,13.608444024144623,-0.14010301548191556,002790
2,Korea_Shell_Petroleum,2024,Q1,화학,-0.12491856487247022,-0.018212698076889522,0.0,0.17347669972628021,0.18522340442191343,0.5923296442045101,0.0,-0.7036359060952442,-0.36763709172051007,-0.7128231519756376,0.0728318857182299,002960
2,Taekwang_Industrial,2024,Q1,화학,-0.037611781194343635,-0.10288947713446062,-0.023672280725668626,-0.016770737193825047,-0.01655287949464701,1.4064170255445312,-0.023672280725668626,1.4542285270166346,0.0029385993468032945,0.9966786981750729,0.1374626705724298,003240
2,Samsung_Fine Chemicals,2024,Q1,화학,-0.1027235757657164,0.018830361696497433,0.3148482733849466,-0.002113411340338267,-0.002667343249447063,0.5497293193686064,1.0025474722434147,7.687063290493568,-7.35916281874224,-0.44149408974528837,-0.2419082062927136,004000
3,Korea_Petrochemical_Ind,2024,Q1,화학,0.0287248369326963,0.01079675594658236,0.4610736043526572,0.008555158270483254,0.010359401718702532,0.8360986925345593,1.0013621211540673,-0.013498948289148993,0.7253855061162535,-0.42906721837430095,-0.18766322678104708,006650
3,Kukdo_Chemical,2024,Q1,화학,-0.3206506791696984,0.00895573805824057,-0.04709849546236744,0.006787996579664113,0.008908034993081015,0.8851232887189253,-0.8183581398684376,-0.32784465066973056,-0.17449723071841605,0.06067812688220364,-0.1316480001775852,007690
2,Seohung,2024,Q1,화학,-0.11486732696925964,-0.23125979615689096,0.0,-0.018251327855495436,-0.01964716239342512,-0.4274586206412738,0.0,4.396864172179802,0.1433195900299995,-3.3851526391208715,-0.279977582242107,008490
2,Hanwha_Solutions,2024,Q1,화학,0.24307170581723642,-0.0367628930000814,-3.3561808776311093,0.010267920873692993,0.014336031891338807,0.9054817711271307,-0.04887620406707094,0.9109963383326791,0.04306915557454072,0.7554899908748302,-0.33334040060416287,009830
2,S-Oil,2024,Q1,화학,-0.21736032790246856,0.05177487600192621,-0.0,0.0006577194221686344,0.0008066067835412749,0.5530538535273029,-0.0,-2.2210003646870704,0.007264224236423145,8.928096919688123,0.08661923982878525,010950
2,Lotte_Chemical,2024,Q1,화학,0.01680256802513326,-0.030116721587059914,-0.0,0.008928400716337603,0.01518776258101473,0.8410598629210818,-0.0,0.83978176608716,0.18372970797393118,0.5082969228635177,-0.2723412929596508,011170
2,Kumho_Petrochemical,2024,Q1,화학,-0.10284983839197903,-0.09834197354524465,0.4447761194029851,-0.013276358369515018,-0.01547985841574162,0.5098761004831539,-0.05333333333333323,-2.835250613162018,-0.10613508543398775,-0.5492970929964283,-0.015211423786775397,011780
2,SKC,2024,Q1,화학,0.09994479687929174,3.51787131147575,1.0,-6.079425043581388e-05,-6.37268774712485e-05,0.9542232467925187,-23.903313550939664,-0.10931815084582386,0.19010632826837515,0.04359339780935134,0.1983762826556864,011790
3,Hansol_Chemical,2024,Q1,화학,0.24961341691558764,-0.05189692493362208,-0.1672247161681819,-0.008892949394891492,-0.010130857232359514,0.6579453677679534,2.384295260834189,-0.966520321434537,-0.17349043159542799,-0.49579935029155986,-0.13811549102007603,014680
2,Dongwon_Systems,2024,Q1,화학,0.07183882910490764,-0.0757807361312115,-0.0,0.005973321095473216,0.01678396631603496,0.6157534369181663,-0.0,-1.131169560273214,-0.06378827416899568,-0.23525497930974737,0.2080888856793592,014820
2,UNID,2024,Q1,화학,0.018451780122617847,-0.1107641488538933,-0.0,-0.03006395039988008,-0.032597969637015556,-0.06532506622458545,-0.0,-3.5727067226482117,0.11654558589306785,-0.9022203002345766,0.1530800922428149,014830
2,Namhae_Chemical,2024,Q1,화학,-0.10695799310988985,-0.0762393164550963,0.0,-0.02323353943243034,-0.028098184657200376,-7.760710896394711,0.0,-4.032401387910001,-0.32948936417351793,-6.441395980250118,-0.06457543310501812,025860
2,LG_Household & Health Care,2024,Q1,화학,-0.3101184706606113,-0.22353415565779589,-1.358974358974359,-7.5535959145334175e-06,-1.1969274515744033e-05,0.8131825543911462,-0.7179487179487181,1.822753941522444,-0.0051938421891748465,-6.658803406022547,0.025425332533141283,051900
2,LG_Chem,2024,Q1,화학,-0.10564387534094556,-0.1960281506765631,0.0,0.005429348148894508,0.004397636652924031,-20.380522875816993,1.3138075313807531,-0.4598100354984169,-0.006209049964829294,1.3737237464975374,-0.16239795198016857,051910
2,Huchems,2024,Q1,화학,-0.08095988623886899,-0.3599093563938489,-0.008101584543350748,0.00835253496007804,0.011760719841644285,0.6915808929627314,1.0038395421422024,-2.1350279337825704,-0.014466264389824346,21.18087030213085,-0.12068808781580367,069260
2,Kumho_Tire,2024,Q1,화학,0.059529376752962784,-0.06729793184353516,-0.02371154483335247,-0.0718929164258244,0.05923999883529241,0.7151040964362779,-0.02371154483335247,0.4440144469611721,-0.0542262407757903,-0.20072240762996785,0.05400374644977119,073240
2,Able_C&C,2024,Q1,화학,-0.4326680202101609,-0.013406757558845683,-0.0,-0.0222129576815131,-0.03275053274630779,-0.09126140228836044,-0.0,4.40971357917482,0.004976875394983482,-29.975674049553852,-0.06149411035156423,078520
2,Huvepharma,2024,Q1,화학,-0.34811533998834937,-0.007758314675848199,-0.0,0.04275580661905354,0.19082316794356557,0.858112469432679,-0.0,0.8190985677492987,-0.12303262058456887,0.7056863884388997,-0.09717842444587355,079980
2,Amorepacific,2024,Q1,화학,0.08867908722785568,-0.02955803228692111,-0.44966988318943635,-0.006700651597051133,-0.010519554993526858,-15.97895226923755,0.25826446280991733,-6.470934282244736,-0.005267061090574066,-1.4992143754544789,-0.212664129536256,090430
2,Huvis,2024,Q1,화학,0.0848189629445099,-0.1615946937135071,-0.08763992722835612,0.0013048898798097008,0.0001558854852883318,0.9983739251721571,0.0,0.9990479070621789,-0.05801377843236044,0.6823698074685005,-0.3597380343512696,093370
2,SK_Innovation,2024,Q1,화학,-0.1487091161005718,0.3965602261596457,-1.8470540758676348,-0.0202222726636776,0.037896515208425074,0.6765453885505048,-0.1832122679580308,0.47772552846995,-0.003338974470776357,0.5364741195386821,-0.22130512416947312,096770
2,LG_Hausys,2024,Q1,화학,-0.14399803128435798,0.04612166358862191,-0.523809523809524,-0.0012492881401739986,-0.018650575973669703,3.6576215895610913,-0.6296296296296298,1.7502570363706464,-0.2959279631157299,-4.572463768115942,-0.1496857728025138,108670
2,Lock_&_Lock,2024,Q1,화학,-0.08491554496263609,0.1685779162310308,-0.023680045523269744,0.008626189602354839,0.00879662813747395,1.3488993121552337,-0.023680045523269966,0.5859110402355001,-0.3156003022187739,0.046403879962149674,0.007570002232599619,115390
2,Kolon_Industries,2024,Q1,화학,-0.12732806436027122,0.1396256067738727,-0.7381161109055967,-0.012185767119373025,0.030253179567908295,-2.5572337978985162,-0.7381161109055967,1.6651591244207384,-0.10142102040532963,0.07011606738237919,-0.2010619195915046,120110
2,Hankook_Tire_&_Technology,2024,Q1,화학,0.06345859477691924,-0.0841589531839757,0.0,-0.02968032460502945,-0.05650825799784864,0.3129636070069607,0.0,-0.38525355269511974,0.4815597860787415,15.071573922904095,0.15875950897992397,161390
2,KOLMAR_Korea,2024,Q1,화학,-0.04828188159629947,-0.1552100841351991,-1.1159495607154062,-0.061266646682002435,-0.14355603561790264,-3.5229545831925826,-5.639990396542755,1.860009761644739,-0.190954735378297,-0.2412081102502046,-0.18003388220832703,161890
2,COSMAX,2024,Q1,화학,-0.12216802021016085,-0.2723992899494272,-1.1185850640995625,-0.07729788935043969,-0.551334457149872,-6.940225708639691,2.1149559731896437,3.906754626464056,-0.060307769794677224,-0.7179088117451851,-0.09864320428619136,192820
