,name,year,quarter,sector,Relative Return,매출액 변화율,특정 증권 등 소유 수 변화율,자본총계 변화율,이익잉여금 변화율,총포괄손익 변화율,특정 증권 등 소유 증감 수 변화율,법인세차감전 순이익 변화율,비유동부채 변화율,영업이익 변화율,Label,Code
4,DL_Holdings,2023,Q3,화학,-0.2708427984706853,0.3627070099941013,-2.1718230124408295,0.0005416809406367795,0.0003100934171623715,1.1033838620920817,-0.023161839803195416,0.7361398951841782,0.07098992406158755,0.5264353908541461,0.0688781787577624,000210
4,Hanwha_Corp,2023,Q3,화학,0.09092030536674629,-0.024872912831801708,0.4131702812873005,-0.005861671109806954,-0.005070895330064884,0.7171917234615925,0.3676279069767442,1.5888446761800221,-0.2831172653168097,-0.6689269946581458,-0.16449644819195325,000880
4,Nexen_Tire,2023,Q3,화학,-0.09299158956200321,0.0011733631344019724,0.0,-0.03333610258676045,-0.03564887946303985,-0.4075673960726336,0.0,-0.004156252842051789,-0.11445107090007212,-1.1148714507433466,-0.02604577478793072,002350
4,KCC,2023,Q3,화학,-0.16695488194567598,-0.012763510158668945,0.9843005003690363,-0.018026933754111907,-0.019347677721209156,0.47304638312544667,0.9842454490345701,0.23554274115309815,0.004017957292956731,-0.12926194766884125,0.29363734117749346,002380
4,AmoreG,2023,Q3,화학,-0.3657020855250943,-0.0015369665350861705,0.9999981215509051,-0.006727113428855125,-0.005912931268771127,3.0131297486626365,1.0000354166666667,-9.581751182603815,-0.052095060638998714,0.503452789422156,0.18887909245870807,002790
4,Korea_Shell_Petroleum,2023,Q3,화학,-0.06951160933461813,0.008916504318011165,0.0,-0.09520890904122914,-0.10259957821164467,0.07754678571135665,0.0,0.04395302248707034,-0.08758831985721205,-0.06936710563264725,0.05756084788689701,002960
4,Taekwang_Industrial,2023,Q3,화학,-0.16408648663930045,-0.004054533337229271,-0.0015361203214123709,0.003377288128717404,0.0028482136496117416,0.08401192067122998,-0.0015361203214123709,0.5954358794809224,-0.07073186645380636,-0.387984849066181,-0.059703577665587725,003240
4,Samsung_Fine Chemicals,2023,Q3,화학,0.146737777017861,0.07628069689003492,-0.0,-0.018253138648544054,-0.02307297606136416,0.04086434851514875,-0.0,0.3990624691709731,-0.017646436139695743,0.4997784633410045,-0.13039027727232363,004000
5,Korea_Petrochemical_Ind,2023,Q3,화학,-0.2831475003722559,-0.05345125311934695,0.058752999331958766,-0.007944704774564215,-0.009628093215088729,2.058377253218068,1.0081092163342098,1.5126279554691393,-0.1641240766977472,1.4703275772710598,0.01620044144102869,006650
5,Kukdo_Chemical,2023,Q3,화학,0.09383279819583591,0.18105263244978775,0.9995139841951373,-0.003453302323776608,-0.003757871815522229,0.7072547764641197,0.9453126645376229,0.8204079510095763,0.0034136438429478444,0.8511855492935669,-0.01300082643327391,007690
4,Seohung,2023,Q3,화학,-0.14077848620421146,0.06863455078369396,0.0,-0.007261105151983305,-0.007823745311863473,0.4156800218707939,0.0,0.3496735528732746,0.97420883374661,0.6233206311252217,0.11258368271497393,008490
4,Hanwha_Solutions,2023,Q3,화학,-0.2565229810474824,0.11381639979285951,0.7601654951508141,0.004829719945519284,0.00636837096522358,2.238175853009616,2.029406148558335,2.1938570783525684,0.012512255949679418,1.0057798925057826,-0.26589513091814404,009830
4,S-Oil,2023,Q3,화학,-0.24208762769376901,-0.16022446627517706,-0.5513100731115632,-0.06221429892786956,-0.07764558528598187,-3.104369704757058,0.27078915219152255,21.19531292928183,-0.18251076493330465,-23.51275677837776,0.2343926244317295,010950
4,Lotte_Chemical,2023,Q3,화학,-0.240493752191761,0.045614863884599566,-0.0018995868498259405,-0.002024915615099987,-0.0014177697639161657,11.14138645226001,-0.0018995868498259405,-0.08307179317797564,-0.013106746565890282,0.931521488520397,-0.07049548665556468,011170
