,code,name,sector,year,quarter,F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_법인세차감전 순이익 변화율,F_당기순이익 변화율,F_당기순이익(손실) 변화율,F_자본금 변화율,F_총포괄손익 변화율,M_소비자물가지수 변화율,M_환율 변화율,M_GDP 변화율,M_금리 변화율,M_수출액 변화율,M_실업률 변화율,M_국제유가 변화율,K_전체 주주 수 변화율,K_보유 주식 수 변화율,K_전체 주식 수 변화율,K_접수일자 변화율,K_특정 증권 등 소유 수 변화율,K_특정 증권 등 소유 증감 수 변화율,K_1인평균급여 변화율,K_기초 소유 주식 수 변화율,K_기초 소유주식 지분율 변화율,K_기말 소유주식 수 변화율,K_기말 소유주식 지분율 변화율,K_발행할 주식 총수 변화율,K_현재까지 발행한 주식 총수 변화율,K_현재까지 감소한 주식의 총수 변화율,K_주식 수 감소 변화율,K_이익 소각 변화율,K_상환주식의 상환 변화율,K_기타 변화율,K_발행주식의 총수 변화율,K_자기주식수 변화율,K_유통주식수 변화율,K_증자주식수 변화율,K_주식액면가액 변화율,K_발행금액 변화율,Relative Return,Label,Code,F_영업비용 변화율,F_당기손익-공정가치측정금융자산 변화율,F_기타포괄손익-공정가치측정금융자산 변화율,F_이자수익 변화율,F_파생상품자산 변화율,F_차입부채 변화율
0,210,DL_Holdings,화학,2024,Q3,-0.10497049134308356,-8.802334861779393e-05,-0.007359775714061767,-0.04465958223847277,0.007008765025585895,-0.038699609291387826,-0.0012573308584566956,-0.0023210778545592614,0.3504048751217217,0.5112673289453944,1.3370594443808235,-1.8491661775105528,-1.8491661775105528,-0.0,-1.8862222307099623,0.2377021247854798,0.011538677997511404,-0.0009958598205548341,0.11983510689291532,0.0051857654838392,0.09523809523809512,0.05674568795778523,-0.0,-0.0,-0.0,0.0,-0.01838047962482925,1.3049474865318809,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0899010286286876,0.0899010286286876,000210,,,,,,
1,210,DL_Holdings,화학,2024,Q2,0.23112035607447023,0.0016719761976460301,0.021908791608291622,-0.12888785449123508,0.6988832508962397,0.14289834552690517,-0.0004414926622158255,-0.0008048396014757042,0.03347821246029781,0.1408770941064056,0.30508222248635797,0.3183521910950934,0.3183521910950934,-0.0,0.32228428031941736,0.110334699467731,-0.030762850791552276,0.0022763832415567675,-0.02546205269366908,-0.05808429975732232,3.3306690738754696e-16,-0.01979840167061564,-0.0,-0.0,-0.0,0.0,0.6223703509117576,1.7297383892426308,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.009477761175663027,0.0899010286286876,000210,,,,,,
2,210,DL_Holdings,화학,2024,Q1,-0.07339823608257379,0.00011888274699412005,-0.005957771497569819,-0.11611205494864141,-0.0012731499266074309,-0.07560717924008342,0.0033493111423231747,0.006124110376318659,0.4251448768490288,0.3961926624448424,0.6822935982833367,0.6787926624619157,0.6787926624619157,-0.0,0.9585648613278676,0.11265192787422551,-0.006272868624748851,-0.013001130867663191,0.12136131985833976,-0.023680694141577696,0.011764705882352788,0.008599753155233536,-0.0,-0.0,-0.0,0.0,0.2934957519868925,-23.611956878882232,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.10546200343050109,-0.009477761175663027,000210,,,,,,
3,210,DL_Holdings,화학,2023,Q4,-0.016488909099485305,-0.0032490702063363575,-0.00433033654943582,-0.7504514511040767,0.4411415350843658,0.0009100673253105152,-0.002003321317093576,-0.005244974556896542,-2.1567723075941685,-5.289836761273714,-54.85147622954678,7.49176637234199,7.49176637234199,-0.0,53.83457028439448,-0.10965773361610065,-0.0065457565880464585,-0.004550077278224318,-0.00757180156657955,-0.05902989272759007,-0.0625,0.03388722209400741,0.07485299411976476,0.13577456054522063,-0.0,0.0,-0.040770664045763017,0.8751775065751213,0.0030211480362537513,0.08333333333333337,0.08333333333333337,-0.03498931103535585,-0.02240740740740743,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-3.677146534286635e-05,4.42188222704587e-08,-0.0,-0.0,-0.0,0.0688781787577624,0.10546200343050109,000210,,,,,,
4,210,DL_Holdings,화학,2023,Q3,-0.059812504057270566,0.0005905265150185635,-0.0040830494857624355,-0.2704789692682614,0.07098992406158755,-0.031427936979379734,0.0003100934171623715,0.0005416809406367795,0.3627070099941013,0.5264353908541461,0.7361398951841782,-2.6481655394329437,-2.6481655394329437,-0.0,1.1033838620920817,0.028955398190522508,0.0021566395604083466,-0.007533279773421997,-0.11207897793263655,-0.001535787938867772,-0.03896103896103886,-0.106533304958502,-0.0,-0.0,-0.0,0.0,-2.1718230124408295,-0.023161839803195416,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2708427984706853,0.0688781787577624,000210,,,,,,
5,210,DL_Holdings,화학,2023,Q2,0.2733746944073284,0.00015471178351411652,0.028421117497216652,0.5290678008779899,-0.32371504371089044,0.14218882982646086,0.0033393569458602945,0.006128143838783906,0.8959441108062536,0.9580835418311151,0.9879496787647712,1.0066150931618472,1.0066150931618472,-0.0,-0.03666478753357616,0.3075171004307199,-0.031973087460080984,-0.005514657406169521,-0.0022310602386272915,-0.03581912791841346,0.04938271604938271,0.03519218134034163,-0.0,-0.0,-0.0,0.0,-5404.874,-124.11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.1852170317877591,-0.2708427984706853,000210,,,,,,
6,210,DL_Holdings,화학,2023,Q1,-0.2313142548895062,-0.00014259258833293487,-0.019953491707574766,-0.07306711550432898,0.06284600227578374,-0.0068240155000696134,-0.012220418857342707,-0.02256646130361628,-4.259523079211761,-7.732858770467139,4.630291876861132,4.360572988884869,4.360572988884869,-0.0,0.06574985916464571,0.11353477832962133,0.06294645789640896,-0.004395562960080701,0.12061758935426237,0.06497623491867566,0.05813953488372092,0.08337411073888668,-0.0,-0.0,-0.0,0.0,0.9998758351388263,0.9824485154902677,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0037464237313656785,-0.1852170317877591,000210,,,,,,
7,210,DL_Holdings,화학,2022,Q4,-0.1424620706888151,0.03210792841390675,0.019265448788145068,0.01190552315439286,-0.014317778214707921,-0.0007039874681282754,0.007154929037306301,0.023144962140460024,-1.6847636972290565,-44.44713339859533,-33.402745819557964,-33.281615784701046,-33.281615784701046,-0.0,0.08467016206546274,0.11456608043309557,-0.01431559495807777,0.004520310424048435,-0.11445954938682568,0.08414558489005308,-0.023809523809523725,0.12070563315019511,0.2094115414719765,0.06882836875961051,-0.0,0.0,0.08464935055313438,0.0843761736011912,-0.0960264900662251,-0.2107708008984004,-0.8455228981544769,-0.09090909090909083,-0.09090909090909083,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.1133258648703858,0.0037464237313656785,000210,,,,,,
8,210,DL_Holdings,화학,2022,Q3,0.05241958919171408,0.006237330355696069,0.009787643938270807,0.10379403716346847,-0.0008709658369132622,0.05634268692457012,0.0001117024765715513,0.00020523442456932273,0.8760892665254296,0.9951645335051398,1.0162392210580276,1.0226380016722612,1.0226380016722612,-0.0,-0.02815663093043841,-0.09093510066157107,-0.06411636151380273,-0.003895125891120621,-0.0359464250541639,-0.02779144307122383,0.023255813953488302,0.11299650647329962,-0.0,-0.0,-0.0,0.0,-0.02814282589772521,-0.027961652058559494,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.3278752199402504,-0.1133258648703858,000210,,,,,,
9,210,DL_Holdings,화학,2022,Q2,-0.12016751582415197,0.01057347861440161,0.0016153301357890726,-0.2640774032329851,0.269711302916408,0.05054860669695027,-0.004958758453892376,-0.009089237485680357,0.7062160536563455,0.727788584620631,0.7565988118401423,0.8025772407205946,0.8025772407205946,-0.0,-0.05705919443081431,-0.38636857995042173,-0.045732630383092276,-0.007975770342554478,-0.2746673361787626,-0.056550678111290775,0.033707865168539186,-0.13207484462760455,-0.0,-0.0,-0.0,0.0,-0.05703925171629454,-0.05677759817926398,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.08271770554543821,0.3278752199402504,000210,,,,,,
10,210,DL_Holdings,화학,2022,Q1,-0.7231827466233793,0.015345980421482053,-0.01444402741691908,-0.1249335031005856,0.19231050073957412,0.08654308511735387,-0.021308956872318374,-0.03958622507782028,-8.285238206088984,55.80133618385497,7.883590685622951,3.7654292732750974,3.7654292732750974,-0.0,-0.038756097680601176,-0.09364288108448604,-0.018637728474920623,-0.004832000385876389,-0.14767324592997877,-0.03864674909181387,0.09183673469387776,-0.2602194672474454,-0.0,-0.0,-0.0,0.0,-0.03875121229016387,-0.038687118969157996,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.17137325112026716,0.08271770554543821,000210,,,,,,
11,210,DL_Holdings,화학,2021,Q4,0.009726557311010686,-0.017072759320268638,-0.015963712174731803,0.012440372979436454,-0.10401204579725531,-0.062251051853195793,0.009170287232970531,-0.005060249794284877,-0.6657415766444117,-0.07453537583599856,-2.5106245413369597,-7.307078446936432,-7.307078446936432,-0.0,-0.08278499315423726,-0.4025512712822732,-0.020007078311950588,-0.015938933266124167,-0.16812521036687933,-0.08222487497304898,-0.02083333333333348,-0.08325393584683072,0.13925523661753292,0.5189743091659846,0.39781942528735637,0.0,-0.08276170351646583,-0.08245625054406602,-1.0516304347826089,-0.0,-0.0,-0.1098732341568669,-0.6917293233082706,-0.0,-0.09502399248881654,-1.1049000421735187,-1.498020719414181,-0.0,0.0,0.0,0.4134197150259067,-0.19956243863578238,0.41412424870466313,-0.19957784630356024,-0.19957784630356,-0.19957784630356,0.037025635088381484,-0.17137325112026716,000210,,,,,,
12,210,DL_Holdings,화학,2021,Q3,0.1647415356055898,0.003138432443374972,0.011056633423207396,-0.03441725810658802,0.08773736847822,0.04739616971563476,0.001180121833060599,0.002089349424848286,0.05718663890455722,0.23927399922491577,0.014163016165368969,1.4531009119782539,1.4531009119782539,-0.0,-0.07021369383666332,-0.01761921683046319,-0.034507991437758845,-0.0003381422427111147,0.05306772908366497,-0.06937716438105035,0.1504424778761062,-0.06736077481840197,-0.0,-0.0,-0.0,0.0,-0.07018105373607408,-0.06975314989936798,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.07004387002847312,-0.0,-0.07004386161768572,-0.07004386161768594,-0.07004386161768594,-0.14639707310796124,0.037025635088381484,000210,,,,,,
13,210,DL_Holdings,화학,2021,Q2,0.7529936177372143,-0.36095770333593946,-0.11465214207509677,0.11684000081182022,0.11562646146414468,0.1160275978500851,-0.002348959189494071,-0.19137046851504946,-0.27211281001830767,0.4429539744119022,0.10998519542548313,0.969418371727144,0.969418371727144,-0.24810043938157889,-0.06525767207339594,-0.7421096287815034,-0.007129469356493168,-0.013438380398341998,-0.11734330484330613,-0.06502616415047213,0.11023622047244086,-0.131754905184698,-0.0,-0.0,-0.0,0.0,-0.06525166203089072,-0.06517287809662808,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.06522640304891825,-0.0,-0.065226401500317,-0.065226401500317,-0.06522640150031678,0.0,-0.14639707310796124,000210,,,,,,
14,210,DL_Holdings,화학,2021,Q1,0.9008374133447825,0.07226056862978081,0.6741957346080663,0.9616795075579643,0.4410104661536678,0.8982039046746932,-0.07629522985208492,-0.21501002569757688,1.0020761368179334,0.9877566644656246,0.9888505783983325,29.50336406734437,29.50336406734437,0.4913643707093821,-0.11400380893829642,-2.0127382750040668,0.003980375432345529,-0.015428372481669506,-0.17195325542571194,-0.07231825865355468,-0.016000000000000014,-0.3732219462632649,-0.0,-0.0,-0.0,0.0,-0.1125029213782962,-0.09319571128094584,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.1062389648773836,-0.0,-0.10623858300329725,-0.10623858300329725,-0.10623858300329725,-0.19171648502920763,0.0,000210,,,,,,
15,210,DL_Holdings,화학,2020,Q4,-0.6618756494383782,0.5087750210508719,-0.006063686070442609,-1.5221598460140027,0.27702067721591506,-0.9350844639581604,0.005284766133762053,0.6537669268142612,3.769725790397335,4.623264844103332,4.747324613378051,1.1348901715069177,1.1348901715069177,-0.0,-0.008638251148252118,0.3780443147289393,0.058580425595368135,-0.015741758304966824,-0.13205764233403983,-0.015372275387599998,-0.04166666666666674,-0.030879044146171264,-0.746969307415116,0.07406776253043201,-0.957572985207007,0.0,-0.008852546623058899,-0.0116173560559798,-0.07602339181286544,-0.0,0.0003416467372736598,-0.0,0.0003416467372736598,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.009747893033871247,-0.0,-0.009747947665963874,-0.009747947665963874,-0.009747947665963874,-0.16497508699337587,-0.19171648502920763,000210,,,,,,
16,210,DL_Holdings,화학,2020,Q3,0.027074052709523344,-0.01993268182415253,0.0012882442057211563,0.11131617765893631,-0.20464789439696074,0.02813969549324702,-0.022766799887414146,-0.01870200059621485,0.15752861309397181,0.4176607131754714,-0.066732876776612,-0.24637209718765907,-0.24637209718765907,-0.0,-0.12801696835853216,-29.267844017171594,0.026207921096291442,-0.022088428967425466,0.01328671328671327,-0.12128584005311471,0.032258064516129115,-0.464159945473134,-0.11422215340082476,-0.0,-0.11087065570217303,0.0,-0.1277665656886917,-0.12454584775903066,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.12672156151641611,-0.0,-0.12672149781162,-0.12672149781162,-0.12672149781162,-0.12696123473662732,-0.16497508699337587,000210,,,,,,
