,name,year,quarter,sector,Relative Return,매출액 변화율,특정 증권 등 소유 수 변화율,자본총계 변화율,이익잉여금 변화율,총포괄손익 변화율,특정 증권 등 소유 증감 수 변화율,법인세차감전 순이익 변화율,비유동부채 변화율,영업이익 변화율,Label,Code
7,DL_Holdings,2022,Q4,화학,-0.1133258648703858,-1.6847636972290565,0.08464935055313438,0.023144962140460024,0.007154929037306301,0.08467016206546274,0.0843761736011912,-33.402745819557964,-0.014317778214707921,-44.44713339859533,0.0037464237313656785,000210
7,Hanwha_Corp,2022,Q4,화학,0.0308205276457557,-1.0237581106037599,0.08272493707925532,0.07335675173455869,-0.15450970115248253,0.08272493707925521,0.08272493707925532,-5.698296095345506,-0.49053800607483966,-0.6141985109911436,0.009056768558951885,000880
7,Nexen_Tire,2022,Q4,화학,0.43506594341939125,0.044978745924328045,0.0,-0.049250875228812774,-0.053728554962027664,0.08411344346066096,0.0,7.015557507342823,0.2543610550874613,3.3224043843119992,-0.1669432314410481,002350
7,KCC,2022,Q4,화학,-0.10755655970170737,-0.06859721194108626,0.08360745134249548,-0.04435446190257708,-0.0473990646452207,0.08360745134249548,0.08360745134249559,1.5718718836202623,0.10289585772217857,0.22897179933913603,-0.1467304654836013,002380
7,AmoreG,2022,Q4,화학,-0.1953760041461518,0.08410117241048443,0.08410117241048454,-0.06823318327282735,-0.1017160969475237,0.08410117241048443,0.08410117241048454,141.48871777387623,-0.14783534822077682,32.69608720422283,0.26614500385306955,002790
7,Korea_Shell_Petroleum,2022,Q4,화학,0.09474644483344002,-0.1354203233313902,0.0,-0.0529862973545463,-0.05673820537103991,0.08414532772487882,0.0,0.18196404007997924,0.6200809399011091,0.06363550528105444,-0.06968156815504406,002960
7,Taekwang_Industrial,2022,Q4,화학,-0.13026489303504069,0.04617889330012803,0.08410135322263101,0.02263869007955166,0.02908236597900582,0.08410135322263113,0.08410135322263101,-56.12765770502186,0.0523571566354083,-2.358239215710386,0.05335805980715848,003240
7,Samsung_Fine Chemicals,2022,Q4,화학,-0.05705126970002132,0.21088241301150235,0.08412168662222508,0.028546023493103423,0.03700585211190055,0.08412168662222519,0.08412168662222508,1.284030426677689,0.0903962733636191,0.6297809212929583,-0.015176446988751294,004000
8,Korea_Petrochemical_Ind,2022,Q4,화학,-0.06991258951200548,0.23207160483950906,0.0841310683918004,0.04384064785577568,0.052334205675730106,0.0841310683918004,0.0841310683918004,-1.0869246681785092,0.3822129248219064,-0.8346370304168316,0.6242050939178035,006650
8,Kukdo_Chemical,2022,Q4,화학,-0.04837600414615183,0.1336868750046033,0.08414795098220562,0.012363322817233846,0.004696169466216205,0.08414795098220562,0.08414795098220551,1.1103918126899193,-0.02609377367734611,0.4849462906977279,-0.03531292145252917,007690
7,Seohung,2022,Q4,화학,0.07019081613034588,0.2226526728827838,0.0,0.012597988617758737,0.013203907256153946,0.08414465784437586,0.0,1.188460383610321,0.032541368325591846,0.8270457347971575,0.02971306715926293,008490
7,Hanwha_Solutions,2022,Q4,화학,0.31461916574059035,0.02745942327164863,0.08235531731994883,-0.010644482050221837,-0.02623867523466572,0.07562623748892217,0.08030950252603097,0.44023589414584274,-0.039082278443004936,0.6195236043303264,-0.12296066215977364,009830
7,S-Oil,2022,Q4,화학,-0.12113210170712742,0.04753200446676309,0.08383730351784113,-0.02862853460610104,-0.03580663326459543,0.08383730351784113,0.08383730351784124,13.525538813656304,-0.014333491430561951,1.3151834489019676,-0.03229151951660891,010950
7,Lotte_Chemical,2022,Q4,화학,-0.12233255990113363,0.08721149474106615,0.08281216558280846,0.04386033263854061,0.04693939626215937,0.08281216558280857,0.08281216558280868,9.055896988954538,0.050627385226812316,0.04464773303698988,0.2754767435070017,011170
7,Kumho_Petrochemical,2022,Q4,화학,-0.08931194720665005,0.12929583551260315,0.08404599373433486,-0.03907166937087303,-0.03449124636111578,0.08404599373433486,0.08404599373433497,0.3852189085443387,-0.13741781761947336,0.46108575679807906,0.05997984548202881,011780
7,SKC,2022,Q4,화학,-0.2852566011610772,66.03612322443155,0.08416414656306082,0.1332157842749797,0.046906831819401806,0.08416414656306082,0.08416414656306082,1.026467391301333,-0.09523960303129586,2.4592590962007828,0.031634967611084586,011790
8,Hansol_Chemical,2022,Q4,화학,-0.07393758050083162,-0.060270993315138854,0.08414050751373747,-0.03669645531988808,-0.03704016883045136,0.08414050751373725,0.08414050751373736,0.4580665062643211,0.03904408689811123,0.28956626950843145,0.0584190873995316,014680
7,Dongwon_Systems,2022,Q4,화학,-0.07864873141887908,0.14930358451879067,0.08413896466409931,-0.00901375040040886,-0.0006191255625076497,0.08413896466409942,0.08413896466409942,1.0927346695636113,0.011778815904124995,0.36456712392307,-0.13241164102710476,014820
7,UNID,2022,Q4,화학,-0.045190387172995464,0.9017439374540251,0.0841502197404499,0.2101913592247,-0.012986610290667278,0.08415021974044978,0.0841502197404499,1.1327259768652547,0.1466813200796644,1.1706184902099073,-0.19132680836841617,014830
7,Namhae_Chemical,2022,Q4,화학,-0.088553181323329,0.08350777754073846,0.0,0.04760488693888765,0.05717457640830792,0.08415286168497649,0.0,2.913871951546319,0.157614910586797,2.5416897285552045,-0.0038479933458100187,025860
7,LG_Household & Health Care,2022,Q4,화학,0.01950634879502465,0.13385109896724479,0.08411373607230643,0.032000963139171446,0.03359962024588681,0.08411373607230643,0.08411373607230654,2.6559184459044207,0.16481141209125294,0.47383126972063183,0.10766736045926341,051900
7,LG_Chem,2022,Q4,화학,0.1273836857763288,0.24059787801904509,0.08203866640388202,0.01838617169764789,0.02888940553656505,0.08808446233982181,1.5521698118109233,2.18697880710279,0.04394503162930108,2.4895305022497096,0.08195786746005078,051910
7,Huchems,2022,Q4,화학,0.024267560210283826,0.14276615333731257,0.08414188458687899,-0.003934763434886079,-0.010198740755337887,0.08414188458687888,0.08414188458687899,0.8888292505324782,0.07966031248492333,0.6033670162813318,0.03292553496315136,069260
7,Kumho_Tire,2022,Q4,화학,0.029385631961041415,0.03049874335645575,0.08414265760296036,0.15727683541259252,-0.10189979928324377,0.08414265760296036,0.08414265760296036,-0.789287565881112,0.05617408594946316,2.7049749732214856,-0.18460790209973074,073240
7,Able_C&C,2022,Q4,화학,-0.04305539345912891,-0.010897700626802065,0.08414514812943619,0.010441804111748554,3.524764051759931,0.08414514812943619,0.08414514812943619,0.9411133449476817,-0.2636040968596882,-2.1345190465369015,0.1284119598157825,078520
7,Huvepharma,2022,Q4,화학,-0.08394919366849389,0.13573090326039272,0.08414641272414836,0.06293390952190714,0.13065627309852867,0.08414641272414836,0.08414641272414825,-0.7476159785855723,-0.13212378435006755,-0.9668187762389313,-0.13517427837245605,079980
7,Amorepacific,2022,Q4,화학,-0.13571060490660808,-0.06423297266135575,0.08396217787473403,-0.0016895242080461337,-0.0016297617664817743,0.08396217787473403,0.08396217787473415,1.1142373311663691,-0.08012056984639826,-0.09928240829806234,0.2988462422431624,090430
7,Huvis,2022,Q4,화학,-0.2456106011662289,0.0015294321205737704,0.08414359708981345,-0.10316389446800378,-0.051212345105674295,0.08414359708981345,0.08414359708981345,-0.033010725145425024,0.05895512027482419,0.49142426462119393,-0.13254918946406774,093370
7,SK_Innovation,2022,Q4,화학,-0.16202612674069822,0.08021279078020394,0.08154072984121352,-0.002908853899077135,-0.004592389365216887,0.08154072984121341,0.08154072984121352,0.8651105007648524,-0.028580344066869268,0.6001128398447828,0.023599536234609742,096770
7,LG_Hausys,2022,Q4,화학,-0.14250807961784995,0.021323096244602602,0.0841315261583413,0.06024351929794325,0.49107257960551765,0.08413152615834141,0.08413152615834141,-1.7224070796460178,0.07364876517807284,1.4637045585689556,-0.06997353447135114,108670
7,Lock_&_Lock,2022,Q4,화학,-0.024222548464777352,0.050255244440642,0.08414758989624616,0.1627228774979893,0.37620375923308225,0.08414758989624604,0.08414758989624616,-5.392890954934074,0.28049913483436684,-0.026213828685497376,-0.10691012362472452,115390
7,Kolon_Industries,2022,Q4,화학,-0.1147658346546264,-0.11962567766074805,0.08406764904006625,0.016007060924006278,0.05193834150057042,0.08406764904006625,0.08406764904006625,2.481768813484588,0.037162840470148395,0.11147097127651573,-0.0577357722335889,120110
7,Hankook_Tire_&_Technology,2022,Q4,화학,0.13773113871099105,0.15303798592682794,0.0,-0.0044201490191910775,-0.010478903864202804,0.08402362221260906,0.0,1.3121054331798352,0.11579070693743243,22.38009416609441,-0.13575511262916692,161390
7,KOLMAR_Korea,2022,Q4,화학,0.09391500114485347,0.06586493703633511,0.08414281082583164,0.08151480322357318,0.1288758147195913,0.08414281082583164,0.08414281082583186,3.8352387146113234,0.012057549249833266,-1.0605403673380263,0.09824001463225031,161890
