code,name,sector
30,우리은행,
50,경방,
70,삼양홀딩스,
80,하이트진로,
100,유한양행,
120,CJ대한통운,
140,하이트진로홀딩스,
150,두산,
210,대림산업,
230,일동제약,
240,한국타이어월드와이드,
270,기아차,
480,조선내화,
640,동아쏘시오홀딩스,
660,SK하이닉스,
670,영풍,
720,현대건설,
810,삼성화재,
880,한화,
1040,CJ,
1120,LG상사,
1230,동국제강,
1430,세아베스틸,
1680,대상,
1740,SK네트웍스,
1800,오리온,
2240,고려제강,
2270,롯데푸드,
2350,넥센타이어,
2380,KCC,
2790,아모레G,
2960,한국쉘석유,
3000,부광약품,
3030,세아제강,
3200,일신방직,
3240,태광산업,
3300,한일시멘트,
3410,쌍용양회,
3450,현대증권,
3490,대한항공,
3520,영진약품,
3550,LG,
3570,S&T중공업,
3620,쌍용차,
3920,남양유업,
4000,삼성정밀화학,
4020,현대제철,
4150,한솔홀딩스,
4170,신세계,
4370,농심,
4490,세방전지,
4700,조광피혁,
4710,한솔테크닉스,
4800,효성,
4990,롯데제과,
5090,삼광글라스,
5180,빙그레,
5300,롯데칠성,
5380,현대차,
5440,현대그린푸드,
5490,POSCO,
5610,삼립식품,
5740,크라운제과,
5830,동부화재,
5850,에스엘,
5930,삼성전자,
5940,NH투자증권,
6120,SK케미칼,
6260,LS,
6280,녹십자,
6400,삼성SDI,
6650,대한유화,
6800,대우증권,
7070,GS리테일,
7310,오뚜기,
7340,동아타이어,
7570,일양약품,
7690,국도화학,
7860,서연,
8060,대덕전자,
8490,서흥,
8770,호텔신라,
9150,삼성전기,
9240,한샘,
9290,광동제약,
9540,현대중공업,
9580,무림P&P,
9680,모토닉,
9830,한화케미칼,
10060,OCI,
10120,LS산전,
10130,고려아연,
10140,삼성중공업,
10620,현대미포조선,
10690,화신,
10780,아이에스동서,
10950,S-Oil,
11070,LG이노텍,
11170,롯데케미칼,
11200,현대상선,
11210,현대위아,
11780,금호석유,
11790,SKC,
12330,현대모비스,
12450,한화테크윈,
12630,현대산업,
12750,에스원,
14680,한솔케미칼,
14820,동원시스템즈,
14830,유니드,
15760,한국전력,
16360,삼성증권,
17670,SK텔레콤,
17800,현대엘리베이,
18260,삼성에스디에스,
18880,한온시스템,
19680,대교,
20000,한섬,
20150,일진머티리얼즈,
21240,코웨이,
23530,롯데쇼핑,
24110,기업은행,
25540,한국단자,
25860,남해화학,
28050,삼성엔지니어링,
28260,삼성물산,
29530,신도리코,
29780,삼성카드,
30000,제일기획,
30200,KT,
32640,LG유플러스,
32830,삼성생명,
33530,세종공업,
33780,KT&G,
33920,무학,
34020,두산중공업,
34120,SBS,
34220,LG디스플레이,
34730,SK,
35250,강원랜드,
35420,NAVER,
36460,한국가스공사,
36570,엔씨소프트,
36580,팜스코,
37620,미래에셋증권,
42660,대우조선해양,
42670,두산인프라코어,
42700,한미반도체,
47040,대우건설,
47050,대우인터내셔널,
47810,한국항공우주,
49770,동원F&B,
51600,한전KPS,
51900,LG생활건강,
51910,LG화학,
52690,한전기술,
55550,신한지주,
60980,한라홀딩스,
64350,현대로템,
64960,S&T모티브,
66570,LG전자,
68870,LG생명과학,
69260,휴켐스,
69620,대웅제약,
69960,현대백화점,
71050,한국금융지주,
73240,금호타이어,
78520,에이블씨엔씨,
78930,GS,
79430,현대리바트,
79980,휴비스,
82740,두산엔진,
84870,베이직하우스,
86280,현대글로비스,
86790,하나금융지주,
88350,한화생명,
90430,아모레퍼시픽,
93050,LF,
93370,후성,
96770,SK이노베이션,
97230,한진중공업,
97950,CJ제일제당,
103140,풍산,
104700,한국철강,
105560,KB금융,
105630,한세실업,
108670,LG하우시스,
111770,영원무역,
114090,GKL,
115390,락앤락,
120110,코오롱인더,
128940,한미약품,
138930,BNK금융지주,
139480,이마트,
145990,삼양사,
161390,한국타이어,
161890,한국콜마,
170900,동아에스티,
185750,종근당,
192820,코스맥스,
