code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익
3200,일신방직,경기소비재,2015,Q4,2016-03-30,"173,901,724,533","388,112,249,759","562,013,974,292","51,457,592,970","20,824,696,168","72,282,289,138","12,000,000,000","465,985,901,788","489,731,685,154",319529090917,11850143657,16101405339,12357381352,12357381352,
3200,일신방직,경기소비재,2016,Q1,2016-05-16,"185,248,536,380","387,599,502,583","572,848,038,963","62,773,803,926","20,906,932,734","83,680,736,660","12,000,000,000","464,774,417,857","489,167,302,303",73586984536,2225173965,5480600060,4636486069,4636486069,
3200,일신방직,경기소비재,2016,Q2,2016-08-16,"171,519,708,737","386,278,311,923","557,798,020,660","44,150,776,649","20,734,496,067","64,885,272,716","12,000,000,000","468,746,801,808","492,912,747,944",87862767242,3883532098,4999054430,3972383951,3972383951,
3200,일신방직,경기소비재,2016,Q3,2016-11-14,"173,649,973,754","386,072,225,271","559,722,199,025","45,051,563,414","20,965,965,640","66,017,529,054","12,000,000,000","468,632,489,076","493,704,669,971",80977149590,1661559632,-123865631,-114312732,-114312732,
3200,일신방직,경기소비재,2016,Q4,2017-03-31,"179,600,562,830","388,060,008,638","567,660,571,468","48,543,603,018","21,064,598,804","69,608,201,822","12,000,000,000","472,554,654,986","498,052,369,646",80774781740,4910697251,5026098969,3922165910,3922165910,
3200,일신방직,경기소비재,2017,Q1,2017-05-15,"174,978,529,019","390,464,094,534","565,442,623,553","53,448,903,589","20,920,556,352","74,369,459,941","12,000,000,000","466,090,022,405","491,073,163,612",83714353873,2405573001,5500446801,82293819,82293819,
3200,일신방직,경기소비재,2017,Q2,2017-08-14,"174,949,344,873","388,352,525,948","563,301,870,821","49,641,484,222","20,308,397,502","69,949,881,724","12,000,000,000","468,561,627,045","493,351,989,097",86736174894,2188597344,3170880591,2471604640,2471604640,
3200,일신방직,경기소비재,2017,Q3,2017-11-14,"168,632,650,753","390,564,722,282","559,197,373,035","45,325,178,670","20,051,150,961","65,376,329,631","12,000,000,000","468,580,967,203","493,821,043,404",83650327307,-647349570,37503037,19340158,19340158,
3200,일신방직,경기소비재,2017,Q4,2018-03-30,"168,607,460,731","388,568,716,033","557,176,176,764","44,684,272,425","20,032,344,257","64,716,616,682","12,000,000,000","468,170,208,673","492,459,560,082",82470979883,-8251143,225327400,-410758530,-410758530,
3200,일신방직,경기소비재,2018,Q1,2018-05-15,"176,398,329,661","382,609,483,860","559,007,813,521","43,358,693,029","20,642,508,219","64,001,201,248","12,000,000,000","474,610,576,065","495,006,612,273",88308118666,3342081143,7131857062,6108230017,6108230017,
3200,일신방직,경기소비재,2018,Q2,2018-08-14,"186,924,869,101","386,750,497,254","573,675,366,355","51,106,612,509","21,701,722,277","72,808,334,786","12,000,000,000","479,766,277,071","500,867,031,569",99453583167,4960916472,6607925387,5155701006,5155701006,
3200,일신방직,경기소비재,2018,Q3,2018-11-14,"177,435,240,339","391,339,531,926","568,774,772,265","44,368,904,895","21,334,661,170","65,703,566,065","12,000,000,000","482,701,027,774","503,071,206,200",78293255039,2048978337,3756596640,2934750703,2934750703,
3200,일신방직,경기소비재,2018,Q4,2019-04-01,"175,362,418,465","396,765,078,904","572,127,497,369","50,694,194,860","21,113,814,714","71,808,009,574","12,000,000,000","480,023,747,905","500,319,487,795",76143667726,-1714876700,-2703637225,-2677279869,-2677279869,
3200,일신방직,경기소비재,2019,Q1,2019-05-15,"183,652,734,824","398,337,199,047","581,989,933,871","65,694,365,255","20,748,769,103","86,443,134,358","12,000,000,000","475,577,701,678","495,546,799,513",81065730625,-2362017783,178883726,146365773,146365773,
3200,일신방직,경기소비재,2019,Q2,2019-08-14,"177,244,174,584","399,499,227,939","576,743,402,523","57,984,117,769","22,626,493,101","80,610,610,870","12,000,000,000","476,484,210,499","496,132,791,653",81859137682,788713804,1327816826,906508821,906508821,
3200,일신방직,경기소비재,2019,Q3,2019-11-14,"162,795,699,289","403,757,723,377","566,553,422,666","45,765,530,213","24,853,940,407","70,619,470,620","12,000,000,000","476,834,046,513","495,933,952,046",76713298478,290980876,638898829,349836014,349836014,
3200,일신방직,경기소비재,2019,Q4,2020-03-30,"161,000,055,454","393,625,532,701","554,625,588,155","41,910,558,630","26,003,101,637","67,913,660,267","12,000,000,000","469,434,909,021","486,711,927,888",81123960538,313802890,-7176866693,-7399137492,-7399137492,
3200,일신방직,경기소비재,2020,Q1,2020-05-15,"171,763,473,041","395,397,157,791","567,160,630,832","56,286,796,376","24,828,381,798","81,115,178,174","12,000,000,000","469,741,016,809","486,045,452,658",78851536876,2584975531,4727434904,3725170288,3725170288,
3200,일신방직,경기소비재,2020,Q2,2020-08-14,"164,355,433,938","396,436,140,347","560,791,574,285","51,935,585,871","24,290,105,366","76,225,691,237","12,000,000,000","468,259,277,176","484,565,883,048",61611432562,-1181062563,-1437834956,-1481739633,-1481739633,
3200,일신방직,경기소비재,2020,Q3,2020-11-16,"257,236,657,637","325,518,415,612","582,755,073,249","82,417,093,465","15,137,594,892","97,554,688,357","12,000,000,000","468,894,777,919","485,200,384,892",71760912602,-2060946750,1147798565,635500743,635500743,
