,name,year,quarter,sector,Relative Return,부채총계 변화율,영업이익 변화율,법인세차감전 순이익 변화율,매출액 변화율,비유동부채 변화율,비유동자산 변화율,Label,Code
28,하이트진로,2017,Q4,생활소비재,-0.07153284189618661,0.09982887031885124,-0.5259286216095589,-0.9459377665888548,-0.1441622781027092,-0.08452672996428379,-0.0030302297680568913,-0.04948171985198782,000080
28,대림산업,2017,Q4,건설,-0.11154265413313096,-0.10647172902937918,-1.0886000053583318,-2.6218715061606392,-0.041606055463758285,-0.08484241986593799,-0.03837015190205961,0.2129153988623319,000210
28,현대건설,2017,Q4,건설,0.20833757687430982,-0.06610956910596366,-0.253185432857401,-1.755852173363393,-0.00951180080072589,-0.029811040101401454,-0.022129381649396596,0.6705387223024034,000720
28,CJ,2017,Q4,생활소비재,-0.14833598925198915,0.025052965128609106,-0.04129277746012028,-0.010248276554823521,1.0266868513488867,-0.34741853558148783,0.0005426634733078917,0.06456432208947764,001040
28,대상,2017,Q4,생활소비재,0.12800909009407943,-0.07612117386864425,-0.6762672890457226,-1.1375765498773567,-0.1495729973994836,-0.03258289644425971,0.006247545486386175,0.02797127356775445,001680
28,오리온,2017,Q4,생활소비재,-0.011359168765704857,-0.9312553452367078,0.4521814558579045,-1.1448990495325388,0.45155240496746574,-0.9829185932862967,2.0868898080065463,-0.10431789820217621,001800
28,KCC,2017,Q4,건설,-0.10068709323209238,0.03764206291146843,-0.5694468047373742,-3.4397099658167303,-0.012433042425281093,-0.05235125417080344,-0.05006029106776133,0.12443459816796966,002380
28,아모레G,2017,Q4,생활소비재,-0.02698996648868756,0.07201502588079678,-1.9782001220304695,11.526382446725671,1.5766428984829721,0.08302487517460944,0.008014574683023357,-0.1360954223272263,002790
28,한일시멘트,2017,Q4,건설,-0.1328015080024008,0.014332597917792622,-0.3782433052052029,-1.3482534881106276,-0.3044179783158534,-0.03709779717454509,-0.0047064637445362045,0.6821430087532918,003300
28,남양유업,2017,Q4,생활소비재,0.05408139316911795,-0.008387080230521038,4.726440073137165,-0.9023135820116868,-0.05919045157517555,-0.18084116939856332,0.039206243256012296,-0.005378676854668178,003920
28,농심,2017,Q4,생활소비재,-0.06061892920748812,-0.10606446884516907,-0.5568154639094658,-0.45187898366809,-0.04050508507010464,-0.04251798088753578,-0.005549012165146805,0.05797105464624123,004370
28,빙그레,2017,Q4,생활소비재,0.024961978726841277,-0.3195029826190322,-1.0877371668512497,-0.5460250859338209,-0.3716402266828225,-0.29628455634469064,-0.008048803070420663,0.048984254228570764,005180
28,롯데칠성,2017,Q4,생활소비재,0.0,-0.35295237075474595,-1.3451299656681173,-2.9002913702528033,-0.30645669884694204,0.10632506453339707,0.02053853853605281,0.034072599802839096,005300
28,현대그린푸드,2017,Q4,생활소비재,-0.022020781458245577,0.050300970991637994,-1.3335558216462013,2.0654661153408687,-0.08922718606686919,0.2987261364360334,0.11635033936760153,0.09398526413280744,005440
28,삼립식품,2017,Q4,생활소비재,-0.14903348758140963,0.012367058570678546,3.9986521870142484,4.495471433573234,-0.032156731250339576,0.28827825767032067,-0.04317309691810711,-0.046527513696990264,005610
28,크라운제과,2017,Q4,생활소비재,-0.20175310955912837,0.25037642260524984,0.11580912051868775,1.7994593882083865,0.04427901665168488,0.7970204267977035,0.38927166101405186,0.3741074069379304,005740
28,GS리테일,2017,Q4,생활소비재,-0.10920171221904379,-0.1012280234482471,-0.791039922141652,-0.5367322851275199,-0.09193998463435715,-0.07616408635835425,0.008742354985624257,0.24640237284137154,007070
28,오뚜기,2017,Q4,생활소비재,0.001421906037824626,-0.12596940534286405,-0.34538666616497804,-0.5319454800763177,-0.11505084753713524,-0.5829216652642478,0.008200821908171951,0.03997906446173767,007310
28,아이에스동서,2017,Q4,건설,-0.10459321326294091,-0.023922172098811978,-0.33298130244030455,-0.6125926352940712,-0.1486825397694178,-0.013055268015280563,-0.018243361363502242,0.03992921953393652,010780
28,현대산업,2017,Q4,건설,0.05853474064697794,0.09044688685676383,0.14372560242074006,-0.17578634036576735,0.12602269150846612,-0.12516392282869726,-0.014849624293850283,0.19995508195308825,012630
