,name,year,quarter,sector,Relative Return,부채총계 변화율,영업이익 변화율,법인세차감전 순이익 변화율,매출액 변화율,비유동부채 변화율,비유동자산 변화율,Label,Code
20,하이트진로,2019,Q4,생활소비재,0.038010294575439196,-0.0364310175520145,-0.32379792221962045,-0.6039890403462096,0.05866835754624522,0.06666507750797845,-0.015803933380092117,0.30181752030032916,000080
20,대림산업,2019,Q4,건설,-0.16662607758445078,-0.004569867400844085,1.37402536244764,2.008886232301353,0.2952811171764389,0.18638158615593725,-0.020110822170772424,0.19286437081366153,000210
20,현대건설,2019,Q4,건설,-0.2516429718168658,-0.03254164161482709,-0.2896758680012512,-0.7732703042287173,0.1390201916364826,-0.04560347477712434,0.03921586617535744,0.2557628363509828,000720
20,CJ,2019,Q4,생활소비재,-0.12836156294329962,0.27409581398444205,-0.12717008443991185,0.09924160118006253,0.06926147537427907,-0.04370474166381266,0.04463898819980927,0.12774314746819232,001040
20,대상,2019,Q4,생활소비재,-0.17116254653552745,0.03757895647334042,-0.738569248994904,0.3052966724290622,-0.09057439999858086,0.055096231836364806,-0.02468428575655912,0.6107140407435353,001680
20,오리온,2019,Q4,생활소비재,-0.1504634047634513,0.3010996787218281,-0.7109621044324965,0.39434810743991977,-0.11929344676583042,-0.029336599325929136,0.0070893392689685975,0.17173407717340772,001800
20,KCC,2019,Q4,건설,-0.17376325794838146,0.3699947094662397,-0.7677524857585425,-2.0249492973072227,-0.7793335664015021,0.131583255089595,-0.05441813686215291,0.048837091118526965,002380
20,아모레G,2019,Q4,생활소비재,-0.14143855502809646,0.13778726906984073,-1.0277598210503645,-1.1801021900108184,0.15411624748508257,-0.08665535373111932,-0.01485964758394509,-0.0450300553801985,002790
20,한일시멘트,2019,Q4,건설,-0.1571609347295915,0.05501281530727731,1.8472702227816504,-137.56417192567355,-0.45409918115751235,0.04762509384213476,-0.03697653645565524,0.2601351701297078,003300
20,남양유업,2019,Q4,생활소비재,-0.21975698492432408,-0.03631631066540064,0.41140000653998987,1.3394534132214244,0.027408438748920627,-0.07789141231508145,0.0037003193138653856,-0.003714744304484721,003920
20,농심,2019,Q4,생활소비재,0.2389364481694069,-0.060108234384121495,0.11254193552394631,0.13584025996139792,0.027963332618129,0.04489957331691996,0.0047835587149041014,0.10675410669059096,004370
20,빙그레,2019,Q4,생활소비재,-0.04657183270994533,-0.19632073229909275,-1.0282709707470221,-0.9212056978829177,-0.29847881017690203,-0.11115987159819563,-0.01233540177520831,0.43685215692563384,005180
