,name,year,quarter,sector,Relative Return,부채총계 변화율,영업이익 변화율,법인세차감전 순이익 변화율,매출액 변화율,비유동부채 변화율,비유동자산 변화율,Label,Code
5,하이트진로,2023,Q3,생활소비재,0.06525524190560864,0.03160062933143459,4.940611665452566,-3.205327338075375,0.005466180006437282,0.1534918485429133,-3.427493868513043e-05,-0.14990381084427554,000080
5,대림산업,2023,Q3,건설,0.2218111008433589,0.031427936979379734,-0.5264353908541461,-0.7361398951841782,-0.3627070099941013,-0.07098992406158755,-0.0005905265150185635,-0.15609689068941437,000210
5,현대건설,2023,Q3,건설,0.034736884736884716,0.017479899129915877,0.04303602388749761,-0.046222116952057135,0.06348060046000481,0.1205083242367384,-0.017648932101706594,-0.15828329584792822,000720
5,CJ,2023,Q3,생활소비재,0.23725698679259047,0.255685799315158,-0.14509910933414283,0.1634556802666809,0.059302924628733544,0.025254475159158796,0.0316585615253433,0.10516296191705135,001040
5,대상,2023,Q3,생활소비재,0.20231955530211015,0.034810311891903645,0.3536436488145913,-0.010105261558042256,0.1057636148372354,0.0035075270613653675,0.006776147810416244,-0.18735620286412608,001680
5,오리온,2023,Q3,생활소비재,0.09904749246854505,0.011109873282791005,1.0013927105972225,1.8792747425188683,0.07764086580874863,0.0043341107601491125,0.0024569212130651774,-0.22410267205819728,001800
5,KCC,2023,Q3,건설,0.18342528553796159,-0.004618594333085646,0.12926194766884125,-0.23554274115309815,0.012763510158668945,-0.004017957292956731,0.0015873316166086227,0.023524832476839577,002380
5,아모레G,2023,Q3,생활소비재,-0.0855900374796735,-0.2026856366875761,-0.503452789422156,9.581751182603815,0.004215657553616969,0.052095060638998714,0.004821176994932896,-0.2113172777498022,002790
5,한일시멘트,2023,Q3,건설,0.08271480294657499,0.026496735419807793,0.8659530995685862,0.6309461549964945,-0.8284532544120867,-0.040162784990625644,-0.009962858018005338,0.03804570950805011,003300
5,남양유업,2023,Q3,생활소비재,0.08233999261266219,-0.0021297146588590277,-0.20357693672486876,-0.24469104758792593,-0.01906458558677937,-0.020107263389877117,-0.01590048318359938,0.12716429007244945,003920
5,농심,2023,Q3,생활소비재,0.24311145778868068,0.028383991939177955,0.2580793532881738,0.17289364870066337,0.018355636706757883,-0.028774285245781184,0.010359406527498782,-0.3832606228220312,004370
5,빙그레,2023,Q3,생활소비재,0.24468215121572648,0.08125898079842031,0.40739177148115324,0.4201807368831152,0.08249118129573252,-0.007632707849610565,-0.010765085323088952,-0.18555266399671505,005180
5,롯데칠성,2023,Q3,생활소비재,0.19770512006767577,-0.02776568342184893,0.5217877334208278,0.8983658356103472,0.0447503517944603,-0.0009405614736194279,-0.0016900598380182874,-0.29854025651173866,005300
5,현대그린푸드,2023,Q3,생활소비재,0.036903402736017006,0.22017626076546915,-0.919531746031746,-1.2273019417033089,0.7801466970252107,0.36594538993286485,0.36498291371777736,0.08749462331802357,005440
5,삼립식품,2023,Q3,생활소비재,0.0066272894141746405,-0.017734678205181376,-0.2589571196981666,-0.27412918993967705,-0.04392489708069802,-0.054087860571124025,-0.04518686145422213,-0.23143933308341808,005610
5,크라운제과,2023,Q3,생활소비재,0.002583117244771331,0.01473346099917805,-0.5703393990399928,-0.2536866168978088,0.028213504681165347,0.008199403998065291,-0.0004764024831023228,-0.06942558392178161,005740
5,GS리테일,2023,Q3,생활소비재,0.06785490497220799,-0.0010777409838197416,0.17123125898422997,0.5491216911370826,0.047659965535571835,-0.07722410995713103,0.008357404476413643,-0.23976420579566762,007070
5,오뚜기,2023,Q3,생활소비재,0.06850714615412441,0.016581155808231607,0.3259791396707197,0.3501210717392853,0.07620596875256891,0.006153775652151694,-0.0006264116097307593,-0.1020176622102293,007310
5,아이에스동서,2023,Q3,건설,-0.08898487636805394,0.0978942479271625,-0.2253404852184111,-0.5565238933170178,-0.29250083548134287,-0.12631444498651656,0.002928723043643444,-0.07860744815683732,010780
5,현대산업,2023,Q3,건설,0.12857257813764267,0.002305638568698587,0.8556654684057996,0.759267751405416,-0.005077728088159428,-0.22018222016269784,-0.011170366615043892,0.1477098837447005,012630
5,한국전력,2023,Q3,생활소비재,-0.014868313616894745,0.02242531205120324,-0.22634618119755368,-0.18218117948744894,0.2516407394113349,-0.02944168792407653,0.007404629751003755,0.3019371400496577,015760
5,삼성엔지니어링,2023,Q3,건설,-0.29408906514169675,-0.18783659367796812,-0.0773988115710581,-0.18449990735889443,-0.1379495166109369,-0.2319582143025377,-0.013519913380888648,-0.028978541419449444,028050
5,KT&G,2023,Q3,생활소비재,0.11667024549377489,0.45763445069671893,0.20564429195448852,0.25481421479272104,0.10589226623588943,4.400596526596545,0.061981736747718896,-0.08254307423163569,033780
5,무학,2023,Q3,생활소비재,0.018691673343267066,-0.24433623217506972,-0.33460501674106324,-0.6918882039281434,-0.033899681099560874,-0.18461131487913118,-0.2611486992422304,-0.17894331698613736,033920
5,한국가스공사,2023,Q3,생활소비재,-0.039048603936852,-0.010029877199261739,1.2174237050407242,0.5072553425225068,-0.028394588472587023,0.08167884352780663,0.016921216760542368,0.07310244983494102,036460
5,팜스코,2023,Q3,생활소비재,-0.188075508663744,0.021701610659500936,0.17929588104426775,-0.5547023275400906,-0.03714185183795338,-0.04905456142051656,0.0026889326148487047,-0.05737346969145729,036580
5,대우건설,2023,Q3,건설,-0.06295348459527567,-0.04207877559764761,0.10578265691887045,-0.22713447489688543,-0.0751827560666467,-0.03774742421915589,-0.008681316915268189,-0.19678400145945252,047040
5,동원F&B,2023,Q3,생활소비재,0.18256459923126583,0.26008985306874255,2.6823477144057115,4.520515888909837,0.25737382172868295,0.6905977322918218,0.07921191388774163,-0.10548364003736209,049770
5,LG생활건강,2023,Q3,생활소비재,-0.3125996810207337,0.10366794417359437,0.09018903295291825,0.1935363976253459,0.025610086487110495,-0.030087257281666724,0.0013607178162402533,-0.061355011607819664,051900
5,한전기술,2023,Q3,건설,-0.19749508046590675,-0.14489632461041724,-0.5473551076709027,-0.5885121316528943,-0.005828418527660695,0.020312070663261572,-0.01188251961580622,0.13818485055270086,052690
5,에이블씨엔씨,2023,Q3,생활소비재,-0.09271437782076081,0.7075784893195458,-0.3047490090561664,0.626586744887009,-0.03634338482330579,0.17775325639038964,0.07271219910883087,-0.2982381018225726,078520
5,아모레퍼시픽,2023,Q3,생활소비재,0.06293073325997384,0.022302482385275546,1.3806878682153263,2.189060990258262,0.01190746954770372,-0.0290088394013428,-0.005316234191624636,-0.26327996349326727,090430
5,CJ제일제당,2023,Q3,생활소비재,0.04023788741864315,-0.018807090213701194,1.5585622616929609,1.5190945683316381,0.14899305456908452,-0.1428382634764973,-0.005343025848300598,-0.15498298769793922,097950
5,LG하우시스,2023,Q3,건설,-0.16240975737543248,0.05943749952848343,-0.3034923117018504,-0.16531111551940747,-0.0756705722683838,-0.13610668012721794,-0.046446754544341995,-0.13188981158751095,108670
5,락앤락,2023,Q3,생활소비재,0.08561540590786357,0.14239114849726575,4.074660700644694,-0.8611723333909025,0.06516697065595745,0.006338727305879699,-0.004833656559076305,-0.07752359056629987,115390
5,이마트,2023,Q3,생활소비재,0.017565706024964257,0.07204682877916424,-5.270005743531652,-2.432257268253843,0.13264522681764013,0.10484667329970554,-0.007117239914996243,-0.21079048303497394,139480
5,삼양사,2023,Q3,생활소비재,0.10181730431730429,0.041038936595694686,-0.2584289975594324,0.5668046669175761,-0.06733360092646123,0.02032275206054046,0.029773787100686233,-0.005154027210595033,145990
5,한국콜마,2023,Q3,생활소비재,-0.1547298079252967,-0.05216403276659376,-0.6230760614525372,-0.6074550384469486,-0.2685242833999488,-0.4442227980458321,-0.005994014951709481,-0.16096412686321465,161890
5,코스맥스,2023,Q3,생활소비재,0.06628857327181348,-0.00422851613917663,-0.1497641901501251,0.30806854173049825,0.03492089929831055,-0.02144870899872653,0.020402422363093198,-0.25592196344361595,192820
