,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,유동부채변화율,Code
11,SK_Telecom,Telecommunications_&_Media,2021,Q4,0.3832225450904193,-0.005602681422332445,-0.14865886920177762,017670
11,KT_Corp,Telecommunications_&_Media,2021,Q4,-0.020132334947359665,-0.015743085163529624,-0.0855747351419911,030200
11,LG_Uplus,Telecommunications_&_Media,2021,Q4,-0.002553566720076672,-0.007023817742492167,-0.06932007709066901,032640
11,SBS_Media,Telecommunications_&_Media,2021,Q4,-0.0046682268721731646,-0.006034988992842827,-0.5431830825463297,034120
