,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,유동부채변화율,Code
31,SK_Telecom,Telecommunications_&_Media,2016,Q4,-0.011272637202128566,-0.0158317790634106,-0.2900757314357416,017670
31,KT_Corp,Telecommunications_&_Media,2016,Q4,-0.015916998591585463,-0.015218188609634975,-0.011001361940799148,030200
31,LG_Uplus,Telecommunications_&_Media,2016,Q4,-0.02498088025713807,-0.08692104064393602,-0.020139151253032006,032640
31,SBS_Media,Telecommunications_&_Media,2016,Q4,-0.033574019969413005,-0.062412366613367576,-0.11144578224139301,034120
