,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,유동부채변화율,Code
5,SK_Telecom,Telecommunications_&_Media,2023,Q2,0.0003459602914673843,-0.006791982639010152,0.07082612338038685,017670
5,KT_Corp,Telecommunications_&_Media,2023,Q2,-0.010547493061255908,-0.025215405405605962,0.06516400341016748,030200
5,LG_Uplus,Telecommunications_&_Media,2023,Q2,-0.02625839574318789,-0.04388937365535761,0.05361643913397529,032640
5,SBS_Media,Telecommunications_&_Media,2023,Q2,-0.020474689160560056,-0.025406731582557907,0.17861244645460417,034120
