,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,유동부채변화율,Code
32,SK_Telecom,Telecommunications_&_Media,2016,Q3,-0.021387877360414587,-0.018909219990580706,-0.02658651482792207,017670
32,KT_Corp,Telecommunications_&_Media,2016,Q3,-0.015621195208205707,-0.027972097158385445,0.01509370938782173,030200
32,LG_Uplus,Telecommunications_&_Media,2016,Q3,-0.02740362939585217,-0.11255236532312951,0.05491988738938869,032640
32,SBS_Media,Telecommunications_&_Media,2016,Q3,0.016907185963466742,0.022491625809599514,0.16686478674708383,034120
