,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,유동부채변화율,Code
13,SK_Telecom,Telecommunications_&_Media,2021,Q2,-0.04195937905438485,0.10799386813233736,0.04499795311835164,017670
13,KT_Corp,Telecommunications_&_Media,2021,Q2,-0.024082607232167375,-0.026380215016967412,0.12126464020631766,030200
13,LG_Uplus,Telecommunications_&_Media,2021,Q2,-0.025381712450247562,-0.0509336699988463,0.02724866415685978,032640
13,SBS_Media,Telecommunications_&_Media,2021,Q2,-0.0769053285635426,-0.10486651661513324,0.03093726009456077,034120
