,name,year,quarter,sector,Relative Return,이익잉여금 변화율,매출액 변화율,법인세차감전 순이익 변화율,자본총계 변화율,영업이익 변화율,Label,Code
27,SK텔레콤,2018,Q1,커뮤니케이션서비스,-0.06036099655273837,0.10304683751091126,-0.04026284613603526,1.7029799375028305,0.09382436960561624,-0.01606245919767646,0.25329261677180526,017670
27,제일기획,2018,Q1,커뮤니케이션서비스,0.07672048559557727,-0.08741173775061994,-0.1212545250925886,-0.6767147510086429,-0.10451152018512588,-0.6329989130409787,0.1291982357360479,030000
27,KT,2018,Q1,커뮤니케이션서비스,-0.015919384177789965,0.11085144575860939,-0.06079084753897779,-3.984092682219568,0.0905705892930806,4.051633315663928,0.12804049882701565,030200
27,LG유플러스,2018,Q1,커뮤니케이션서비스,0.02172645455697799,0.6563830459695321,-0.10516041837912393,0.1401418773162233,0.23383321143260494,-0.08625748546127732,0.33774745853397536,032640
27,SBS,2018,Q1,커뮤니케이션서비스,0.01635574230050323,-0.013367618090837086,-0.07264550626904775,-1.0697428700110532,-0.010498946716310131,-1.144675371126453,-0.20013132934481254,034120
27,NAVER,2018,Q1,커뮤니케이션서비스,-0.09113799412642466,0.047534682198802525,0.018551162686173184,-0.044611076098808655,-0.0015687914974150674,-0.07596117617600051,0.1451806233370187,035420
27,엔씨소프트,2018,Q1,커뮤니케이션서비스,-0.19370084818128563,-0.013146816247557869,-0.08173005069450168,0.3281786398069515,0.024272860290971865,0.14017498420893326,0.15361572200702928,036570
