접수번호,법인구분,회사코드,회사명,변동일,최대주주명,보유 주식 수,보유 지분율,변동원인,비고,결제일시,연도,분기
20160329000111,Y,00260383,대한유화,-,-,-,-,-,-,2015-12-31,2015,Q4
20170330001048,Y,00260383,대한유화,-,-,-,-,-,-,2016-12-31,2016,Q4
20180330003169,Y,00260383,대한유화,-,-,-,-,-,-,2017-12-31,2017,Q4
20190329003092,Y,00260383,대한유화,-,-,-,-,-,-,2018-12-31,2018,Q4
20200327002133,Y,00260383,대한유화,-,-,-,-,-,-,2019-12-31,2019,Q4
20210311001060,Y,00260383,대한유화,-,-,-,-,-,-,2020-12-31,2020,Q4
20220310001198,Y,00260383,대한유화,-,-,-,-,-,-,2021-12-31,2021,Q4
20230309000833,Y,00260383,대한유화,-,-,-,-,-,-,2022-12-31,2022,Q4
20240307000479,Y,00260383,대한유화,-,-,-,-,-,-,2023-12-31,2023,Q4
20250306000568,Y,00260383,대한유화,-,-,-,-,-,-,2024-12-31,2024,Q4
