,name,year,quarter,sector,Relative Return,소비자물가지수 변화율,자산총계 변화율,비유동부채 변화율,영업이익 변화율,매출액 변화율,이익잉여금 변화율,Label,Code
34,대림산업,2016,Q2,건설,-0.015144660421478967,-0.027027232119385514,0.0053597240562808235,0.06521745957130287,1.016410796698589,0.14655929713947713,0.0034195489020401038,-0.01695130941694848,000210
34,현대건설,2016,Q2,건설,0.02257622244255246,-0.027027232119385514,0.027476181608819816,0.00779332097730423,0.14653702594350482,0.1482557663727011,0.022739021498932033,0.17336626894697518,000720
34,KCC,2016,Q2,건설,-0.02140646831967888,-0.027027232119385514,-0.02887315234754817,-0.05874469977218333,0.2200061365129613,0.14704468196155118,0.011500376657158862,-0.055202335069408956,002380
34,한일시멘트,2016,Q2,건설,-0.2802891170932226,-0.027027232119385514,0.0037838798926037587,0.26878467567263664,33.520585131954505,0.2864438166244312,0.017466138349566895,-0.0743844073816016,003300
34,아이에스동서,2016,Q2,건설,0.21964518954462248,-0.027027232119385514,0.1266669729077603,0.21065455151657808,0.5571778487722643,0.4891083760894612,0.1936813436192446,-0.18481327166520314,010780
34,현대산업,2016,Q2,건설,-0.043726091106808855,-0.027027232119385514,0.03787428480873878,-0.004821802759424565,1.28059832084594,0.3085916679344394,0.051717214834727576,0.06545321633288634,012630
34,삼성엔지니어링,2016,Q2,건설,-0.09026630771118492,-0.027027232119385514,-0.004796163236055695,-0.4220106638592216,-3.8119216076219877,0.4625472366011316,-0.19878020857576584,-0.05733214760499251,028050
34,대우건설,2016,Q2,건설,-0.08927410156238276,-0.027027232119385514,-0.02550923106484182,-0.1519311414275909,0.6892331338339026,0.1747293522848059,0.10778393128749086,0.06518944236306617,047040
34,한전기술,2016,Q2,건설,0.01573136135614317,-0.027027232119385514,-0.031223959975329563,0.08316334380034718,0.814575634498617,0.08511735834238743,0.046448072561549925,-0.26105645367625596,052690
34,LG하우시스,2016,Q2,건설,-0.2013511464513722,-0.027027232119385514,0.036355794678324616,0.011432153253020383,0.2619235384879135,0.13506432258233558,0.11077562302485067,-0.2470997956416369,108670
