Variable,VIF
const,1.2087452258814446
F_유동자산 변화율,1.825217406421771
F_비유동자산 변화율,2.2823315457366276
F_자산총계 변화율,3.22187210790534
F_유동부채 변화율,2.336720096654679
F_비유동부채 변화율,1.9315970233609607
F_부채총계 변화율,3.8572442387640824
F_이익잉여금 변화율,1.0132527939416596
F_자본총계 변화율,1.6062736646020348
F_매출액 변화율,1.0658438529131458
F_영업이익 변화율,1.0704979919921565
F_법인세차감전 순이익 변화율,1.111318162599044
F_당기순이익 변화율,inf
F_당기순이익(손실) 변화율,inf
M_소비자물가지수 변화율,1.5001828780344195
M_환율 변화율,37.420977211965734
M_GDP 변화율,111.01816995501405
M_금리 변화율,3.2738726734731145
M_수출액 변화율,18.441908501292275
M_실업률 변화율,6.916229393085744
M_국제유가 변화율,5.058865486777646
M_주택가격 변화율,83.88811821117588
Relative Return,1.0812613237073088
