,name,year,quarter,sector,Relative Return,비유동부채 변화율,법인세차감전 순이익 변화율,영업이익 변화율,유동부채 변화율,매출액 변화율,이익잉여금 변화율,Label,Code
12,한화,2021,Q4,에너지_화학,0.023345682662620472,-0.04245693026686714,-0.314302016653888,-0.05159002516586597,-0.018059260274731814,0.47293392690352865,0.022178773968796195,-0.015352976835334521,000880
12,한국쉘석유,2021,Q4,에너지_화학,-0.0027251104801802872,0.08748150090384388,-0.06203920008534802,-0.02945584060500428,0.19628040120054502,0.07392162920185075,0.06626866098358342,0.042623182591799494,002960
12,태광산업,2021,Q4,에너지_화학,0.10881816546633931,-0.01834155054138653,0.07836924050487193,-0.5487410468954668,0.1446784706364339,0.09085078187597673,0.02822836777577664,0.020915546732076327,003240
12,삼성정밀화학,2021,Q4,에너지_화학,0.011192482323128389,-0.1490277941794066,-0.3709151421196043,0.20617471181659908,0.40151826315908656,0.062428768673907564,0.056292280337912004,0.09203436602249784,004000
12,효성,2021,Q4,에너지_화학,-0.05133099880799524,0.06459153179318067,-0.3044998741359416,-0.34943389007853576,0.14826738306437215,-0.041628234807995934,0.00861278314189362,0.0012464515290683646,004800
12,SK케미칼,2021,Q4,에너지_화학,-0.11717360887833464,0.12524208086233668,-2.801492043189234,1.6377774514750074,1.137480016421419,-0.8323440780699272,0.010914854894752635,0.06695250907717142,006120
12,대한유화,2021,Q4,에너지_화학,-0.06776548241642111,-0.12562351651926973,-1.408493868380199,-1.491567191639187,0.3047225638575368,0.08435529736471303,-0.005525272442131968,-0.03009590916700716,006650
12,국도화학,2021,Q4,에너지_화학,0.08831012167414186,0.3232880032085321,-0.23064663399005614,-0.1802505756125664,-0.2572435428901384,0.006060247496368909,0.06576122229393722,-0.057729820447124075,007690
12,한화케미칼,2021,Q4,에너지_화학,0.0761150110006276,0.14885915618262668,-0.753609374913695,-0.007738467833918294,0.17318119165508494,0.24660027789757288,0.011922095795832144,-0.09840064230762588,009830
12,OCI,2021,Q4,에너지_화학,-0.005491479873869318,0.062689611700663,-0.17089874581559306,0.05391331087667006,-0.026859617354930698,0.1725635525493956,0.0200282399017655,0.008155195614759136,010060
12,S-Oil,2021,Q4,에너지_화학,-0.03046678797721597,-0.011101745593654622,-0.17970761989740902,-0.2882813781041048,0.03248690934249043,0.16379940106175406,0.0649064382301725,0.33368463967246115,010950
12,롯데케미칼,2021,Q4,에너지_화학,0.03158071357695039,-0.09897019289120623,-0.7839650226109907,-1.068589217640359,0.4038449833330653,0.037500492857212464,0.0040228708631344645,-0.02993692932015659,011170
12,금호석유,2021,Q4,에너지_화학,0.02100150102317956,-0.30921268248444045,-0.41676119647485665,-0.4103853670236589,0.1219379550359958,-0.03715390684109998,0.05537341289356723,-0.022575143600287506,011780
12,SKC,2021,Q4,에너지_화학,-0.1841733541664145,0.28655020403190123,-2.3940137885211774,-16.17526279011007,0.10251464782695074,0.2784792616115037,-0.03861698470556607,0.16081882157126207,011790
12,한솔케미칼,2021,Q4,에너지_화학,-0.3202445102373416,-0.0599865278132059,-0.4453162067172357,-0.3688530228947582,0.1420616497917433,0.05585138521081334,0.03371731030709735,0.22627750404745814,014680
12,동원시스템즈,2021,Q4,에너지_화학,0.14216029272097247,6.933204120604674,-0.8186897846264677,0.22395899286740217,-0.005118938369033432,0.6656591635683231,0.005237394802308559,0.04496661229462112,014820
12,유니드,2021,Q4,에너지_화학,-0.07954498166399479,-0.17658039762488476,-0.8814911094514226,-0.6711963804636953,0.10339934502709336,0.03158970547440387,-0.0056421822102615815,0.22456455537721942,014830
12,남해화학,2021,Q4,에너지_화학,-0.10525218629245467,-0.19923487171692844,-4.7864916027930065,-4.561090763913345,0.0034648777183505786,0.17815101994535532,0.03236732022855593,0.3829893601579576,025860
12,LG화학,2021,Q4,에너지_화학,-0.3102866247233178,0.05267838290884774,-0.8428152436124311,-0.5263878143133462,0.053241006819815695,-0.047284166917773485,0.00784319253304644,0.15907787139326754,051910
12,휴켐스,2021,Q4,에너지_화학,-0.00898662612647956,0.34339114775386825,0.07364588210938039,0.07146768688642857,0.13823669895459378,0.05260323022206004,0.025483740692945567,0.11068047288144184,069260
12,GS,2021,Q4,에너지_화학,0.012941085234636537,0.2005205986884917,-0.9156648124887852,-0.10500069261670586,-0.13878289086080475,0.12473875261247391,0.0032317014959366563,0.23407546546309105,078930
12,휴비스,2021,Q4,에너지_화학,-0.14584978047732933,0.10665811133250958,-2773.6785963656325,160.0227745985791,-0.0033556107429214554,0.0015416832661165891,-0.057105226488258554,0.08904498675688936,079980
12,후성,2021,Q4,에너지_화학,-0.17314465390836475,-0.1608279969120151,-0.07712478545557233,-0.18911372923632197,0.08783683961820299,0.06956367160041199,0.03928106108571816,0.07703372729030927,093370
12,SK이노베이션,2021,Q4,에너지_화학,0.01465462356472648,-0.2999715077156022,-0.7601257239369765,-2.4494115129119667,-0.8198620422617773,-0.024246969987033906,-0.025946647854269367,-0.0204152961084699,096770
12,코오롱인더,2021,Q4,에너지_화학,-0.1973177370741484,-0.0772795472399892,-1.9937934880223902,-0.821013183644075,0.13719502457627364,0.21386336973821618,-0.02255162918446174,0.14693863764798074,120110
