,name,year,quarter,sector,Relative Return,비유동부채 변화율,법인세차감전 순이익 변화율,영업이익 변화율,유동부채 변화율,매출액 변화율,이익잉여금 변화율,Label,Code
6,한화,2023,Q2,에너지_화학,-0.01279572273054784,-0.023937785203075657,-1.5564633122089027,-0.1612553448311136,0.05056959207661116,0.14248818120257445,-0.010507922273071069,-0.1137787505712034,000880
6,한국쉘석유,2023,Q2,에너지_화학,-0.09338967191245653,0.09462332123124817,0.1239333729113028,-0.008246130976517052,-0.24749250175512838,0.016413648961777216,0.11905134731908484,0.11795366795366793,002960
6,태광산업,2023,Q2,에너지_화학,-0.15095545202413502,0.010763842521405165,-1.479583082962435,-0.18074918106196747,-0.04406701592207263,-0.003391555928538681,-0.004268711928042457,0.022519478886202097,003240
6,삼성정밀화학,2023,Q2,에너지_화학,-0.036391422563455525,0.015279955098464804,-0.22480944714666895,0.6161406744279458,-0.508683981059723,-0.17989859470154268,0.03872534376960224,-0.033932134017023705,004000
6,효성,2023,Q2,에너지_화학,-0.10970465047223199,0.0024061513639581644,-1.0172884759069023,-0.7565438132705326,-0.4246724600554358,0.05663901945084904,-0.0003421264429344095,0.06717388159221001,004800
6,SK케미칼,2023,Q2,에너지_화학,0.10815352603681631,0.0013108217658883703,-1.1849635085225656,-1.096849927511675,-0.12163799518353569,-0.26434789664552183,-0.004413760938168809,0.05176628390914103,006120
6,대한유화,2023,Q2,에너지_화학,-0.08681563459606115,-0.2154324067933554,0.05485016381216723,0.02531038462001267,-0.1778270795932283,0.19358941097961813,-0.018334245776582048,0.21189306189306187,006650
6,국도화학,2023,Q2,에너지_화학,0.12116965380782872,-0.10255838495466862,0.054683440403885175,0.27248242651468524,-0.03210029681595428,0.036552164196715475,0.021301710728220735,-0.17799185246914162,007690
6,한화케미칼,2023,Q2,에너지_화학,-0.2280743733857604,0.046003861795465006,0.30184861910756156,0.23586356321771662,0.005106972503620577,-0.046332455060128175,0.005168578138175839,-0.14144989144989145,009830
6,OCI,2023,Q2,에너지_화학,0.0,0.02108399884205303,-3.3399878635341747,-0.30210984252980544,-0.9655279924384859,1.4302572179398876,0.18732380926031733,-0.014162995870312965,010060
6,S-Oil,2023,Q2,에너지_화학,0.046751974265665366,0.06153286798762969,-1.1024098588973454,-0.9320441506246906,-0.10937291590805476,-0.14897350646508445,-0.003639231359861439,-0.08708396956804601,010950
6,롯데케미칼,2023,Q2,에너지_화학,-0.25414156388623677,0.006170950461431124,-1.2301250434431472,-2.7141072700672337,-0.11764940772948085,-0.008647226758978444,-0.00249431344433082,0.060036112667691564,011170
6,금호석유,2023,Q2,에너지_화학,-0.09908015032564269,-0.08035250054202592,-0.5981009968261289,-0.393173746024144,-0.23406281854828104,-0.10914252407122826,0.021601769875120302,0.06366348159390081,011780
6,SKC,2023,Q2,에너지_화학,0.06915617501024422,-0.07692132409875763,-1.4267943300173835,-1.3029828702715565,-0.19449173895828575,-0.9402932389395564,0.013490670601808752,-0.12462022310776313,011790
6,한솔케미칼,2023,Q2,에너지_화학,-0.16692129165087075,-0.4169310556874811,-0.38266449342647724,-0.05412053204496692,0.656647704648945,-0.02063387597469457,0.04875538424132131,-0.038264594487301976,014680
6,동원시스템즈,2023,Q2,에너지_화학,-0.1522336995943268,-0.037661597755692,0.481827543822559,0.4605350326415145,0.02597121662218904,0.02379190294228528,0.07330789699169515,-0.1442669942669943,014820
6,유니드,2023,Q2,에너지_화학,-0.13226425763426072,-0.0893140594691999,7.028022516142141,5.784911551261539,-0.1462488580362209,-0.09308266499955098,0.025135281162867118,0.3692847199914338,014830
6,남해화학,2023,Q2,에너지_화학,-0.13154500926763235,-0.03793544457348863,0.5949065378204508,2.439003906811707,0.06807654968482435,-0.21489421498275108,0.00805498603503163,-0.047419668387410345,025860
6,LG화학,2023,Q2,에너지_화학,-0.14147697958152422,-0.08210412527688982,-1.4183741425622127,-0.9605774371769737,0.026045542713853287,-0.04357816742344689,0.004732273772560358,-0.2186985772512089,051910
6,휴켐스,2023,Q2,에너지_화학,-0.05408836186878842,-0.0035920757367604583,-0.11180246839402885,-0.10052719151512013,-0.4513308351398523,-0.11003388861703167,0.07003771972610706,0.018362248137529014,069260
6,GS,2023,Q2,에너지_화학,-0.06475395302776282,-0.17053360861790445,-0.9810909525023311,-0.9734849514151855,-0.6480043766804309,-0.9359293081336797,0.00211185607779818,0.13929367243458918,078930
6,휴비스,2023,Q2,에너지_화학,-0.11190420769319956,0.24016291627467856,-0.3902973099728355,-0.42305571861541214,-0.0957716284044875,-0.03510665749399133,-0.0769174000593339,-0.0008551094757991498,079980
6,후성,2023,Q2,에너지_화학,-0.09901612818090144,0.19973108617571333,0.1735300511978426,0.7852260053926765,-0.10434577191332683,-0.1776802373391464,0.011734253622635027,-0.08897562997241454,093370
6,SK이노베이션,2023,Q2,에너지_화학,0.03912453632181512,0.5737005280791281,-1.0383661738268444,-1.0205282600304006,-0.2184897339203985,-0.6001229639930186,0.0033230128801089442,-0.2619666205261195,096770
6,코오롱인더,2023,Q2,에너지_화학,0.2216512831016258,0.03230262043093379,0.692460124932265,1.3505060623707412,-0.06248654460724379,0.094250808855739,0.028888855723411044,-0.19522229052615794,120110
