,name,year,quarter,sector,Relative Return,비유동부채 변화율,법인세차감전 순이익 변화율,영업이익 변화율,유동부채 변화율,매출액 변화율,이익잉여금 변화율,Label,Code
24,한화,2018,Q4,에너지_화학,-0.0020263470074288192,0.04223565769944937,0.5180830722916074,-0.5415465871859214,-0.11415193692083525,0.11243203080144548,0.03561117352449372,-0.04853802088551708,000880
24,한국쉘석유,2018,Q4,에너지_화학,-0.11106545604653786,-1.0,0.08252170259070857,0.03742368629323556,0.09386324109022803,0.03462213424937444,0.06746934348803046,0.03378105806185134,002960
24,태광산업,2018,Q4,에너지_화학,0.21046268901101897,-0.032947329049850205,-0.9228070059002806,-0.41182492014506766,0.088320091791946,-0.05489824942782329,0.007136512421449526,-0.05150507717388067,003240
24,삼성정밀화학,2018,Q4,에너지_화학,0.02942855286852369,0.020321164193933372,-0.36823788243709055,-0.20650241567080463,-0.043987922460318685,-0.026237105118248616,0.02958298399145587,0.06807493503702064,004000
24,효성,2018,Q4,에너지_화학,0.5196370191693875,-0.07608848167907767,218.08251842141564,60.522781399791974,-0.13710598201090451,-16.597837372571625,-0.0005038610442297253,0.09611798615802036,004800
24,SK케미칼,2018,Q4,에너지_화학,-0.05844208590491955,-0.0031574830579378377,-1.4118720196296572,0.038881798429528214,-0.002797514834713577,-0.28836727449636457,-0.018491550553257685,0.10150612895032014,006120
24,대한유화,2018,Q4,에너지_화학,-0.0789269133001408,-0.4026813844197509,-0.8145298017835864,-0.7925785877892461,-0.3831421400649401,-0.003303169407719575,0.008451316339923354,-0.0718194382970196,006650
24,국도화학,2018,Q4,에너지_화학,-0.0012590144242402256,0.528875555995397,-0.290036482679468,-0.5761538463382565,-0.22802008072472735,-0.06360345071637508,0.011851554108655682,-0.004241627612673573,007690
24,한화케미칼,2018,Q4,에너지_화학,0.2348747740716629,-0.04480755577049578,-1.6456239558955397,-1.585650773059006,-0.030804078295768478,-0.1101055958890903,-0.026796682501431857,0.013660248712433955,009830
24,OCI,2018,Q4,에너지_화학,-0.06880738944257711,-0.056242868547979885,16.50851810046055,-12.514877331761806,-0.24711640568171722,-0.07541374372572829,-0.02409757168978699,-0.02255571736582705,010060
24,S-Oil,2018,Q4,에너지_화학,-0.2035770219525992,-0.0072234780534845555,-2.4779910825662252,-2.0587155436080478,-0.09239693703081586,-0.04544106316714713,-0.06640251098478289,-0.04919481791145233,010950
24,롯데케미칼,2018,Q4,에너지_화학,-0.0204041792543515,-0.14704409837403298,-0.6450191730326131,-0.7394944008475162,-0.15255230665788955,-0.09896446875333165,0.011866291644366145,-0.08120919588312296,011170
24,금호석유,2018,Q4,에너지_화학,0.03335902319440412,-0.09322686000183122,-0.48570764016489854,-0.39588330722143583,-0.15390512055804806,-0.07601575715670084,0.012171029334684613,-0.01839722170632569,011780
24,SKC,2018,Q4,에너지_화학,-0.0015160504631379426,0.18665936057005994,-1.4930752712080966,-0.400857335243179,-0.17539546287467256,-0.08016935724896268,-0.017457473631647846,-0.0657644751791459,011790
24,한솔케미칼,2018,Q4,에너지_화학,0.04165632462892592,-0.030743541431996757,-0.46863883702296716,-0.45002932869635526,-0.3159944161978777,-0.023118069690952536,0.039758211981641534,0.011255442210957325,014680
24,동원시스템즈,2018,Q4,에너지_화학,0.28015447928964193,0.3730646148982988,-0.05261554192347773,0.05174950669357936,0.05972501582280554,-0.054145008452961774,0.047486534328483154,0.021069742566982786,014820
24,유니드,2018,Q4,에너지_화학,0.2550790532247878,0.008734908592281432,-0.8544445050516879,-0.5578580924633497,0.28692144046681367,-0.061082439143466005,-0.005937942478847935,0.0008163115248154169,014830
24,남해화학,2018,Q4,에너지_화학,-0.06022740520848702,1.3000998303344757,-4.4334366538059085,-3.0370745902153797,-0.2036123943517364,-0.10603747092591742,-0.04714809331425296,-0.0443024596372637,025860
24,LG화학,2018,Q4,에너지_화학,0.05724486610993815,-0.009230210683265572,-0.6721781069295967,-0.474663369588316,0.004488537571828433,0.002025610264626776,0.00896894026422923,-0.06138668716975629,051910
24,휴켐스,2018,Q4,에너지_화학,-0.0685138255120747,0.021981059842786532,-0.9615971245663382,-0.7013196309608827,-0.33444701857506576,-0.16246065457795045,-0.0040868859241210975,0.006195575999071071,069260
24,GS,2018,Q4,에너지_화학,0.007672731184800056,-0.13221738656817839,16.000927213722765,13.446740858505564,0.24126573449502065,10.517992260151331,0.0035169660971350325,-0.024656441938148657,078930
24,휴비스,2018,Q4,에너지_화학,0.0420460878737212,-0.32686836481905956,-49.91048966300103,-57.802720404832606,0.09550165023360258,-0.03274531740343045,-0.1242672580892904,-0.008665208007957854,079980
24,후성,2018,Q4,에너지_화학,-0.17394701892810074,0.18946439320300335,-0.5475839355491743,-0.5014226676315972,0.08179447792445393,-0.01383566658473856,0.03976802832291093,0.05146814461091419,093370
24,SK이노베이션,2018,Q4,에너지_화학,-0.11210394333499282,0.13904669434926942,-13.418207298596252,-16.823461739238905,-0.03161872346824568,1.7276414269597429,0.03355794826618341,-0.04498729220531757,096770
24,코오롱인더,2018,Q4,에너지_화학,-0.10391959644166186,-0.058561720716264754,2.7307953713618107,0.4239818495831291,0.054637663102163225,0.2023564877685715,0.03106495546757304,-0.029042759845593333,120110
