,name,year,quarter,sector,Relative Return,자본금 변화율,보유 주식 수 변화율,증자주식수 변화율,1인평균급여 변화율,자기주식수 변화율,기초 소유 주식 수 변화율,Label,Code
34,경방,2016,Q2,경기소비재,-0.03362986153695546,-0.00026809070208488883,0.0,0.0,0.0,0.0974173227621169,0.0,0.05179556550348005,000050
34,하이트진로,2016,Q2,생활소비재,-0.21978854970262243,0.0,0.0,0.0,0.0,0.0,0.0,-0.03598531033709729,000080
34,유한양행,2016,Q2,헬스케어,-0.021322660882138945,0.0354385562829056,0.0,-0.008765817838317536,0.0,0.0,0.0,-0.28882475635575133,000100
34,CJ대한통운,2016,Q2,산업재,0.01766947210532885,0.0,0.0,0.0,0.0,0.0,0.0,-0.10884308667554576,000120
34,두산,2016,Q2,산업재,0.1182472760576911,0.0,0.0,0.0,0.0,0.0,0.0,0.010615777412827014,000150
34,대림산업,2016,Q2,건설,-0.015144660421478967,0.0005079013137805344,0.0,-0.13090829901431034,0.0,-0.13090784377990594,0.0,-0.01695130941694848,000210
34,일동제약,2016,Q2,헬스케어,-0.017564600762572644,-0.6953800939815065,0.0,0.0,0.0,0.0,0.0,0.0,000230
34,한국타이어월드와이드,2016,Q2,경기소비재,-0.19615148859336112,0.00873635376926818,0.0,0.0,0.0,0.0,0.0,0.07960487395138752,000240
34,기아차,2016,Q2,경기소비재,-0.1652028683202031,-0.015862822908029872,0.0,0.0,0.0,0.0,0.0,-0.08762965356279914,000270
34,조선내화,2016,Q2,철강_소재,-0.08654563593707543,0.009084658857806627,0.0,0.0,0.0,0.07615441459983185,0.0,0.05567980570589828,000480
34,동아쏘시오홀딩스,2016,Q2,헬스케어,-0.11475335845004679,-0.003766300505592679,0.0,0.0,0.0,-0.01560597836775679,0.0,-0.09565615732344623,000640
34,SK하이닉스,2016,Q2,정보기술,0.24876142612831736,0.019875599654809006,0.0,0.0,0.0,0.0,0.0,0.159503652536732,000660
34,영풍,2016,Q2,철강_소재,0.06880518513613608,0.0024281140979751648,0.0,0.0,0.0,0.0,0.0,-0.025629221514891963,000670
34,현대건설,2016,Q2,건설,0.02257622244255246,0.01358609314455661,0.0,0.0291389368166719,0.0,0.0,0.0,0.17336626894697518,000720
34,한화,2016,Q2,에너지_화학,-0.11963789620488255,0.028833025189509476,0.0,0.03178088096309861,0.0,0.0,0.0,-0.008169161058828388,000880
34,CJ,2016,Q2,생활소비재,-0.18960116914057856,0.00027890058151402997,0.0,0.0,0.0,0.0,0.0,-0.1523368496930036,001040
34,LG상사,2016,Q2,산업재,-0.09240016577767951,-0.04674842159812631,0.0,0.0,0.0,0.0,0.0,-0.10499041889703539,001120
34,동국제강,2016,Q2,철강_소재,-0.005391806288754623,0.00018940929399735573,0.0,0.0,0.0,0.0,0.0,-0.011003397168905325,001230
34,세아베스틸,2016,Q2,철강_소재,0.0023905876431774414,-0.0024162300665392378,0.0,0.0,0.0,0.0,0.0,-0.055046075965483075,001430
34,대상,2016,Q2,생활소비재,0.07967801911387586,0.006419134718975039,0.0,0.0,0.0,0.0,0.0,-0.13602207737328315,001680
34,SK네트웍스,2016,Q2,경기소비재,-0.03633542185878209,0.0,0.0,0.0,0.0,0.0,0.0,0.10632868286939529,001740
34,오리온,2016,Q2,생활소비재,-0.15338178941590255,0.0,0.0,0.0,0.0,0.0,0.0,-0.18535685414290062,001800
34,고려제강,2016,Q2,철강_소재,-0.14269111829559356,0.00792889863712043,0.0,0.0,0.0,0.0,0.0,0.10708222189381547,002240
34,넥센타이어,2016,Q2,경기소비재,-0.07092765019682944,0.015258568366165681,0.0,0.0,0.0,0.0,0.0,0.0014462235565562281,002350
34,KCC,2016,Q2,건설,-0.02140646831967888,-0.021933282360940165,0.0,0.0,0.0,0.0,0.0,-0.055202335069408956,002380
34,아모레G,2016,Q2,생활소비재,-0.17744728494812168,-0.008014912818022024,0.0,0.0,0.0,0.0,0.0,0.025949920262107042,002790
34,한국쉘석유,2016,Q2,에너지_화학,-0.08564949341191254,-0.030984457336366455,0.0,0.0,0.0,0.0,0.0,-0.00914302308301864,002960
34,부광약품,2016,Q2,헬스케어,-0.03692754308589987,0.0,0.0,0.0,0.0,0.0,0.0,-0.1251943868695893,003000
34,세아제강,2016,Q2,철강_소재,-0.1667984971551173,0.004340899746444915,0.0,0.017874113207540843,0.0,0.0,0.0,0.2198907026207437,003030
34,일신방직,2016,Q2,경기소비재,-0.17687116393707397,0.0,0.0,0.0,0.0,0.0,0.0,0.12247796958830226,003200
34,태광산업,2016,Q2,에너지_화학,-0.06198293431178346,0.013325402230399686,0.0,0.0,0.0,0.0,0.0,0.003052012134175792,003240
34,한일시멘트,2016,Q2,건설,-0.2802891170932226,-0.01710975250561486,0.0,0.06096907062507784,0.0,0.0,0.0,-0.0743844073816016,003300
34,대한항공,2016,Q2,산업재,-0.038559668537284805,0.0,0.0,0.0,0.0,0.0,0.0,-0.028690139370241032,003490
34,영진약품,2016,Q2,헬스케어,0.36828605154656463,0.0,0.0,0.0,0.0,0.0,0.0,-0.17987018730530918,003520
34,LG,2016,Q2,정보기술,-0.09291841151364286,-0.012422045633581291,0.0,0.0009479537738810162,0.0,0.0,0.0,-0.06569475201101335,003550
34,S&T중공업,2016,Q2,산업재,-0.11468788997026425,0.0,0.0,0.0,0.0,0.0,0.0,-0.07835715774132139,003570
34,쌍용차,2016,Q2,경기소비재,-0.09437374569527021,0.04436033596362976,0.0,0.0,0.0,0.0,0.0,0.03183520841879381,003620
34,남양유업,2016,Q2,생활소비재,-0.09472363552423035,0.017307677478730854,0.0,0.00830936433725915,0.0,0.0,0.0,0.005181239854440141,003920
34,삼성정밀화학,2016,Q2,에너지_화학,-0.05296271180271714,0.027482250479285764,0.0,0.0,0.0,0.0,0.0,-0.16505417548574225,004000
34,현대제철,2016,Q2,철강_소재,-0.11226360628855261,-0.0005868571911582521,0.0,0.0,0.0,-0.002201477633919091,0.0,0.0024716832453822515,004020
34,한솔홀딩스,2016,Q2,경기소비재,-0.1427248246727712,0.056478953062218284,0.0,0.0,0.0,0.0,0.0,-0.10595135441227563,004150
34,신세계,2016,Q2,경기소비재,-0.19409109127495283,0.005311490381191497,0.0,0.0,0.0,0.0,0.0,0.027715898034637036,004170
34,농심,2016,Q2,생활소비재,-0.1780270453076065,0.00371317838423435,0.0,0.0,0.0,0.0,0.0,-0.1457451772756213,004370
34,세방전지,2016,Q2,경기소비재,-0.14113277323642356,0.029291094510690785,0.0,0.0,0.0,0.0,0.0,-0.006007403880872824,004490
34,조광피혁,2016,Q2,경기소비재,0.22462035887204101,0.0,0.0,0.0,0.03752869546859694,0.0,0.0,-0.1192573210191688,004700
34,한솔테크닉스,2016,Q2,정보기술,-0.20771220901654622,0.0,0.0,0.0,0.0,0.0,0.0,-0.20891271278621495,004710
34,효성,2016,Q2,에너지_화학,0.1534777984746975,0.0,0.0,0.03333320795431094,0.0,0.0,0.0,0.008662089460464695,004800
34,삼광글라스,2016,Q2,철강_소재,-0.1894427391157933,0.0,-0.024525628064224425,-0.01626463151367752,0.0,0.02400451402137338,0.0,-0.22475170242234596,005090
34,빙그레,2016,Q2,생활소비재,-0.11018559045260598,0.023737121830806895,0.0,0.0,0.0,0.0,0.0,-0.015148782523825285,005180
34,롯데칠성,2016,Q2,생활소비재,-0.24769800863879976,0.049625824424264664,0.0,0.05282581709667,0.0,0.13290230017708216,0.0,-0.04036610090069271,005300
34,현대차,2016,Q2,경기소비재,-0.07099353155767482,0.10292886582671534,0.0,0.0,0.0,0.0,0.0,-0.013784868880418563,005380
34,현대그린푸드,2016,Q2,생활소비재,-0.14465697385225118,0.0,0.0,0.0,0.0,0.0,0.0,-0.06730279186944621,005440
34,POSCO,2016,Q2,철강_소재,0.034913861132760265,0.006942842643958835,0.0,0.0,0.0,0.0,0.0,0.13813744713118786,005490
34,삼립식품,2016,Q2,생활소비재,-0.2779688257670116,0.019569214780329913,0.0,0.0,0.0,0.0,0.0,-0.08257330918951808,005610
34,크라운제과,2016,Q2,생활소비재,0.0,0.0,0.0,-0.00048820781800007484,0.0,0.0,0.0,-0.20353549157697867,005740
34,에스엘,2016,Q2,경기소비재,-0.08397489055776919,0.032985113865467985,0.0,0.0,0.029504710092213227,0.01971384351938088,0.0,0.039512190933739505,005850
34,삼성전자,2016,Q2,정보기술,0.16571017441977415,-0.00786185746966317,-0.010669316430855558,0.0,0.0,-0.007669902377739013,0.0,0.053607573533440186,005930
34,SK케미칼,2016,Q2,에너지_화학,-0.15460176219070887,-0.003477499955974017,0.0,0.0,0.0,0.0,0.0,-0.12294333711072915,006120
34,LS,2016,Q2,산업재,0.0594178923702119,0.019278377845740824,0.0,0.0,0.0,0.0,0.0,0.13213228635192797,006260
34,녹십자,2016,Q2,헬스케어,-0.00951536102852494,0.08070522338888719,0.0,0.0,0.0,0.0,0.0,-0.09427004078851697,006280
34,삼성SDI,2016,Q2,정보기술,0.060029098997607486,0.0,0.0,0.0,0.0,0.0,0.0,-0.20506661229947815,006400
34,대한유화,2016,Q2,에너지_화학,-0.05071435023551498,0.03484520043892614,0.0,0.0,0.0,0.0,0.0,-0.12593169363574927,006650
34,GS리테일,2016,Q2,생활소비재,-0.1831230244588442,0.02980382441839624,0.0,0.0,0.0,0.029415968956077343,0.0,-0.01442743672275524,007070
34,오뚜기,2016,Q2,생활소비재,-0.13600658228746648,0.0,0.0,0.03087829097659811,0.0,0.0,0.0,-0.17209549331982874,007310
34,동아타이어,2016,Q2,경기소비재,-0.11504316027811913,0.0,0.0,0.010713073327087042,0.0,0.0,0.0,-0.0994539219401365,007340
34,일양약품,2016,Q2,헬스케어,0.028678102094541358,0.001724551424174825,0.0,0.0,0.0,0.0,0.0,-0.16573600366504107,007570
34,국도화학,2016,Q2,에너지_화학,-0.1222520140915675,0.01921410984350258,0.0,0.00019320308970560696,0.0,-0.06060074704809737,0.0,-0.040211982271602,007690
34,서연,2016,Q2,경기소비재,-0.13455741865097368,-0.006042352107544557,0.0,0.0,0.0,0.0,0.0,-0.034268062157729484,007860
34,대덕전자,2016,Q2,정보기술,0.013435611939242587,0.0,0.0,-0.04592973012761503,0.0,0.0,0.0,-0.00692040981007714,008060
34,서흥,2016,Q2,헬스케어,-0.18526692966740427,0.03730984268327853,0.04308531775291802,0.0,0.0,0.07245448602158344,0.0,-0.02161304775481084,008490
34,호텔신라,2016,Q2,경기소비재,-0.1644319771700335,0.0,0.0,0.0,0.0,0.0,0.0,-0.1358966335863009,008770
34,삼성전기,2016,Q2,정보기술,0.10466947210532883,0.0,0.0,0.0,0.0,0.0,0.0,-0.18528067433332976,009150
34,한샘,2016,Q2,경기소비재,-0.1103412805828432,0.014737555524472423,0.0,0.0,0.0,0.0,0.0,0.06692241403274671,009240
34,광동제약,2016,Q2,헬스케어,-0.1682829088470521,0.02511725124025843,0.0,0.0,0.0,0.0,0.0,-0.08789709631564545,009290
34,현대중공업,2016,Q2,중공업,0.30707160652611776,0.0,0.0,0.007302652682659616,0.0,0.0,0.0,0.05501709048547251,009540
34,무림P&P,2016,Q2,철강_소재,-0.049888667429554875,0.0,0.0,0.0,0.0,0.0,0.0,-0.053589572082884056,009580
34,모토닉,2016,Q2,경기소비재,-0.0662575665212806,-0.006525980649632501,0.0,0.0,0.0,0.0,0.0,0.015020711167446407,009680
34,한화케미칼,2016,Q2,에너지_화학,0.02973855793924371,0.026977875671241547,0.0,0.0,0.0,0.0457475097703417,0.0,-0.07329964740484654,009830
34,OCI,2016,Q2,에너지_화학,-0.21887881235146914,0.0,-0.040452758303162195,0.0,0.0,-0.05451055031461838,0.0,-0.08019995721843763,010060
34,LS산전,2016,Q2,산업재,-0.15865008329183045,-0.043248866031370015,0.0,0.0,0.0,0.0,0.0,-0.0692098982491852,010120
34,고려아연,2016,Q2,철강_소재,-0.003854981588739842,0.029255971409538173,0.0,-0.01874434711664208,0.0,0.0,0.0,-0.021792523997259818,010130
34,삼성중공업,2016,Q2,중공업,-0.05073426959654201,-0.0039056024853961757,0.0,-0.02575474287680557,0.0,0.0,0.0,0.12193879833170787,010140
34,현대미포조선,2016,Q2,중공업,0.12352861010544332,0.06470987413772211,0.0,0.07816139939596356,0.0,0.0,0.0,-0.20250429185804758,010620
34,화신,2016,Q2,경기소비재,0.19175891665319145,0.02361708897295367,0.0,0.0,0.0,0.0,0.0,-0.15055245051399357,010690
34,아이에스동서,2016,Q2,건설,0.21964518954462248,0.09283462975098744,0.2463609556523061,0.0,0.0,-0.5686702103445302,0.0,-0.18481327166520314,010780
34,S-Oil,2016,Q2,에너지_화학,-0.170820468687368,0.3991551181803423,0.0,0.0,0.0,0.0,0.0,0.13137804526155245,010950
34,LG이노텍,2016,Q2,정보기술,0.12340516692821714,-0.0022048426657623743,0.0,0.0,0.0,0.0,0.0,-0.10697649706752957,011070
34,롯데케미칼,2016,Q2,에너지_화학,-0.0007790827229420955,0.0,0.0,0.0,0.0,0.0,0.0,0.03567162649136499,011170
34,현대상선,2016,Q2,산업재,-0.4646852423165565,-0.2820701309099475,0.0,0.0,0.0,0.0,0.0,0.23826805472105386,011200
34,현대위아,2016,Q2,경기소비재,-0.16277061273030213,0.018783606090432725,0.0,0.0,0.0,0.0,0.0,-0.15839698201835667,011210
34,금호석유,2016,Q2,에너지_화학,-0.11187737889313507,0.012015525917599357,0.0,0.0,0.0,0.0,0.0,0.178539035203508,011780
34,SKC,2016,Q2,에너지_화학,-0.025663861228004493,0.018049401273532828,0.0,0.0,0.0,0.0,0.0,-0.012310610291791764,011790
34,현대모비스,2016,Q2,경기소비재,-0.04971800343283163,0.02403173502839473,0.0,0.0,0.0,0.0,0.0,-0.04558212976950702,012330
34,한화테크윈,2016,Q2,중공업,0.22504868852247512,0.19030425625381242,0.0,0.0,0.0,0.20459774573146494,0.0,-0.1312677818950058,012450
34,현대산업,2016,Q2,건설,-0.043726091106808855,0.0,0.028906045536787772,0.03522897577062212,0.0,0.025545468421670714,0.0,0.06545321633288634,012630
