,name,year,quarter,sector,Relative Return,자본금 변화율,보유 주식 수 변화율,증자주식수 변화율,1인평균급여 변화율,자기주식수 변화율,기초 소유 주식 수 변화율,Label,Code
32,경방,2016,Q4,경기소비재,-0.2813695647129345,-0.002896642268209515,9.907472881385925,0.0,0.013707348507147943,0.0075252714321347725,0.005890098113848552,-0.02973383446205497,000050
32,하이트진로,2016,Q4,생활소비재,-0.17068264442794995,0.0,0.233930908263682,0.0,0.06675405229182174,0.0,0.09010744628365353,0.008827454099233585,000080
32,유한양행,2016,Q4,헬스케어,-0.0777993263259322,0.027564269693298504,-0.020131494436087083,-0.5768575769639934,0.04632966462127852,0.0,-0.003042843232716641,0.05727365236155104,000100
32,CJ대한통운,2016,Q4,산업재,-0.23530932741448607,0.0,-0.02391305060083415,0.0,0.050441131034798525,-2.8911293213917943e-06,0.0,0.008160029551212027,000120
32,두산,2016,Q4,산업재,-0.284123174556213,0.0,-0.08876794236564778,0.2738436958620154,-0.18126913212542395,-0.1054152854592274,0.0,0.016954605162627846,000150
32,대림산업,2016,Q4,건설,-0.13911732572419963,0.04457319991731845,-0.013079784607925804,0.6407547835147018,0.1351351351351351,0.6407457745563556,0.0982418573498316,-0.04877684289017979,000210
32,일동제약,2016,Q4,헬스케어,-0.44602156784564295,0.6375696514557063,-0.7176791055552325,0.12097355070202975,0.32645199925548885,-0.7060096804256982,-0.1146180294599789,-0.07016772285535461,000230
32,한국타이어월드와이드,2016,Q4,경기소비재,-0.19368253315611283,0.010502963766408246,-0.018528189414765195,0.0,-0.034965034965035,3.773332875045554e-07,-0.0036088174340475065,0.012076016626146636,000240
32,기아차,2016,Q4,경기소비재,-0.15636195899343341,0.045549199962472864,0.006982857750595484,0.0,-0.017341040462427793,7.559092358344621e-05,6.925969373128282e-06,-0.0629612035204867,000270
32,조선내화,2016,Q4,철강_소재,-0.14737252375136384,0.0287947895828502,-0.00800024701148605,0.0,-0.0050512781264350215,-0.05391817483524297,0.019961361609218464,-0.0291484299802046,000480
32,동아쏘시오홀딩스,2016,Q4,헬스케어,-0.2526357168042266,0.35882975848325827,0.15842786247948615,-0.16268638394905333,-0.038961038961038974,0.32242421637453944,-1.0,0.054852963462831396,000640
32,SK하이닉스,2016,Q4,정보기술,0.1529801462697245,0.10321515004367066,-0.051899106855719745,0.3498281253024158,0.05606666591133114,0.0,-0.16666045058885826,0.03107106492552158,000660
32,영풍,2016,Q4,철강_소재,-0.23635428470249803,-0.00016112433836190654,0.029453424429261688,0.0,0.05415352260778139,0.0,-0.0625,-0.04912454758259855,000670
32,현대건설,2016,Q4,건설,0.01665776516054719,-0.00254022001600962,-0.10891866683997764,0.018282174094414128,0.022298456260720467,0.0,0.0,-0.0775925137133953,000720
32,한화,2016,Q4,에너지_화학,-0.1480524624259277,0.05271401529086073,0.48189603796267444,0.17979208271393898,0.013289036544850585,0.0,-0.5,0.12772515656239566,000880
32,CJ,2016,Q4,생활소비재,-0.06228555020128465,9.499694774817158e-05,-0.01762762288284414,-0.6821509956789568,-0.05517241379310345,1.3455844309895326e-06,0.0,0.08616570802638535,001040
32,LG상사,2016,Q4,산업재,-0.0869465638279954,-0.0065096023605552,-0.032068061339382226,0.0,0.13008130081300817,0.0,0.012966601136638278,-0.03542959331238795,001120
32,동국제강,2016,Q4,철강_소재,0.2366102338807522,0.0003244794497552217,0.025578897915695675,-0.9045868598555803,0.05154639175257736,0.050954894727187394,0.20030111717930033,-0.1353534143764927,001230
32,세아베스틸,2016,Q4,철강_소재,0.013813479603057802,0.013892656864160857,-0.1355323035164855,0.0,-0.032786885245901676,0.0,-4.146767296542286e-06,-0.08047981011969141,001430
32,대상,2016,Q4,생활소비재,-0.27888938087563453,0.03598804348616791,0.05706602799368765,0.0,0.326086956521739,0.0,-0.09999999999999998,-0.0014950147294593014,001680
32,SK네트웍스,2016,Q4,경기소비재,-0.058738377608712575,0.0,0.0,0.0,0.04854368932038833,0.0,0.0014110733131607045,-0.03833353004805193,001740
32,오리온,2016,Q4,생활소비재,-0.17317446296599925,2.2635358193801025e-05,-0.18630724912122487,2.8125925330013795,0.18137254901960786,9.795346244789727e-05,-0.009142493183228795,0.027978559900321075,001800
32,고려제강,2016,Q4,철강_소재,-0.1449928696559611,0.0026092171615075266,0.0038861772188751864,0.0,0.040309689615390054,0.0,0.20005381909660147,-0.08755903846896625,002240
32,넥센타이어,2016,Q4,경기소비재,-0.12315621736663916,0.01625229317874699,0.09156085033528316,0.0,0.0,0.0,0.0,-0.053861977203336395,002350
