,name,year,quarter,sector,Relative Return,자본금 변화율,보유 주식 수 변화율,증자주식수 변화율,1인평균급여 변화율,자기주식수 변화율,기초 소유 주식 수 변화율,Label,Code
1,경방,2024,Q3,경기소비재,0.09305574478690715,0.0,0.0,0.0,0.0,0.0,0.0,-0.02886037179999912,000050
1,하이트진로,2024,Q3,생활소비재,0.06823672954739804,0.0,0.0,0.0,0.0,0.0,0.0,-0.09038091063838459,000080
1,유한양행,2024,Q3,헬스케어,0.5302977539193272,0.0,0.0,0.0,0.0,0.0,0.0,-0.07720671896762361,000100
1,CJ대한통운,2024,Q3,산업재,-0.045049518370987585,0.0,0.0,0.0,0.0,0.0,0.0,0.07174232802373501,000120
1,두산,2024,Q3,산업재,0.576339132409057,0.0,0.0,0.0,0.0,0.0,0.0,0.2714160839160839,000150
1,대림산업,2024,Q3,건설,-0.13955218472851136,0.0,0.0,0.0,0.0,0.0,0.0,-0.026899026899026957,000210
1,일동제약,2024,Q3,헬스케어,-0.0836245273219364,0.0,0.0,0.0,0.0,0.0,0.0,-0.20398249218684314,000230
1,한국타이어월드와이드,2024,Q3,경기소비재,0.19368652376094134,0.0,0.0,0.0,0.0,0.0,0.0,-0.13537504162504166,000240
1,기아차,2024,Q3,경기소비재,-0.008185102997293248,0.0,0.0,0.0,0.0,0.0,0.0,-0.005379445881629259,000270
1,조선내화,2024,Q3,철강_소재,0.08784612279377998,0.0,0.0,0.0,0.0,0.0,0.0,-0.09158966033966043,000480
1,동아쏘시오홀딩스,2024,Q3,헬스케어,0.10673495881254522,0.0,0.0,0.0,0.0,0.0,0.0,-0.23453288397382438,000640
1,SK하이닉스,2024,Q3,정보기술,0.08992808521243906,0.0,0.0,0.0,0.0,0.0,0.0,0.02398203218323508,000660
1,영풍,2024,Q3,철강_소재,0.5465368830365995,0.0,0.0,0.0,0.0,0.0,0.0,0.06005069000824606,000670
1,현대건설,2024,Q3,건설,0.030099223047776708,0.0,0.0,0.0,0.0,0.0,0.0,0.1535902369235703,000720
1,한화,2024,Q3,에너지_화학,0.06275613215673034,0.0,0.0,0.0,0.0,0.0,0.0,0.49845922369954465,000880
1,CJ,2024,Q3,생활소비재,-0.059163245803340925,0.0,0.0,0.0,0.0,0.0,0.0,0.2627874954263843,001040
1,LG상사,2024,Q3,산업재,0.03935304208420444,0.0,0.0,0.0,0.0,0.0,0.0,-0.15531093906093915,001120
1,동국제강,2024,Q3,철강_소재,0.049555744786907135,0.0,0.0,0.0,0.0,0.0,0.0,-0.057277013527013546,001230
1,세아베스틸,2024,Q3,철강_소재,0.3329772278839628,0.0,0.0,0.0,0.0,0.0,0.0,-0.17445068944508407,001430
1,대상,2024,Q3,생활소비재,-0.09678073320051425,0.0,0.0,0.0,0.0,0.0,0.0,0.20304523791053117,001680
1,SK네트웍스,2024,Q3,경기소비재,0.055118807849970204,0.0,0.0,0.0,0.0,0.0,0.0,-0.05057901117683728,001740
1,오리온,2024,Q3,생활소비재,0.12731873388248122,0.0,0.0,0.0,0.0,0.0,0.0,-0.12474259231334706,001800
