,name,year,quarter,sector,Relative Return,자본금 변화율,보유 주식 수 변화율,증자주식수 변화율,1인평균급여 변화율,자기주식수 변화율,기초 소유 주식 수 변화율,Label,Code
19,경방,2020,Q1,경기소비재,0.31535207533686044,0.0,0.0,0.0,0.0,0.0,0.0,-0.11949602641425311,000050
19,하이트진로,2020,Q1,생활소비재,0.30181752030032916,0.0,0.0,0.0,0.0,0.0,0.0,-0.0446657728861653,000080
19,유한양행,2020,Q1,헬스케어,0.05294228616675725,0.04566457877757868,0.0,0.0,0.0,0.0,0.0,-0.0026108399483019684,000100
19,CJ대한통운,2020,Q1,산업재,0.025137678403095942,0.08492556194895973,0.0,0.0,0.0,0.0,0.0,-0.20805324300341949,000120
19,두산,2020,Q1,산업재,-0.0619823979223777,0.0,0.0,0.0,0.0,0.0,0.0,-0.0912061080882638,000150
19,대림산업,2020,Q1,건설,0.19286437081366153,0.0,0.0,0.14696279422866532,0.0,0.14696277224752263,0.0,-0.1716815982654706,000210
19,일동제약,2020,Q1,헬스케어,0.1708108043303641,0.04888059508186582,0.0,0.0,0.0,0.0,0.0,-0.2223163771295673,000230
19,한국타이어월드와이드,2020,Q1,경기소비재,0.005318434420071766,0.0,0.0,0.0,0.0,0.0,0.0,0.17887525823928324,000240
19,기아차,2020,Q1,경기소비재,0.04714539112427546,0.00876859749279113,0.0,0.0,0.0,0.0,0.0,0.2820034409833542,000270
19,조선내화,2020,Q1,철강_소재,-0.024622085199050528,0.0,0.0,0.0,0.0,0.0,0.0,-0.2982992105524605,000480
19,동아쏘시오홀딩스,2020,Q1,헬스케어,-0.01520887294945869,0.0,0.0,0.0,0.0,0.026655908365947667,0.0,-0.017716125577534908,000640
19,SK하이닉스,2020,Q1,정보기술,-0.12209308332041942,0.0,0.0,0.0,0.0,0.0,0.0,-0.2760883720058567,000660
19,영풍,2020,Q1,철강_소재,-0.003615429771146275,0.0,0.0,0.0,0.0,0.0,0.0,-0.2526805617673693,000670
19,현대건설,2020,Q1,건설,0.2557628363509828,0.0,0.0,0.07788582076300243,0.0,0.0,0.0,-0.17233944488030417,000720
