Variable,VIF
const,1.0186022937884052
F_유동자산 변화율,462740658.46538985
F_비유동자산 변화율,23443732524.93068
F_자산총계 변화율,31111983581.653736
F_유동부채 변화율,574956885.8734227
F_비유동부채 변화율,31200477.88757046
F_부채총계 변화율,2079269322.727915
F_이익잉여금 변화율,32687414.699569173
F_자본총계 변화율,5293451389.561072
F_매출액 변화율,16197320.362767626
F_영업이익 변화율,711056.5780038971
F_법인세차감전 순이익 변화율,11592.072554831995
F_당기순이익 변화율,inf
F_당기순이익(손실) 변화율,inf
Relative Return,1.0033036579835797
