,name,year,quarter,sector,Relative Return,자본금 변화율,보유 주식 수 변화율,증자주식수 변화율,1인평균급여 변화율,자기주식수 변화율,기초 소유 주식 수 변화율,Label,Code
12,경방,2021,Q4,경기소비재,0.11458560288894182,0.0,-0.19086646198107693,0.0,0.14385536497102014,0.6931642857142857,0.012925477078108871,0.11273574077530271,000050
12,하이트진로,2021,Q4,생활소비재,0.20334813704858318,0.0,-0.04582335289401673,0.0,0.04643045828777703,0.0,-0.11764705882352955,-0.012106847679306795,000080
12,유한양행,2021,Q4,헬스케어,0.13205388132662688,0.0,-0.10453375757413086,0.045687160658877346,-0.012269938650306789,0.04703378004169889,4.249997617780684,0.011350218745230758,000100
12,CJ대한통운,2021,Q4,산업재,0.03823905401086618,0.0,-0.06879933540347882,0.0,0.11965811965811968,-5.928494681950447e-06,-0.6666666666666667,0.020972223829352588,000120
12,두산,2021,Q4,산업재,-0.04979934996693024,0.0,-0.27560847958510304,0.6655420734320394,0.12240184757505768,0.0,0.0,-0.2643159535326171,000150
12,대림산업,2021,Q4,건설,0.016286275246006884,0.0,-0.5189743091659846,0.10619092993394919,1.0516304347826089,0.10617744628065684,0.0,0.09273574716054264,000210
12,일동제약,2021,Q4,헬스케어,0.07268899017813357,0.0,0.3577092019058963,-0.4792905837297664,-0.04348806784860382,0.0,-0.0010696988747426195,2.520681320410893,000230
12,한국타이어월드와이드,2021,Q4,경기소비재,-0.10970540170367923,0.0,0.060924711312309476,-0.9885412364898063,-0.25,-0.9991019477922254,0.08333333333333326,0.0625080874675382,000240
12,기아차,2021,Q4,경기소비재,-0.09352931069547588,0.0775043945187126,0.03150448497030345,0.0,0.11042944785276076,5.572999067715578e-05,0.16665790101927924,0.2489395792675664,000270
12,조선내화,2021,Q4,철강_소재,-0.015945313905378677,0.0,-0.34961130587364064,0.0,-0.022727272727272707,0.0,0.0214318109325784,0.0629350071393891,000480
12,동아쏘시오홀딩스,2021,Q4,헬스케어,0.05740492497456121,0.00020417467899980224,-0.0822417286096716,-0.7698184402363059,0.03947368421052633,0.0,0.1425499500200189,0.043360283530845124,000640
12,SK하이닉스,2021,Q4,정보기술,0.2123586794240616,0.0,0.07032555041298028,0.0,0.23729769577018023,-0.08224616181108568,-0.727270860570745,-0.03328729167223377,000660
12,영풍,2021,Q4,철강_소재,0.051367048840005515,0.0,-0.04721333229256108,0.0,0.030131702209731603,0.0,-0.0625,-0.001544456997103285,000670
12,현대건설,2021,Q4,건설,0.06602718996731899,0.008575689114670881,0.0,0.2165127351185192,0.15086206896551735,0.0,-0.29996399223261017,-0.1054703706981916,000720
12,한화,2021,Q4,에너지_화학,0.023345682662620472,0.0,0.07196194640570774,0.0,0.0364145658263304,0.03479630073339779,-0.2125000720774337,-0.015352976835334521,000880
12,CJ,2021,Q4,생활소비재,-0.049183820687011576,0.0,-0.05254381203929259,8.785669782219976,0.10000000000000009,4.6886897542286476e-07,0.005666151614349024,0.08096572305841608,001040
12,LG상사,2021,Q4,산업재,0.22057431134612354,0.0,0.06546598622150346,0.0,0.13023952095808378,8.595760714102951e-06,-0.005225938464753721,0.2859988574797939,001120
12,동국제강,2021,Q4,철강_소재,0.06570784103928433,0.0,-0.02986384132683295,-0.9980566790247701,0.2302158273381294,0.0,0.03666590005449,0.09972054546315418,001230
12,세아베스틸,2021,Q4,철강_소재,-0.04342548840018298,0.0,0.05310516629684425,0.0,0.11023622047244097,0.3394860131331785,0.18847599915185564,-0.03918363838167925,001430
12,대상,2021,Q4,생활소비재,0.017341955966959574,0.0,0.04530936616334591,0.0,-0.008064516129032251,0.0,0.0,0.13444508417465725,001680
12,SK네트웍스,2021,Q4,경기소비재,-0.04370239017890018,0.0,0.0,0.0,0.16856197004489837,0.0,-0.29950212068922,0.09862704115316222,001740
12,오리온,2021,Q4,생활소비재,-0.041456974598205895,0.0,-0.01873013429888626,0.0,-0.26642771804062126,0.0,0.14281542718751128,0.05552237888351503,001800
