,name,year,quarter,sector,Relative Return,자본금 변화율,보유 주식 수 변화율,증자주식수 변화율,1인평균급여 변화율,자기주식수 변화율,기초 소유 주식 수 변화율,Label,Code
35,경방,2016,Q1,경기소비재,-0.10944646341062639,0.0015780848820674542,0.0,0.0,0.0,0.14235553898607756,0.0,-0.03362986153695546,000050
35,하이트진로,2016,Q1,생활소비재,-0.09220073570701287,0.0,0.0,0.0,0.0,0.0,0.0,-0.21978854970262243,000080
35,유한양행,2016,Q1,헬스케어,0.1148266266075024,0.006283586744838532,0.0,0.3381679445108856,0.0,0.0,0.0,-0.021322660882138945,000100
35,CJ대한통운,2016,Q1,산업재,0.0780513723270581,0.0,0.0,0.0,0.0,0.0,0.0,0.01766947210532885,000120
35,두산,2016,Q1,산업재,0.16268228354300862,0.0,0.0,0.0,0.0,0.0,0.0,0.1182472760576911,000150
35,대림산업,2016,Q1,건설,-0.07082949201266767,0.09102882267427614,0.0,-2.1733615504890014,0.0,-2.1733642035471643,0.0,-0.015144660421478967,000210
35,일동제약,2016,Q1,헬스케어,0.06574955965458663,0.13416576716987438,0.0,0.0,0.0,0.0,0.0,-0.017564600762572644,000230
35,한국타이어월드와이드,2016,Q1,경기소비재,0.036796963458934795,-0.2093095993011248,0.0,0.0,0.0,0.0,0.0,-0.19615148859336112,000240
35,기아차,2016,Q1,경기소비재,-0.03604419632675698,-0.09198888034420794,0.0,0.0,0.0,0.0,0.0,-0.1652028683202031,000270
35,조선내화,2016,Q1,철강_소재,-0.014107790530663095,0.13536754700326403,0.0,0.0,0.0,-1.3966656457856772,0.0,-0.08654563593707543,000480
35,동아쏘시오홀딩스,2016,Q1,헬스케어,-0.08383989999888539,0.04347630084133147,0.0,0.0,0.0,0.03739820389295101,0.0,-0.11475335845004679,000640
35,SK하이닉스,2016,Q1,정보기술,-0.07879916666053198,-0.14047634055561653,0.0,0.0,0.0,0.0,0.0,0.24876142612831736,000660
35,영풍,2016,Q1,철강_소재,-0.010530866667812892,0.016811635725876517,0.0,0.0,0.0,0.0,0.0,0.06880518513613608,000670
