video_id,published_at,view_count
Qo-kxEGVkVs,2024-03-29T09:47:59Z,2051
i2JPnmkuvUM,2024-03-29T09:46:46Z,3396
970FmzNQbBw,2024-03-29T08:55:45Z,1329
xyTOn-_t8uk,2024-03-29T07:43:46Z,7629
kv3nCB9lRD0,2024-03-29T07:43:06Z,1193
3Rd1nsFq_sM,2024-03-29T07:40:02Z,1095
IEZ9VOVcuhs,2024-03-29T06:33:40Z,11938
PoYdAYNywqw,2024-03-29T06:29:38Z,2734
CcHjzvHaGqs,2024-03-29T06:30:45Z,15291
V0qMuKJcWFE,2024-03-29T06:29:25Z,6067
pb_72jYdhZo,2024-03-29T05:21:53Z,1854
9jicS8kqsgU,2024-03-29T05:20:11Z,2338
kDPP9w0kicI,2024-03-29T05:20:31Z,39792
Hgt2vLN2Xug,2024-03-28T10:16:11Z,3243
yxCrxV64Ii8,2024-03-28T10:15:17Z,8681
N3MO2DZ7UN0,2024-03-28T07:54:22Z,26681
MXAug-dI6gU,2024-03-28T07:48:48Z,3532
BO_SGBdXgWo,2024-03-28T07:47:54Z,2746
tCmoPyveFhU,2024-03-28T07:28:12Z,1163
dekczGS2e64,2024-03-28T07:26:05Z,2863
2kD9iTAJ9BM,2024-03-28T07:25:06Z,2919
4zLb4CfrmiE,2024-03-28T05:07:02Z,1431
cXDAaAplYiU,2024-03-28T05:04:48Z,1419
kgQPxxvFs3U,2024-03-28T05:04:14Z,1395
Lyb0QIrW1Mo,2024-03-28T05:02:43Z,2859
CrtvJF9RaGE,2024-03-28T05:02:23Z,2330
sBQSzmSvT6E,2024-03-28T04:59:44Z,12591
Pw9aj4b0wMU,2024-03-28T03:29:31Z,2049
rogndwtJSjk,2024-03-28T03:29:28Z,10329
cimVi1-DCao,2024-03-28T03:27:42Z,2001
8lt_z1AoLuQ,2024-03-28T03:26:07Z,2356
4GRFFpPdMpA,2024-03-28T01:57:27Z,1339
Saf4Ru7qk5E,2024-03-27T10:14:04Z,5287
7K8OxZGcNTk,2024-03-27T10:14:24Z,3472
YXDzeHUo1tM,2024-03-27T10:13:47Z,2388
vryjdHpym3Q,2024-03-27T08:07:53Z,5244
GxMuNlJrWUU,2024-03-27T08:08:25Z,24636
zAYmdtWJC7A,2024-03-27T07:58:09Z,5155
u2nUBuP7gYQ,2024-03-27T06:15:18Z,2308
4V6-RzEC4dA,2024-03-27T06:14:28Z,5071
8aZA4c80ldQ,2024-03-27T04:29:11Z,2978
ROrGq16M2V4,2024-03-27T04:26:58Z,1884
ha4qzI_OzdI,2024-03-27T04:26:56Z,4116
dSvd4gUoTTE,2024-03-27T01:18:34Z,4633
79swlzTj-PA,2024-03-27T00:35:20Z,2924
-Q75ZUeTus4,2024-03-27T00:21:59Z,5027
TrUfS0eQ5Vk,2024-03-26T23:27:43Z,5834
8sAJKt15Noc,2024-03-26T09:42:17Z,2964
SwrTCtCx5YE,2024-03-26T07:50:36Z,3438
cTu6WiG-KNE,2024-03-26T05:07:33Z,8353
deJf4owVkBw,2024-03-26T05:08:16Z,9583
zQyBLC00P-Y,2024-03-26T01:25:37Z,1458
YtpUStg3v10,2024-03-25T09:41:51Z,2746
S6KMPpKdhQ0,2024-03-25T09:39:28Z,4826
Memv8by-SnI,2024-03-25T09:37:40Z,1556
bflTqHnYrs4,2024-03-25T09:13:20Z,9422
gAoVY0xzQPI,2024-03-25T07:55:05Z,25242
EFie-T2cOuk,2024-03-25T07:44:17Z,4979
j9VUq-Tqdrw,2024-03-25T07:43:20Z,1474
wKXaouqr9fA,2024-03-25T07:42:36Z,3302
9pSCE7HWcDM,2024-03-25T01:20:05Z,3899
VirbJKZxkyE,2024-03-24T22:00:13Z,2660
ajcAHpBBcEc,2024-03-23T03:41:12Z,4492
_-4tug8mufc,2024-03-23T03:37:19Z,6558
j6BE8yU06oA,2024-03-22T08:18:42Z,2553
oVz1ZK8MGOk,2024-03-22T07:47:36Z,1482
2BkDGSqYknU,2024-03-22T07:44:01Z,3378
50uWozVrgCo,2024-03-22T07:29:58Z,2031
y9ThwE8fllo,2024-03-22T07:28:16Z,5807
xbXoGIpJC3o,2024-03-22T05:39:56Z,1965
K_YjJ7h61Xk,2024-03-22T05:29:09Z,1972
_JbuQzeDrYo,2024-03-22T05:27:34Z,2431
uY_VVN1gP8E,2024-03-22T05:26:51Z,1531
MW1aAX4AA-I,2024-03-22T05:25:57Z,1225
YIlVX5VcZVw,2024-03-21T09:43:54Z,2606
vy2hWjfwhqg,2024-03-21T09:45:23Z,4993
I5OHXPjqIpg,2024-03-21T07:49:20Z,23597
-c-kGXMFCYk,2024-03-21T07:28:23Z,5143
5tgZ-JFmDAU,2024-03-21T05:09:54Z,3603
gIvSMjZ2BCs,2024-03-21T05:07:25Z,3420
4Fz5UvUFe-U,2024-03-21T05:06:37Z,3204
HZaFabKpyyA,2024-03-21T01:23:18Z,1326
ZJIBtxv7cq8,2024-03-21T00:49:26Z,1814
Vzn4mKPI6hc,2024-03-20T23:29:40Z,1619
PcnAkRlPWR0,2024-03-20T09:41:21Z,10114
tykmdPMkvRw,2024-03-20T09:39:43Z,1284
NgIl8fo_lNo,2024-03-20T08:09:35Z,12551
3oLCP1rbZXQ,2024-03-20T07:29:30Z,2142
MNV33fmLBiU,2024-03-20T07:28:29Z,6446
JRJC46qITTU,2024-03-20T05:22:48Z,11030
